,Depth CSF-B (m),Reflectance L*,Reflectance a*,Reflectance b*,Tristimulus X,Tristimulus Y,Tristimulus Z
23065,653.1,34.2,-0.8,-0.3,7.6,8.1,8.8
23066,653.11,35.2,-0.5,-1.1,8.1,8.6,9.6
23067,653.12,36.2,-1.1,-1.0,8.5,9.1,10.1
23068,653.13,30.9,-0.6,-0.8,6.2,6.6,7.3
23069,653.14,31.1,-0.6,-0.8,6.3,6.7,7.4
23070,653.18,35.4,0.4,-2.9,8.3,8.7,10.3
23071,653.19,33.8,1.0,-1.7,7.6,7.9,9.0
23072,653.2,44.8,0.3,-0.1,13.7,14.4,15.5
23073,653.21,43.8,0.1,0.7,13.0,13.7,14.4
23074,653.22,42.6,0.5,0.9,12.3,12.9,13.5
23075,653.23,43.8,0.7,1.4,13.1,13.7,14.1
23076,653.24,44.8,0.9,1.1,13.8,14.4,15.0
23077,653.25,44.8,0.9,1.1,13.8,14.4,15.0
23078,653.26,46.8,0.1,0.4,15.1,15.9,16.9
23079,653.27,45.1,-0.3,1.5,13.8,14.6,15.0
23080,653.28,48.3,0.5,2.8,16.2,17.0,16.9
23081,653.29,41.2,0.9,1.3,11.5,12.0,12.4
23082,653.3,36.7,0.7,-0.6,9.0,9.4,10.3
23083,653.31,35.8,0.5,-0.1,8.5,8.9,9.6
23084,653.32,34.2,1.1,-1.3,7.8,8.1,9.1
23085,653.33,36.9,-0.1,-0.9,9.0,9.5,10.5
23086,653.34,37.8,1.0,0.1,9.6,10.0,10.7
23087,653.35,39.2,0.5,-0.3,10.3,10.8,11.7
23088,653.36,39.7,0.6,0.9,10.6,11.1,11.6
23089,653.37,40.1,-0.1,0.1,10.7,11.3,12.1
23090,653.38,35.8,0.5,-0.8,8.5,8.9,9.8
23091,653.39,41.1,0.1,0.5,11.3,11.9,12.6
23092,653.4,39.6,-0.2,-0.2,10.4,11.0,11.9
23093,653.41,38.6,0.3,-0.4,9.9,10.4,11.3
23094,653.42,39.2,-0.3,-0.6,10.2,10.8,11.8
23095,653.43,38.4,0.3,-0.1,9.8,10.3,11.1
23096,653.44,40.6,0.7,-1.1,11.1,11.6,12.9
23097,653.45,39.7,0.6,-0.2,10.6,11.1,12.0
23098,653.46,38.4,0.3,-0.7,9.8,10.3,11.3
23099,653.47,39.9,0.6,-0.5,10.7,11.2,12.2
23100,653.48,41.4,0.2,-0.5,11.5,12.1,13.2
23101,653.49,43.4,0.6,-0.3,12.8,13.4,14.5
23102,653.5,39.1,0.4,-0.6,10.2,10.7,11.7
23103,653.51,39.2,1.2,-2.1,10.4,10.8,12.4
23104,653.52,43.2,0.6,-3.0,12.7,13.3,15.6
23105,653.53,41.2,0.1,-2.5,11.4,12.0,13.9
23106,653.54,44.9,0.3,-2.9,13.8,14.5,16.9
23107,653.55,37.7,0.1,-1.1,9.4,9.9,11.0
23108,653.56,40.2,-0.1,-1.2,10.8,11.4,12.7
23109,653.57,39.2,0.5,-2.1,10.3,10.8,12.4
23110,653.58,39.2,0.5,-0.8,10.3,10.8,11.9
23111,653.59,39.9,0.6,-2.3,10.7,11.2,12.9
23112,653.6,40.1,-0.1,-3.0,10.7,11.3,13.3
23113,653.61,41.1,0.8,-3.8,11.4,11.9,14.3
23114,653.62,42.3,1.8,-2.8,12.3,12.7,14.8
23115,653.63,36.4,1.5,-2.4,8.9,9.2,10.7
23116,653.64,27.3,0.9,-3.9,5.0,5.2,6.5
23117,653.65,38.0,1.0,-0.7,9.7,10.1,11.1
23118,653.66,34.2,1.1,-2.3,7.8,8.1,9.4
23119,653.67,38.4,1.1,0.5,9.9,10.3,10.9
23120,653.68,35.2,0.4,-0.8,8.2,8.6,9.5
23121,653.69,36.4,-0.2,-0.4,8.7,9.2,10.0
23122,653.7,36.4,0.7,-1.9,8.8,9.2,10.5
23123,653.71,32.0,0.7,-1.0,6.8,7.1,7.9
23124,653.72,27.8,-0.3,-1.3,5.1,5.4,6.1
23125,653.73,28.6,1.1,-1.6,5.5,5.7,6.5
23126,653.74,28.6,1.1,-2.0,5.5,5.7,6.6
23127,653.75,33.1,-0.1,-1.2,7.2,7.6,8.5
23128,653.76,33.6,1.0,-1.4,7.5,7.8,8.8
23129,653.77,32.5,-0.2,-1.3,6.9,7.3,8.2
23130,653.78,32.9,-0.1,-0.9,7.1,7.5,8.3
23131,653.79,33.6,0.0,-1.4,7.4,7.8,8.8
23132,653.8,32.3,0.7,-1.0,6.9,7.2,8.0
23133,653.81,34.4,1.1,-1.9,7.9,8.2,9.4
23134,653.82,37.5,0.1,-2.5,9.3,9.8,11.4
23135,653.83,34.2,0.2,-2.6,7.7,8.1,9.5
23136,653.84,32.3,1.7,-4.3,7.0,7.2,9.0
23137,653.85,34.6,2.1,-3.7,8.1,8.3,10.1
23138,653.86,33.1,1.9,-3.5,7.4,7.6,9.2
23139,653.87,30.4,1.4,-2.7,6.2,6.4,7.6
23140,653.88,30.4,1.4,-3.4,6.2,6.4,7.8
23141,653.89,29.4,1.3,-3.7,5.8,6.0,7.4
23142,653.9,34.2,1.1,-4.4,7.8,8.1,10.1
23143,653.91,30.9,1.5,-3.3,6.4,6.6,8.0
23144,653.92,31.1,1.5,-2.9,6.5,6.7,8.0
23145,653.93,31.3,0.5,-2.5,6.5,6.8,8.0
23146,653.94,30.9,0.4,-2.6,6.3,6.6,7.8
23147,653.95,26.7,0.8,-1.5,4.8,5.0,5.7
23148,653.96,27.6,2.1,-3.8,5.2,5.3,6.6
23149,653.97,34.0,2.0,-3.9,7.8,8.0,9.8
23150,653.98,30.9,1.5,-3.7,6.4,6.6,8.1
23151,653.99,27.3,2.1,-4.3,5.1,5.2,6.6
23152,654.0,30.2,1.4,-3.5,6.1,6.3,7.7
23153,654.01,29.4,0.1,-2.2,5.7,6.0,7.0
23154,654.02,35.0,1.3,-3.9,8.2,8.5,10.4
23155,654.03,29.4,1.3,-3.0,5.8,6.0,7.2
23156,654.04,31.6,0.6,-3.5,6.6,6.9,8.4
23157,654.05,30.6,1.5,-3.0,6.3,6.5,7.8
23158,654.06,30.2,1.4,-3.5,6.1,6.3,7.7
23159,654.07,31.1,0.5,-2.9,6.4,6.7,8.0
23160,654.08,29.2,0.1,-1.9,5.6,5.9,6.8
23161,654.09,27.6,0.9,-2.6,5.1,5.3,6.3
23162,654.1,31.8,0.6,-2.8,6.7,7.0,8.3
23163,654.11,30.6,1.5,-3.7,6.3,6.5,8.0
23164,654.15,30.9,1.5,-3.0,6.4,6.6,7.9
23165,654.16,35.6,1.4,-2.3,8.5,8.8,10.2
23166,654.17,34.8,1.2,-0.6,8.1,8.4,9.2
23167,654.18,35.2,0.4,-1.8,8.2,8.6,9.8
23168,654.19,35.2,-0.5,-1.5,8.1,8.6,9.7
23169,654.2,41.7,-0.5,-3.4,11.6,12.3,14.6
23170,654.21,29.4,1.3,-2.6,5.8,6.0,7.1
23171,654.22,30.2,0.3,-2.4,6.0,6.3,7.4
23172,654.23,27.3,0.9,-1.4,5.0,5.2,5.9
23173,654.24,28.9,1.2,-2.7,5.6,5.8,6.9
23174,654.25,30.9,0.4,-0.4,6.3,6.6,7.2
23175,654.26,39.9,0.6,-2.3,10.7,11.2,12.9
23176,654.27,36.2,-0.3,-4.7,8.6,9.1,11.4
23177,654.28,35.8,0.5,-4.6,8.5,8.9,11.1
23178,654.29,35.2,0.4,-3.6,8.2,8.6,10.4
23179,654.3,35.8,1.4,-4.6,8.6,8.9,11.1
23180,654.31,30.4,1.4,-4.5,6.2,6.4,8.1
23181,654.32,28.1,2.2,-4.4,5.4,5.5,7.0
23182,654.33,30.9,1.5,-4.0,6.4,6.6,8.2
23183,654.34,28.6,1.1,-3.5,5.5,5.7,7.0
23184,654.35,30.6,0.4,-3.4,6.2,6.5,7.9
23185,654.36,35.8,-0.4,-3.1,8.4,8.9,10.6
23186,654.37,32.3,-0.3,-2.0,6.8,7.2,8.3
23187,654.38,37.1,0.8,-3.1,9.2,9.6,11.4
23188,654.39,39.2,0.5,-4.5,10.3,10.8,13.3
23189,654.4,35.6,0.5,-4.1,8.4,8.8,10.8
23190,654.41,27.3,0.9,-4.3,5.0,5.2,6.6
23191,654.42,38.2,0.2,-6.5,9.7,10.2,13.4
23192,654.43,37.7,0.9,-5.9,9.5,9.9,12.8
23193,654.44,30.4,1.4,-4.9,6.2,6.4,8.2
23194,654.45,28.1,1.0,-4.4,5.3,5.5,7.0
23195,654.46,32.0,1.7,-5.0,6.9,7.1,9.1
23196,654.47,38.6,1.1,-5.4,10.0,10.4,13.2
23197,654.48,35.6,0.5,-4.1,8.4,8.8,10.8
23198,654.49,33.6,1.0,-3.0,7.5,7.8,9.3
23199,654.5,30.9,1.5,-3.0,6.4,6.6,7.9
23200,654.51,31.3,0.5,-2.9,6.5,6.8,8.1
23201,654.52,36.7,0.7,-4.9,9.0,9.4,11.8
23202,654.53,32.3,-0.3,-4.6,6.8,7.2,9.1
23203,654.54,33.6,1.0,-4.3,7.5,7.8,9.7
23204,654.55,37.1,0.8,-4.5,9.2,9.6,11.9
23205,654.56,33.1,0.9,-4.1,7.3,7.6,9.4
23206,654.57,30.2,1.4,-4.2,6.1,6.3,7.9
23207,654.58,30.6,0.4,-1.6,6.2,6.5,7.4
23208,654.62,16.5,0.3,-2.6,2.1,2.2,2.7
23209,654.64,33.1,-0.1,-2.2,7.2,7.6,8.8
23210,654.66,33.8,0.1,-0.1,7.5,7.9,8.5
23211,654.74,25.6,0.5,1.7,4.4,4.6,4.6
23212,654.76,40.7,0.8,3.7,11.2,11.7,11.2
23213,654.78,36.2,0.6,4.1,8.7,9.1,8.5
23214,654.8,34.4,0.2,3.8,7.8,8.2,7.7
23215,654.82,35.6,0.5,5.2,8.4,8.8,7.9
23216,654.84,43.5,0.0,4.2,12.8,13.5,12.8
23217,654.86,42.6,-0.2,4.2,12.2,12.9,12.2
23218,654.88,43.7,0.0,4.4,12.9,13.6,12.8
23219,654.9,40.4,0.0,3.7,10.9,11.5,11.0
23220,654.92,39.7,0.6,2.5,10.6,11.1,11.0
23221,654.94,36.4,-0.2,1.2,8.7,9.2,9.5
23222,654.96,35.8,-0.4,1.1,8.4,8.9,9.2
23223,654.98,34.6,-0.7,1.0,7.8,8.3,8.6
23224,655.0,37.1,0.0,1.2,9.1,9.6,9.9
23225,655.02,34.4,-0.7,1.0,7.7,8.2,8.5
23226,655.04,34.0,-0.8,1.7,7.5,8.0,8.1
23227,655.06,32.7,-1.2,2.0,6.9,7.4,7.4
23228,655.08,34.0,-0.8,1.7,7.5,8.0,8.1
23229,655.1,36.4,-0.2,1.5,8.7,9.2,9.4
23230,655.16,29.9,0.2,-0.6,5.9,6.2,6.8
23231,655.18,42.3,-0.3,1.6,12.0,12.7,13.0
23232,655.2,42.8,-0.2,2.4,12.3,13.0,13.0
23233,655.22,36.9,-0.9,1.2,8.9,9.5,9.8
23234,655.24,38.4,-0.5,0.7,9.7,10.3,10.8
23235,655.26,35.8,-0.4,-0.8,8.4,8.9,9.8
23236,655.28,38.6,-0.5,0.8,9.8,10.4,10.9
23237,655.3,30.9,-0.6,0.0,6.2,6.6,7.1
23238,655.32,38.9,-0.4,1.9,10.0,10.6,10.7
23239,655.34,25.6,0.5,1.2,4.4,4.6,4.7
23240,655.36,13.8,2.3,-4.1,1.7,1.7,2.3
23241,655.38,32.3,-0.3,2.0,6.8,7.2,7.2
23242,655.4,43.2,-0.1,2.6,12.6,13.3,13.2
23243,655.42,39.7,0.6,2.3,10.6,11.1,11.1
23244,655.44,39.9,0.6,1.7,10.7,11.2,11.4
23245,655.46,34.0,0.1,0.3,7.6,8.0,8.5
23246,655.48,42.5,1.1,3.1,12.3,12.8,12.5
23247,655.5,35.2,-0.5,0.8,8.1,8.6,9.0
23248,655.52,29.9,-0.9,0.2,5.8,6.2,6.6
23249,655.54,32.3,-0.3,-0.2,6.8,7.2,7.8
23250,655.56,29.7,0.2,-0.6,5.8,6.1,6.7
23251,655.58,31.1,-0.6,0.7,6.3,6.7,7.0
23252,655.6,22.7,-0.1,-0.7,3.5,3.7,4.1
23253,655.62,19.6,0.9,-1.8,2.8,2.9,3.4
23254,655.64,25.0,0.4,-0.9,4.2,4.4,4.9
23255,655.66,33.4,0.0,-0.1,7.3,7.7,8.3
23256,655.68,35.0,0.4,-0.2,8.1,8.5,9.2
23257,655.7,35.4,-0.5,0.1,8.2,8.7,9.3
23258,655.72,35.2,0.4,0.1,8.2,8.6,9.2
23259,655.74,35.8,0.5,0.5,8.5,8.9,9.4
23260,655.76,24.6,0.3,0.1,4.1,4.3,4.6
23261,655.82,33.1,-0.1,-0.1,7.2,7.6,8.2
23262,655.84,13.2,-0.5,-1.7,1.5,1.6,1.9
23263,655.86,13.2,2.2,-4.3,1.6,1.6,2.2
23264,655.88,23.3,0.0,-2.2,3.7,3.9,4.6
23265,655.9,27.8,1.0,-1.7,5.2,5.4,6.2
23266,655.92,23.7,0.1,-0.6,3.8,4.0,4.4
23267,655.98,30.4,0.3,-1.6,6.1,6.4,7.3
23268,656.0,30.6,0.4,-1.2,6.2,6.5,7.3
23269,656.02,21.9,-0.3,-0.2,3.3,3.5,3.8
23270,656.04,17.5,2.6,-2.3,2.4,2.4,2.9
23271,656.06,29.4,0.1,-0.6,5.7,6.0,6.6
23272,656.12,18.8,-1.2,-1.4,2.5,2.7,3.1
23273,656.13,18.8,0.8,-2.6,2.6,2.7,3.3
23274,656.14,29.7,0.2,-2.1,5.8,6.1,7.1
23275,656.15,30.6,0.4,-2.0,6.2,6.5,7.5
23276,656.16,30.2,0.3,-2.0,6.0,6.3,7.3
23277,656.17,29.7,0.2,-1.8,5.8,6.1,7.0
23278,656.18,30.6,-0.7,-1.2,6.1,6.5,7.3
23279,656.19,17.0,0.4,-1.7,2.2,2.3,2.7
23280,656.2,17.5,0.5,-0.9,2.3,2.4,2.7
23281,656.24,25.0,0.4,-1.8,4.2,4.4,5.1
23282,656.25,31.3,0.5,-1.5,6.5,6.8,7.7
23283,656.26,32.3,-0.3,-2.0,6.8,7.2,8.3
23284,656.27,32.9,0.9,-2.5,7.2,7.5,8.8
23285,656.28,32.3,-0.3,-1.3,6.8,7.2,8.1
23286,656.29,29.4,0.1,-1.0,5.7,6.0,6.7
23287,656.3,29.4,0.1,-0.6,5.7,6.0,6.6
23288,656.31,30.2,-0.8,-1.3,5.9,6.3,7.1
23289,656.32,29.7,0.2,-0.6,5.8,6.1,6.7
23290,656.33,28.1,-0.2,-0.8,5.2,5.5,6.1
23291,656.34,19.2,-1.1,-0.6,2.6,2.8,3.1
23292,656.35,17.0,0.4,-1.0,2.2,2.3,2.6
23293,656.36,13.2,2.2,-2.6,1.6,1.6,2.0
23294,656.37,28.1,-0.2,-1.7,5.2,5.5,6.3
23295,656.38,32.3,0.7,-1.3,6.9,7.2,8.1
23296,656.39,35.6,-0.4,-1.1,8.3,8.8,9.8
23297,656.4,42.6,0.5,-0.8,12.3,12.9,14.2
23298,656.41,29.7,1.3,-2.5,5.9,6.1,7.2
23299,656.42,30.9,0.4,-1.2,6.3,6.6,7.4
23300,656.43,21.6,-0.4,-0.9,3.2,3.4,3.8
23301,656.44,27.8,-0.3,-2.5,5.1,5.4,6.4
23302,656.45,33.6,-0.9,-3.0,7.3,7.8,9.3
23303,656.46,30.2,-0.8,-2.8,5.9,6.3,7.5
23304,656.47,39.1,0.4,-0.6,10.2,10.7,11.7
23305,656.48,32.3,-0.3,-2.0,6.8,7.2,8.3
23306,656.49,26.2,-0.7,-0.7,4.5,4.8,5.3
23307,656.5,20.8,1.1,-0.4,3.1,3.2,3.5
23308,656.51,28.9,0.0,-1.1,5.5,5.8,6.5
23309,656.52,35.6,-0.4,-1.4,8.3,8.8,9.9
23310,656.53,38.0,-0.6,-2.1,9.5,10.1,11.6
23311,656.54,45.4,-0.8,-1.1,13.9,14.8,16.4
23312,656.55,47.5,-0.3,-1.2,15.5,16.4,18.2
23313,656.56,43.5,-0.7,0.7,12.7,13.5,14.2
23314,656.57,40.6,0.7,1.2,11.1,11.6,12.0
23315,656.58,34.2,0.2,1.0,7.7,8.1,8.4
23316,656.59,33.4,0.0,1.3,7.3,7.7,7.9
23317,656.6,29.2,0.1,1.4,5.6,5.9,6.0
23318,656.61,21.6,-0.4,0.9,3.2,3.4,3.5
23319,656.66,36.0,1.4,-3.1,8.7,9.0,10.7
23320,656.67,34.0,1.1,-2.0,7.7,8.0,9.2
23321,656.68,25.6,0.5,-1.2,4.4,4.6,5.2
23322,656.69,12.0,2.2,-3.9,1.4,1.4,1.9
23323,656.7,32.9,-0.1,2.0,7.1,7.5,7.5
23324,656.71,35.6,1.4,-1.7,8.5,8.8,10.0
23325,656.72,42.5,-0.3,-1.8,12.1,12.8,14.5
23326,656.73,31.1,-1.6,-0.8,6.2,6.7,7.4
23327,656.74,36.7,-1.0,2.4,8.8,9.4,9.3
23328,656.75,40.7,0.8,2.0,11.2,11.7,11.8
23329,656.76,42.2,1.1,1.6,12.1,12.6,12.9
23330,656.77,42.3,0.4,1.8,12.1,12.7,12.9
23331,656.78,45.6,1.1,2.0,14.4,15.0,15.2
23332,656.79,46.0,0.6,1.8,14.6,15.3,15.6
23333,656.8,28.1,-0.2,-1.2,5.2,5.5,6.2
23334,656.84,33.4,0.0,-1.5,7.3,7.7,8.7
23335,656.85,34.4,0.2,-2.5,7.8,8.2,9.6
23336,656.86,40.1,-0.1,-1.5,10.7,11.3,12.7
23337,656.87,47.1,1.4,-5.4,15.5,16.1,20.0
23338,656.88,40.1,1.4,-2.5,10.9,11.3,13.1
23339,656.89,36.9,-0.1,-1.5,9.0,9.5,10.7
23340,656.9,38.7,0.3,-2.5,10.0,10.5,12.2
23341,656.91,37.8,0.1,-3.0,9.5,10.0,11.8
23342,656.92,40.2,0.7,-3.2,10.9,11.4,13.5
23343,656.93,39.1,0.4,-3.7,10.2,10.7,12.9
23344,656.94,41.7,0.3,-2.9,11.7,12.3,14.4
23345,656.95,41.8,0.3,-2.6,11.8,12.4,14.4
23346,656.96,40.6,0.0,-2.7,11.0,11.6,13.5
23347,656.97,40.6,0.0,-1.7,11.0,11.6,13.1
23348,656.98,38.0,0.2,-1.8,9.6,10.1,11.5
23349,656.99,36.7,0.7,-0.3,9.0,9.4,10.2
23350,657.0,38.2,1.0,-2.6,9.8,10.2,11.9
23351,657.01,37.1,0.0,-2.3,9.1,9.6,11.1
23352,657.02,36.0,-0.3,-1.9,8.5,9.0,10.3
23353,657.03,36.0,-0.3,-1.6,8.5,9.0,10.2
23354,657.04,20.8,-0.6,-1.0,3.0,3.2,3.6
23355,657.08,17.0,2.5,-1.0,2.3,2.3,2.6
23356,657.1,30.4,0.3,0.3,6.1,6.4,6.8
23357,657.12,30.2,0.3,-0.5,6.0,6.3,6.9
23358,657.14,31.1,-0.6,-0.4,6.3,6.7,7.3
23359,657.16,31.8,0.6,-1.0,6.7,7.0,7.8
23360,657.18,29.7,1.3,-1.0,5.9,6.1,6.8
23361,657.2,28.9,1.2,0.1,5.6,5.8,6.2
23362,657.22,27.6,0.9,0.9,5.1,5.3,5.5
23363,657.24,34.2,0.2,-1.0,7.7,8.1,9.0
23364,657.26,30.4,0.3,1.9,6.1,6.4,6.4
23365,657.28,27.6,0.9,2.2,5.1,5.3,5.2
23366,657.3,29.9,0.2,1.4,5.9,6.2,6.3
23367,657.32,32.0,-0.3,1.2,6.7,7.1,7.3
23368,657.34,24.6,0.3,1.6,4.1,4.3,4.3
23369,657.36,29.4,0.1,0.2,5.7,6.0,6.4
23370,657.38,28.6,-0.1,0.9,5.4,5.7,5.9
23371,657.4,39.6,1.3,-1.8,10.6,11.0,12.5
23372,657.42,44.5,1.5,0.3,13.7,14.2,15.1
23373,657.44,34.0,1.1,2.4,7.7,8.0,7.9
23374,657.46,36.6,0.7,3.4,8.9,9.3,8.9
23375,657.48,36.2,0.6,1.8,8.7,9.1,9.2
23376,657.5,40.9,-0.7,3.4,11.1,11.8,11.4
23377,657.52,37.3,0.0,1.2,9.2,9.7,10.0
23378,657.54,35.8,-0.4,2.4,8.4,8.9,8.8
23379,657.56,35.8,0.5,1.4,8.5,8.9,9.1
23380,657.58,32.7,-0.2,1.2,7.0,7.4,7.6
23381,657.6,41.5,0.2,1.5,11.6,12.2,12.5
23382,657.62,33.1,-1.1,3.5,7.1,7.6,7.2
23383,657.64,27.8,-0.3,3.2,5.1,5.4,5.1
23384,657.66,29.7,0.2,1.0,5.8,6.1,6.3
23385,657.68,31.8,-0.4,3.1,6.6,7.0,6.7
23386,657.7,27.6,-0.3,1.8,5.0,5.3,5.3
23387,657.72,32.9,-0.1,2.0,7.1,7.5,7.5
23388,657.74,33.4,0.0,2.4,7.3,7.7,7.6
23389,657.76,29.2,0.1,1.4,5.6,5.9,6.0
23390,657.78,34.8,-0.6,2.7,7.9,8.4,8.2
23391,657.8,36.6,-1.0,2.4,8.7,9.3,9.2
23392,657.82,36.6,-1.0,1.8,8.7,9.3,9.4
23393,657.84,30.2,0.3,0.7,6.0,6.3,6.6
23394,657.86,35.2,-0.5,2.1,8.1,8.6,8.6
23395,657.88,35.8,-1.2,1.4,8.3,8.9,9.1
23396,658.04,36.2,-0.3,2.8,8.6,9.1,8.9
23397,658.06,25.0,-1.0,0.6,4.1,4.4,4.6
23398,658.08,25.6,-0.9,1.7,4.3,4.6,4.6
23399,658.1,39.1,-0.4,2.8,10.1,10.7,10.5
23400,658.12,25.6,-0.9,0.2,4.3,4.6,4.9
23401,658.14,51.2,0.0,1.9,18.4,19.4,19.8
23402,658.16,36.2,-1.1,2.4,8.5,9.1,9.0
23403,658.18,24.6,-1.1,-0.4,4.0,4.3,4.7
23404,658.2,34.4,-1.7,1.0,7.6,8.2,8.5
23405,658.22,41.4,-1.3,-0.3,11.3,12.1,13.1
23406,658.24,34.0,-0.8,0.6,7.5,8.0,8.4
23407,658.26,35.4,-1.4,-0.5,8.1,8.7,9.5
23408,658.28,45.8,-0.7,0.0,14.2,15.1,16.2
23409,658.3,43.8,-1.3,-1.4,12.8,13.7,15.3
23410,658.32,34.2,-1.7,-0.3,7.5,8.1,8.8
23411,658.39,18.8,-1.2,0.7,2.5,2.7,2.8
23412,658.41,35.8,-0.4,2.4,8.4,8.9,8.8
23413,658.43,40.4,-0.8,1.2,10.8,11.5,11.9
23414,658.45,40.1,-0.1,0.9,10.7,11.3,11.8
23415,658.47,30.9,0.4,2.3,6.3,6.6,6.5
23416,658.49,35.6,-0.4,0.2,8.3,8.8,9.4
23417,658.51,36.9,-0.9,0.3,8.9,9.5,10.1
23418,658.53,28.4,-1.3,2.2,5.2,5.6,5.5
23419,658.55,25.6,0.5,1.2,4.4,4.6,4.7
23420,658.57,23.7,-1.4,1.6,3.7,4.0,4.0
23421,658.59,25.0,0.4,1.1,4.2,4.4,4.5
23422,658.61,31.1,0.5,3.1,6.4,6.7,6.4
23423,658.63,35.2,0.4,4.8,8.2,8.6,7.8
23424,658.65,28.4,-0.1,1.4,5.3,5.6,5.7
23425,658.67,32.9,-0.1,1.3,7.1,7.5,7.7
23426,658.69,34.8,0.3,2.1,8.0,8.4,8.4
23427,658.71,28.9,0.0,-1.5,5.5,5.8,6.6
23428,658.73,37.1,0.8,0.9,9.2,9.6,10.0
23429,658.75,37.5,0.9,0.4,9.4,9.8,10.4
23430,658.77,31.3,0.5,2.3,6.5,6.8,6.7
23431,658.79,19.2,0.8,-1.3,2.7,2.8,3.2
23432,658.81,16.5,0.3,-1.8,2.1,2.2,2.6
23433,658.83,35.6,0.5,1.8,8.4,8.8,8.9
23434,658.85,38.0,0.2,-0.4,9.6,10.1,11.0
23435,658.87,42.0,1.0,-0.9,12.0,12.5,13.8
23436,658.89,36.4,-0.2,2.1,8.7,9.2,9.2
23437,658.91,42.0,0.3,2.9,11.9,12.5,12.3
23438,658.93,37.7,0.9,3.4,9.5,9.9,9.5
23439,658.95,36.2,0.6,2.4,8.7,9.1,9.0
23440,658.97,37.5,0.1,2.2,9.3,9.8,9.8
23441,658.99,44.2,-0.5,1.7,13.2,14.0,14.3
23442,659.01,26.7,0.8,1.3,4.8,5.0,5.1
23443,659.03,23.0,-0.1,-0.7,3.6,3.8,4.2
23444,659.05,8.1,1.9,-7.6,0.9,0.9,1.6
23445,659.07,28.9,0.0,-1.1,5.5,5.8,6.5
23446,659.09,39.4,1.3,-1.1,10.5,10.9,12.1
23447,659.11,35.4,0.4,-2.0,8.3,8.7,10.0
23448,659.13,26.7,2.0,-1.9,4.9,5.0,5.8
23449,659.17,24.0,1.6,-1.5,4.0,4.1,4.7
23450,659.19,33.1,0.9,-0.1,7.3,7.6,8.2
23451,659.21,25.3,0.5,0.2,4.3,4.5,4.8
23452,659.23,13.8,2.3,-4.9,1.7,1.7,2.4
23453,659.25,18.8,0.8,-2.6,2.6,2.7,3.3
23454,659.27,26.2,0.6,-0.7,4.6,4.8,5.3
23455,659.29,16.5,0.3,-1.1,2.1,2.2,2.5
23456,659.35,15.0,0.0,-1.4,1.8,1.9,2.2
23457,659.37,13.8,-0.3,-1.6,1.6,1.7,2.0
23458,659.39,13.8,2.3,-0.7,1.7,1.7,1.9
23459,659.41,13.2,2.2,-0.8,1.6,1.6,1.8
23460,659.43,13.2,-0.5,-0.8,1.5,1.6,1.8
23461,659.45,12.6,2.2,-1.9,1.5,1.5,1.8
23462,659.47,13.2,-0.5,-0.8,1.5,1.6,1.8
23463,659.49,12.6,2.2,-0.9,1.5,1.5,1.7
23464,659.51,12.6,2.2,-1.9,1.5,1.5,1.8
23465,659.53,13.8,2.3,-1.6,1.7,1.7,2.0
23466,659.55,11.3,2.1,-1.1,1.3,1.3,1.5
23467,659.57,12.0,2.2,-2.0,1.4,1.4,1.7
23468,659.59,11.3,2.1,-1.1,1.3,1.3,1.5
23469,659.61,11.3,2.1,-3.2,1.3,1.3,1.7
23470,659.63,12.0,-0.8,-1.0,1.3,1.4,1.6
23471,659.65,13.2,2.2,-0.8,1.6,1.6,1.8
23472,659.67,13.8,-0.3,-0.7,1.6,1.7,1.9
23473,659.69,13.8,2.3,-2.5,1.7,1.7,2.1
23474,659.71,13.8,2.3,-0.7,1.7,1.7,1.9
23475,659.73,12.6,-0.7,-1.9,1.4,1.5,1.8
23476,659.75,13.2,-0.5,-1.7,1.5,1.6,1.9
23477,659.77,13.8,2.3,-1.6,1.7,1.7,2.0
23478,659.79,13.2,2.2,-2.6,1.6,1.6,2.0
23479,659.81,12.6,-0.7,-1.9,1.4,1.5,1.8
23480,659.83,15.5,0.1,-1.3,1.9,2.0,2.3
23481,659.85,12.6,2.2,-1.9,1.5,1.5,1.8
23482,659.87,11.3,2.1,-2.2,1.3,1.3,1.6
23483,659.89,11.3,2.1,-2.2,1.3,1.3,1.6
23484,659.97,25.9,0.6,0.7,4.5,4.7,4.9
23485,659.99,18.8,0.8,-2.0,2.6,2.7,3.2
23486,660.01,9.8,2.0,-5.7,1.1,1.1,1.7
23487,660.09,30.6,1.5,-0.1,6.3,6.5,7.0
23488,660.11,36.9,0.8,0.3,9.1,9.5,10.1
23489,660.13,34.0,1.1,-1.0,7.7,8.0,8.9
23490,660.15,21.2,1.2,-0.9,3.2,3.3,3.7
23491,660.19,41.2,1.6,-2.5,11.6,12.0,13.9
23492,660.21,36.4,0.7,-1.3,8.8,9.2,10.3
23493,660.23,31.3,0.5,1.9,6.5,6.8,6.8
23494,660.25,34.2,0.2,1.3,7.7,8.1,8.3
23495,660.27,32.0,0.7,0.8,6.8,7.1,7.4
23496,660.29,30.2,1.4,1.5,6.1,6.3,6.4
23497,660.31,26.2,0.6,0.7,4.6,4.8,5.0
23498,660.33,32.5,1.8,-0.2,7.1,7.3,7.9
23499,660.35,37.1,0.8,-1.7,9.2,9.6,10.9
