,Depth CSF-B (m),Reflectance L*,Reflectance a*,Reflectance b*,Tristimulus X,Tristimulus Y,Tristimulus Z
2679,14.525,40.1,0.6,-1.2,10.8,11.3,12.6
2680,14.527999999999999,35.4,1.3,-1.1,8.4,8.7,9.7
2681,14.549000000000001,35.0,1.3,-0.9,8.2,8.5,9.4
2682,14.55,41.1,1.6,-1.1,11.5,11.9,13.2
2683,14.552999999999999,34.6,1.2,-0.9,8.0,8.3,9.2
2684,14.573,34.2,1.1,-1.0,7.8,8.1,9.0
2685,14.575,43.7,1.3,-0.5,13.1,13.6,14.8
2686,14.578,41.4,1.6,-1.5,11.7,12.1,13.6
2687,14.597000000000001,33.8,1.0,-0.7,7.6,7.9,8.7
2688,14.6,42.8,1.2,-1.1,12.5,13.0,14.4
2689,14.603,38.6,1.1,-1.7,10.0,10.4,11.8
2690,14.622,27.0,-0.5,0.3,4.8,5.1,5.4
2691,14.625,39.9,1.3,-1.8,10.8,11.2,12.7
2692,14.628,38.2,1.8,-1.5,9.9,10.2,11.5
2693,14.65,35.6,0.5,-2.0,8.4,8.8,10.1
2694,14.652999999999999,39.7,1.3,-1.5,10.7,11.1,12.5
2695,14.675,36.6,-0.2,1.8,8.8,9.3,9.4
2696,14.677999999999999,40.1,1.4,-2.8,10.9,11.3,13.2
2697,14.7,30.4,0.3,-0.1,6.1,6.4,6.9
2698,14.703,37.3,1.7,-2.5,9.4,9.7,11.3
2699,14.725,37.3,0.8,1.5,9.3,9.7,9.9
2700,14.728,37.1,1.6,-2.0,9.3,9.6,11.0
2701,14.75,33.6,1.0,1.3,7.5,7.8,8.0
2702,14.753,38.7,1.9,-2.0,10.2,10.5,12.0
2703,14.767000000000001,32.0,0.7,0.5,6.8,7.1,7.5
2704,14.775,36.6,0.7,2.1,8.9,9.3,9.3
2705,14.777999999999999,38.7,1.1,-1.4,10.1,10.5,11.8
2706,14.792,33.6,1.0,-0.4,7.5,7.8,8.5
2707,14.8,37.1,0.8,1.2,9.2,9.6,9.9
2708,14.802,37.5,0.9,-1.9,9.4,9.8,11.2
2709,14.815999999999999,38.6,1.1,-0.4,10.0,10.4,11.3
2710,14.825,33.4,0.0,0.6,7.3,7.7,8.1
2711,14.827,40.6,1.5,-2.7,11.2,11.6,13.5
2712,14.84,35.6,0.5,0.5,8.4,8.8,9.3
2713,14.85,43.2,1.3,0.2,12.8,13.3,14.2
2714,14.852,38.7,1.1,-2.2,10.1,10.5,12.1
2715,14.864,35.4,0.4,0.5,8.3,8.7,9.2
2716,14.875,38.0,0.2,1.0,9.6,10.1,10.5
2717,14.889000000000001,34.4,1.1,-0.3,7.9,8.2,8.9
2718,14.9,37.7,0.9,-0.2,9.5,9.9,10.7
2719,14.913,38.2,1.0,-1.0,9.8,10.2,11.3
2720,14.925,35.8,1.4,-0.8,8.6,8.9,9.8
2721,14.937000000000001,35.2,1.3,-1.1,8.3,8.6,9.6
2722,14.95,35.0,1.3,0.1,8.2,8.5,9.1
2723,14.960999999999999,35.0,1.3,-2.1,8.2,8.5,9.8
2724,14.975,38.9,1.9,-0.9,10.3,10.6,11.7
2725,14.985999999999999,37.7,1.7,-2.2,9.6,9.9,11.4
2726,15.0,34.0,1.1,-0.7,7.7,8.0,8.8
2727,15.002,32.0,1.7,-1.0,6.9,7.1,7.9
2728,15.01,38.6,1.9,-1.2,10.1,10.4,11.6
2729,15.025,36.6,1.5,-0.6,9.0,9.3,10.2
2730,15.027000000000001,36.2,1.5,0.2,8.8,9.1,9.7
2731,15.034,42.9,1.9,-2.9,12.7,13.1,15.3
2732,15.05,28.6,1.1,-1.2,5.5,5.7,6.4
2733,15.052,37.1,1.6,-2.0,9.3,9.6,11.0
2734,15.058,39.1,1.2,-1.9,10.3,10.7,12.2
2735,15.075,37.5,0.9,-1.1,9.4,9.8,10.9
2736,15.077,42.9,1.9,-1.7,12.7,13.1,14.8
2737,15.082,35.8,1.4,-1.4,8.6,8.9,10.0
2738,15.1,39.4,1.3,-1.1,10.5,10.9,12.1
2739,15.102,35.2,1.3,0.1,8.3,8.6,9.2
2740,15.125,38.9,1.9,-1.1,10.3,10.6,11.8
2741,15.127,33.8,1.0,0.3,7.6,7.9,8.4
2742,15.15,38.6,1.1,-0.9,10.0,10.4,11.5
2743,15.151,36.9,0.8,-0.3,9.1,9.5,10.3
2744,15.175,38.9,1.9,-1.4,10.3,10.6,11.9
2745,15.175999999999998,36.9,1.6,-1.2,9.2,9.5,10.6
2746,15.2,40.6,1.5,-1.1,11.2,11.6,12.9
2747,15.200999999999999,32.3,0.7,-1.3,6.9,7.2,8.1
2748,15.225,40.4,1.4,-0.9,11.1,11.5,12.7
2749,15.225999999999999,33.4,0.9,-0.1,7.4,7.7,8.3
2750,15.25,38.2,1.8,-1.5,9.9,10.2,11.5
2751,15.251,32.0,1.7,-1.3,6.9,7.1,8.0
2752,15.252,36.4,1.5,-0.7,8.9,9.2,10.1
2753,15.275,41.4,0.9,-0.8,11.6,12.1,13.3
2754,15.276,37.1,0.8,-0.6,9.2,9.6,10.5
2755,15.277000000000001,40.4,0.7,-0.9,11.0,11.5,12.7
2756,15.3,41.1,1.6,-0.8,11.5,11.9,13.1
2757,15.300999999999998,35.0,0.4,-0.6,8.1,8.5,9.3
2758,15.300999999999998,41.5,0.9,-2.2,11.7,12.2,14.0
2759,15.325,37.5,0.9,-1.1,9.4,9.8,10.9
2760,15.325,40.6,0.7,-2.7,11.1,11.6,13.5
2761,15.325999999999999,39.1,0.4,-1.9,10.2,10.7,12.2
2762,15.349,37.8,1.0,0.1,9.6,10.0,10.7
2763,15.35,32.3,0.7,0.1,6.9,7.2,7.7
2764,15.350999999999999,33.4,0.9,-1.1,7.4,7.7,8.6
2765,15.374,37.3,0.8,0.3,9.3,9.7,10.3
2766,15.375,34.6,1.2,0.0,8.0,8.3,8.9
2767,15.376,37.1,1.6,-2.0,9.3,9.6,11.0
2768,15.398,36.4,1.5,-2.7,8.9,9.2,10.8
2769,15.4,36.4,1.5,-0.4,8.9,9.2,10.0
2770,15.401,36.9,0.8,-0.9,9.1,9.5,10.5
2771,15.422,42.8,1.8,-2.0,12.6,13.0,14.8
2772,15.425,36.0,1.4,-0.4,8.7,9.0,9.8
2773,15.425999999999998,37.3,0.8,-0.2,9.3,9.7,10.5
2774,15.447000000000001,43.1,1.2,-2.6,12.7,13.2,15.3
2775,15.45,40.6,1.5,-1.4,11.2,11.6,13.0
2776,15.450999999999999,39.1,2.0,-0.8,10.4,10.7,11.8
2777,15.470999999999998,42.2,1.7,-3.3,12.2,12.6,14.9
2778,15.475,37.5,1.7,-1.4,9.5,9.8,11.0
2779,15.475999999999999,37.5,0.9,-0.8,9.4,9.8,10.8
2780,15.495,39.1,1.2,-0.8,10.3,10.7,11.8
2781,15.5,39.4,1.3,-0.5,10.5,10.9,11.9
2782,15.5,40.1,2.1,-1.7,11.0,11.3,12.8
2783,15.52,40.4,0.7,-1.2,11.0,11.5,12.8
2784,15.525,36.2,1.5,-0.7,8.8,9.1,10.0
2785,15.525,37.5,0.9,-1.1,9.4,9.8,10.9
2786,15.544,41.5,1.6,-1.5,11.8,12.2,13.7
2787,15.55,35.6,0.5,-0.2,8.4,8.8,9.5
2788,15.55,41.8,1.7,-1.2,12.0,12.4,13.8
2789,15.568,41.1,0.8,-1.3,11.4,11.9,13.3
2790,15.575,35.0,0.4,-0.9,8.1,8.5,9.4
2791,15.575,37.7,1.7,-0.8,9.6,9.9,10.9
2792,15.593,40.9,0.8,-1.1,11.3,11.8,13.1
2793,15.6,33.6,1.0,-2.1,7.5,7.8,9.0
2794,15.6,35.0,1.3,-0.9,8.2,8.5,9.4
2795,15.625,35.2,1.3,-1.5,8.3,8.6,9.7
2796,15.625,37.5,0.9,-1.9,9.4,9.8,11.2
2797,15.65,34.6,0.3,-1.2,7.9,8.3,9.3
2798,15.65,37.3,1.7,-1.7,9.4,9.7,11.0
2799,15.675,37.5,0.9,-1.9,9.4,9.8,11.2
2800,15.675,41.4,1.6,-1.8,11.7,12.1,13.7
2801,15.7,41.7,1.7,-2.4,11.9,12.3,14.2
2802,15.725,41.7,2.4,-3.1,12.0,12.3,14.5
2803,15.725,38.6,1.1,-1.2,10.0,10.4,11.6
2804,15.738,42.0,1.7,-0.4,12.1,12.5,13.6
2805,15.75,35.4,1.3,-2.3,8.4,8.7,10.1
2806,15.75,42.3,1.8,-2.1,12.3,12.7,14.5
2807,15.763,42.8,1.8,-1.1,12.6,13.0,14.4
2808,15.775,37.1,0.8,-1.1,9.2,9.6,10.7
2809,15.775,43.2,1.9,-1.9,12.9,13.3,15.1
2810,15.787,42.9,1.9,-1.7,12.7,13.1,14.8
2811,15.8,35.8,0.5,-1.4,8.5,8.9,10.0
2812,15.8,40.7,1.5,-1.6,11.3,11.7,13.2
2813,15.811,40.4,1.4,-0.4,11.1,11.5,12.5
2814,15.824000000000002,42.8,1.8,-2.2,12.6,13.0,14.9
2815,15.825,37.3,0.8,-2.5,9.3,9.7,11.3
2816,15.835,42.6,1.1,-0.8,12.4,12.9,14.2
2817,15.849,42.5,1.1,-2.3,12.3,12.8,14.7
2818,15.85,39.1,1.2,-0.8,10.3,10.7,11.8
2819,15.86,41.1,0.8,-1.3,11.4,11.9,13.3
2820,15.875,40.6,1.5,-1.4,11.2,11.6,13.0
2821,15.884,41.4,0.9,-0.8,11.6,12.1,13.3
2822,15.9,41.8,1.0,-1.7,11.9,12.4,14.0
2823,15.908,43.2,1.9,-1.2,12.9,13.3,14.8
2824,15.925,36.6,0.7,-1.2,8.9,9.3,10.4
2825,15.933,41.7,1.0,-1.2,11.8,12.3,13.7
2826,15.95,31.3,0.5,0.4,6.5,6.8,7.2
2827,15.957,41.7,1.0,-2.4,11.8,12.3,14.2
2828,15.975,30.9,1.5,1.1,6.4,6.6,6.8
2829,15.981,40.2,1.4,-1.2,11.0,11.4,12.7
2830,15.999,35.4,1.3,-0.5,8.4,8.7,9.5
2831,16.0,34.0,1.1,0.6,7.7,8.0,8.4
2832,16.006,42.3,1.1,-2.1,12.2,12.7,14.5
2833,16.024,39.1,1.2,-0.8,10.3,10.7,11.8
2834,16.025,30.2,0.3,0.3,6.0,6.3,6.7
2835,16.03,41.2,0.9,-1.3,11.5,12.0,13.4
2836,16.049,37.5,0.9,-0.5,9.4,9.8,10.7
2837,16.05,31.8,0.6,0.8,6.7,7.0,7.3
2838,16.054000000000002,42.6,1.1,-1.8,12.4,12.9,14.6
2839,16.074,37.5,1.7,-0.5,9.5,9.8,10.7
2840,16.075,31.6,0.6,0.8,6.6,6.9,7.2
2841,16.078,41.4,1.6,-1.5,11.7,12.1,13.6
2842,16.099,46.7,1.9,-3.0,15.3,15.8,18.4
2843,16.1,30.2,0.3,0.3,6.0,6.3,6.7
2844,16.124000000000002,33.6,1.9,-0.8,7.6,7.8,8.6
2845,16.125,34.6,1.2,-1.2,8.0,8.3,9.3
2846,16.148,39.7,2.1,-2.1,10.8,11.1,12.7
2847,16.15,38.9,1.2,-1.9,10.2,10.6,12.1
2848,16.173,40.1,2.1,-2.0,11.0,11.3,12.9
2849,16.175,39.7,2.1,-2.3,10.8,11.1,12.8
2850,16.198,42.9,1.9,-3.6,12.7,13.1,15.6
2851,16.2,43.5,1.3,-2.8,13.0,13.5,15.7
2852,16.223,43.5,1.3,-2.8,13.0,13.5,15.7
2853,16.224,36.4,1.5,-1.3,8.9,9.2,10.3
2854,16.225,40.6,1.5,-2.4,11.2,11.6,13.4
2855,16.248,38.7,1.1,-2.0,10.1,10.5,12.0
2856,16.249000000000002,40.2,1.4,-1.5,11.0,11.4,12.8
2857,16.25,36.7,0.7,-1.2,9.0,9.4,10.5
2858,16.273,39.1,2.0,-1.4,10.4,10.7,12.0
2859,16.273,41.1,0.8,-0.3,11.4,11.9,12.9
2860,16.275,36.9,0.8,-0.6,9.1,9.5,10.4
2861,16.297,39.4,0.5,-0.3,10.4,10.9,11.8
2862,16.298,39.1,2.0,-2.7,10.4,10.7,12.5
2863,16.3,32.3,0.7,-0.6,6.9,7.2,7.9
2864,16.322,38.2,1.0,0.4,9.8,10.2,10.8
2865,16.323,40.4,1.4,-1.9,11.1,11.5,13.1
2866,16.325,32.9,1.8,-1.2,7.3,7.5,8.4
2867,16.346,39.7,0.6,0.1,10.6,11.1,11.9
2868,16.348,37.8,1.8,-2.1,9.7,10.0,11.5
2869,16.35,34.4,1.1,-1.6,7.9,8.2,9.3
2870,16.37,40.2,1.4,-1.5,11.0,11.4,12.8
2871,16.373,38.0,1.8,-1.3,9.8,10.1,11.3
2872,16.375,35.6,0.5,-0.8,8.4,8.8,9.7
2873,16.394000000000002,37.1,0.8,-1.1,9.2,9.6,10.7
2874,16.398,40.2,1.4,-1.2,11.0,11.4,12.7
2875,16.4,36.2,0.6,-1.0,8.7,9.1,10.1
2876,16.419,39.4,1.3,-0.8,10.5,10.9,12.0
2877,16.423,37.3,1.7,-1.7,9.4,9.7,11.0
2878,16.425,40.6,1.5,-1.7,11.2,11.6,13.1
2879,16.442999999999998,39.6,1.3,-0.8,10.6,11.0,12.1
2880,16.447,36.4,1.5,-1.0,8.9,9.2,10.2
2881,16.45,42.0,1.7,-1.7,12.1,12.5,14.1
2882,16.467,41.4,0.9,-0.8,11.6,12.1,13.3
2883,16.472,37.7,1.7,-1.1,9.6,9.9,11.0
2884,16.475,40.4,2.2,-1.9,11.2,11.5,13.1
2885,16.492,41.4,0.9,-0.5,11.6,12.1,13.2
2886,16.497,38.9,1.9,-3.0,10.3,10.6,12.5
2887,16.5,42.6,1.1,-1.8,12.4,12.9,14.6
2888,16.516,37.1,0.8,-1.1,9.2,9.6,10.7
2889,16.522000000000002,35.8,0.5,-1.7,8.5,8.9,10.1
2890,16.525,39.2,1.2,-1.9,10.4,10.8,12.3
2891,16.54,38.4,1.1,-1.0,9.9,10.3,11.4
2892,16.547,34.2,1.1,-2.3,7.8,8.1,9.4
2893,16.55,39.1,1.2,-1.4,10.3,10.7,12.0
2894,16.564,36.0,1.4,-1.0,8.7,9.0,10.0
2895,16.572,37.8,1.0,-1.6,9.6,10.0,11.3
2896,16.575,37.1,0.8,0.0,9.2,9.6,10.3
2897,16.597,37.1,0.8,-1.4,9.2,9.6,10.8
2898,16.6,40.1,1.4,-1.0,10.9,11.3,12.5
2899,16.622,37.8,1.0,-1.0,9.6,10.0,11.1
2900,16.625,37.8,1.0,0.7,9.6,10.0,10.5
2901,16.647000000000002,42.0,1.7,-2.4,12.1,12.5,14.4
2902,16.65,35.0,1.3,0.1,8.2,8.5,9.1
2903,16.672,38.4,1.1,-1.2,9.9,10.3,11.5
2904,16.675,37.1,0.8,0.0,9.2,9.6,10.3
2905,16.697,42.6,1.1,-2.0,12.4,12.9,14.7
2906,16.7,36.0,0.6,-1.0,8.6,9.0,10.0
2907,16.71,36.7,1.6,-1.5,9.1,9.4,10.6
2908,16.722,38.6,1.1,-2.0,10.0,10.4,11.9
2909,16.725,32.3,0.7,-0.2,6.9,7.2,7.8
2910,16.735,33.6,1.9,-0.1,7.6,7.8,8.4
2911,16.747,39.4,1.3,-2.6,10.5,10.9,12.7
2912,16.75,30.4,1.4,-0.1,6.2,6.4,6.9
2913,16.759,34.6,1.2,-0.3,8.0,8.3,9.0
2914,16.771,38.4,1.1,-2.0,9.9,10.3,11.8
2915,16.775,33.4,0.9,-0.4,7.4,7.7,8.4
2916,16.783,36.7,1.6,-1.2,9.1,9.4,10.5
2917,16.8,35.0,1.3,-2.1,8.2,8.5,9.8
2918,16.807000000000002,37.5,0.9,-1.4,9.4,9.8,11.0
2919,16.825,36.0,1.4,-1.6,8.7,9.0,10.2
2920,16.831,40.4,0.7,0.4,11.0,11.5,12.2
2921,16.85,35.6,1.4,-1.1,8.5,8.8,9.8
2922,16.855999999999998,39.6,0.5,0.6,10.5,11.0,11.6
2923,16.875,37.1,0.8,-1.1,9.2,9.6,10.7
2924,16.88,39.2,1.2,-0.8,10.4,10.8,11.9
2925,16.9,37.7,0.9,-1.9,9.5,9.9,11.3
2926,16.904,40.6,0.7,-0.6,11.1,11.6,12.7
2927,16.925,39.2,1.2,-2.1,10.4,10.8,12.4
2928,16.928,40.1,1.4,-1.5,10.9,11.3,12.7
2929,16.95,36.0,0.6,-1.3,8.6,9.0,10.1
2930,16.953,38.4,1.8,-1.5,10.0,10.3,11.6
2931,16.975,33.8,1.0,-1.1,7.6,7.9,8.8
2932,16.977,37.1,1.6,-0.9,9.3,9.6,10.6
2933,17.0,32.9,1.8,-1.5,7.3,7.5,8.5
2934,17.000999999999998,39.4,1.3,-1.1,10.5,10.9,12.1
2935,17.025,38.0,1.0,-1.0,9.7,10.1,11.2
2936,17.026,37.8,1.0,-1.3,9.6,10.0,11.2
2937,17.05,44.5,1.5,-1.0,13.7,14.2,15.7
2938,17.05,36.4,0.7,-0.7,8.8,9.2,10.1
2939,17.075,37.8,1.0,-1.6,9.6,10.0,11.3
2940,17.1,37.7,1.7,-1.3,9.6,9.9,11.1
2941,17.125,38.4,1.1,-1.5,9.9,10.3,11.6
2942,17.15,35.6,1.4,-1.7,8.5,8.8,10.0
2943,17.175,34.4,0.2,-1.0,7.8,8.2,9.1
2944,17.195,35.2,1.3,-0.2,8.3,8.6,9.3
2945,17.22,37.3,0.8,0.0,9.3,9.7,10.4
2946,17.225,31.3,0.5,-1.1,6.5,6.8,7.6
2947,17.244,36.2,1.5,-0.1,8.8,9.1,9.8
2948,17.25,30.6,0.4,0.7,6.2,6.5,6.8
2949,17.268,33.8,1.0,0.6,7.6,7.9,8.3
2950,17.275,34.4,1.1,-0.3,7.9,8.2,8.9
2951,17.293,39.2,1.2,-1.1,10.4,10.8,12.0
2952,17.3,36.2,1.5,-1.3,8.8,9.1,10.2
2953,17.317,36.7,0.7,-0.6,9.0,9.4,10.3
2954,17.325,36.0,1.4,-1.0,8.7,9.0,10.0
2955,17.340999999999998,36.4,1.5,-1.0,8.9,9.2,10.2
2956,17.35,35.8,1.4,0.2,8.6,8.9,9.5
2957,17.365,33.1,1.9,-1.8,7.4,7.6,8.7
2958,17.375,40.4,2.2,-1.9,11.2,11.5,13.1
2959,17.39,34.6,1.2,-0.6,8.0,8.3,9.1
2960,17.4,39.9,2.1,-1.8,10.9,11.2,12.7
2961,17.414,35.2,1.3,0.4,8.3,8.6,9.1
2962,17.425,41.7,1.7,-2.0,11.9,12.3,14.0
2963,17.438,37.5,0.9,-0.8,9.4,9.8,10.8
2964,17.45,39.7,1.3,-1.3,10.7,11.1,12.4
2965,17.463,35.2,1.3,-0.8,8.3,8.6,9.5
2966,17.475,40.6,2.2,-1.1,11.3,11.6,12.9
2967,17.487000000000002,33.8,1.0,-0.1,7.6,7.9,8.5
2968,17.5,40.2,2.1,-0.7,11.1,11.4,12.5
2969,17.511,35.2,2.2,-0.5,8.4,8.6,9.4
2970,17.525,39.4,0.5,-1.1,10.4,10.9,12.1
2971,17.535,32.0,0.7,-0.3,6.8,7.1,7.7
2972,17.55,42.2,1.7,-1.6,12.2,12.6,14.2
2973,17.575,40.9,1.5,-0.8,11.4,11.8,13.0
2974,17.6,40.1,1.4,-0.7,10.9,11.3,12.4
2975,17.625,36.9,1.6,0.0,9.2,9.5,10.2
2976,17.65,39.7,1.3,-0.5,10.7,11.1,12.1
2977,17.675,39.2,2.0,-0.6,10.5,10.8,11.8
2978,17.680999999999997,30.6,0.4,-0.5,6.2,6.5,7.1
2979,17.7,36.0,1.4,-0.1,8.7,9.0,9.7
2980,17.706,29.9,1.3,0.6,6.0,6.2,6.5
2981,17.725,39.7,1.3,-0.5,10.7,11.1,12.1
2982,17.73,29.2,1.2,0.6,5.7,5.9,6.2
2983,17.75,39.9,1.3,-1.2,10.8,11.2,12.5
2984,17.754,34.2,1.1,0.3,7.8,8.1,8.6
2985,17.775,37.1,0.8,-0.9,9.2,9.6,10.6
2986,17.779,29.9,0.2,1.4,5.9,6.2,6.3
2987,17.8,36.9,0.8,-1.2,9.1,9.5,10.6
2988,17.803,34.6,1.2,-0.6,8.0,8.3,9.1
2989,17.825,34.2,1.1,-0.7,7.8,8.1,8.9
2990,17.827,31.8,0.6,-1.0,6.7,7.0,7.8
2991,17.85,33.1,0.9,-0.8,7.3,7.6,8.4
2992,17.851,32.3,0.7,0.1,6.9,7.2,7.7
2993,17.875,34.2,1.1,-0.7,7.8,8.1,8.9
2994,17.875999999999998,36.4,-0.2,0.5,8.7,9.2,9.7
2995,17.9,36.6,0.7,0.6,8.9,9.3,9.8
2996,17.9,30.4,1.4,-0.9,6.2,6.4,7.1
2997,17.924,34.8,1.2,0.4,8.1,8.4,8.9
2998,17.925,29.9,1.3,-0.9,6.0,6.2,6.9
2999,17.949,34.6,1.2,1.0,8.0,8.3,8.6
3000,17.95,28.4,1.1,-1.6,5.4,5.6,6.4
3001,17.973,35.0,0.4,1.4,8.1,8.5,8.7
3002,17.975,35.8,0.5,0.2,8.5,8.9,9.5
3003,17.997,34.4,0.2,-0.3,7.8,8.2,8.9
3004,18.0,36.2,1.5,-0.7,8.8,9.1,10.0
3005,18.025,38.9,1.2,0.0,10.2,10.6,11.4
3006,18.05,40.4,1.4,-1.4,11.1,11.5,12.9
3007,18.075,36.7,0.7,0.3,9.0,9.4,10.0
3008,18.1,38.2,1.0,-0.4,9.8,10.2,11.1
3009,18.125,42.9,1.9,-2.2,12.7,13.1,15.0
3010,18.15,39.4,0.5,-1.1,10.4,10.9,12.1
3011,18.167,33.1,0.9,0.2,7.3,7.6,8.1
3012,18.175,41.5,0.9,-1.0,11.7,12.2,13.5
3013,18.192,33.6,1.0,-0.4,7.5,7.8,8.5
3014,18.2,39.1,1.2,0.8,10.3,10.7,11.2
3015,18.215999999999998,36.2,0.6,-0.1,8.7,9.1,9.8
3016,18.225,39.4,0.5,-0.8,10.4,10.9,12.0
3017,18.24,35.2,0.4,0.1,8.2,8.6,9.2
3018,18.25,38.7,1.1,-0.9,10.1,10.5,11.6
3019,18.264,34.8,0.3,-0.6,8.0,8.4,9.2
3020,18.275,38.2,1.0,-0.1,9.8,10.2,11.0
3021,18.289,33.8,1.0,-0.4,7.6,7.9,8.6
3022,18.3,37.7,1.7,-0.8,9.6,9.9,10.9
3023,18.313,32.5,1.8,-0.9,7.1,7.3,8.1
3024,18.325,41.4,0.9,-1.8,11.6,12.1,13.7
3025,18.337,32.7,1.8,-0.5,7.2,7.4,8.1
3026,18.35,35.6,0.5,-0.2,8.4,8.8,9.5
3027,18.361,31.1,0.5,0.0,6.4,6.7,7.2
3028,18.375,37.8,1.0,-1.0,9.6,10.0,11.1
3029,18.386,35.0,1.3,-1.5,8.2,8.5,9.6
3030,18.4,36.0,0.6,-0.1,8.6,9.0,9.7
3031,18.41,38.7,1.1,-0.1,10.1,10.5,11.3
3032,18.425,34.4,1.1,0.3,7.9,8.2,8.7
3033,18.434,38.7,0.3,0.2,10.0,10.5,11.2
3034,18.45,34.0,1.1,0.0,7.7,8.0,8.6
3035,18.458,39.1,1.2,0.0,10.3,10.7,11.5
3036,18.475,32.9,0.9,0.9,7.2,7.5,7.8
3037,18.483,38.0,1.0,-0.4,9.7,10.1,11.0
3038,18.5,34.2,1.1,0.0,7.8,8.1,8.7
3039,18.507,38.4,1.1,-1.0,9.9,10.3,11.4
3040,18.525,39.2,1.2,-1.1,10.4,10.8,12.0
3041,18.531,36.6,1.5,-2.7,9.0,9.3,10.9
3042,18.55,40.4,0.7,-1.2,11.0,11.5,12.8
3043,18.555,34.4,1.1,-2.2,7.9,8.2,9.5
3044,18.575,36.0,1.4,-1.3,8.7,9.0,10.1
3045,18.58,40.6,1.5,-1.9,11.2,11.6,13.2
3046,18.6,37.7,1.7,-1.9,9.6,9.9,11.3
3047,18.604,37.1,0.8,-2.3,9.2,9.6,11.1
3048,18.625,41.2,0.9,-1.5,11.5,12.0,13.5
3049,18.628,37.1,0.8,0.3,9.2,9.6,10.2
3050,18.65,39.6,1.3,-0.8,10.6,11.0,12.1
3051,18.653,36.7,0.7,1.2,9.0,9.4,9.7
3052,18.675,44.8,1.6,-1.2,13.9,14.4,16.0
3053,18.7,40.4,1.4,-1.7,11.1,11.5,13.0
3054,18.725,40.7,1.5,-1.4,11.3,11.7,13.1
3055,18.75,44.9,1.6,-1.4,14.0,14.5,16.2
3056,18.759,32.0,1.7,-2.7,6.9,7.1,8.4
3057,18.775,40.1,1.4,0.1,10.9,11.3,12.1
3058,18.784000000000002,40.1,2.1,-1.2,11.0,11.3,12.6
3059,18.8,38.4,1.1,0.5,9.9,10.3,10.9
3060,18.808,37.8,1.8,0.1,9.7,10.0,10.7
3061,18.825,40.2,0.7,0.1,10.9,11.4,12.2
3062,18.832,35.2,1.3,-2.4,8.3,8.6,10.0
3063,18.85,44.1,2.1,-1.8,13.5,13.9,15.7
3064,18.875,38.7,1.1,-0.1,10.1,10.5,11.3
3065,18.9,43.8,1.4,-1.6,13.2,13.7,15.4
3066,18.925,38.0,1.0,-1.0,9.7,10.1,11.2
3067,18.925,45.1,1.6,-2.5,14.1,14.6,16.8
3068,18.95,46.4,1.2,-1.8,15.0,15.6,17.6
3069,18.95,35.0,1.3,-0.2,8.2,8.5,9.2
3070,18.975,45.1,1.0,-1.4,14.0,14.6,16.3
3071,18.975,35.4,1.3,-0.2,8.4,8.7,9.4
3072,19.0,44.7,1.5,-1.7,13.8,14.3,16.1
3073,19.0,36.0,1.4,-0.1,8.7,9.0,9.7
3074,19.025,35.0,0.4,-0.2,8.1,8.5,9.2
3075,19.025,45.2,1.6,-1.8,14.2,14.7,16.6
3076,19.05,32.9,-0.1,0.9,7.1,7.5,7.8
3077,19.05,44.9,1.6,-1.4,14.0,14.5,16.2
3078,19.075,33.1,0.9,-0.5,7.3,7.6,8.3
3079,19.075,43.1,1.2,-1.0,12.7,13.2,14.6
3080,19.1,31.6,1.6,-1.1,6.7,6.9,7.7
3081,19.1,43.2,1.3,-1.0,12.8,13.3,14.7
3082,19.125,30.6,1.5,0.7,6.3,6.5,6.8
3083,19.125,44.8,0.9,-1.4,13.8,14.4,16.1
3084,19.15,44.5,1.5,-1.2,13.7,14.2,15.8
3085,19.15,29.2,1.2,0.1,5.7,5.9,6.3
3086,19.175,42.2,0.4,-0.9,12.0,12.6,13.9
3087,19.175,30.6,1.5,-0.8,6.3,6.5,7.2
3088,19.2,29.7,1.3,-0.6,5.9,6.1,6.7
3089,19.2,43.1,1.2,-1.2,12.7,13.2,14.7
3090,19.225,30.9,0.4,-0.8,6.3,6.6,7.3
3091,19.225,42.3,1.1,-1.1,12.2,12.7,14.1
3092,19.25,35.8,1.4,-0.4,8.6,8.9,9.7
3093,19.25,41.8,1.7,-1.2,12.0,12.4,13.8
3094,19.275,30.9,1.5,-0.4,6.4,6.6,7.2
3095,19.275,39.7,1.3,0.1,10.7,11.1,11.9
3096,19.3,40.7,1.5,-0.6,11.3,11.7,12.8
3097,19.325,41.5,1.6,-0.5,11.8,12.2,13.3
3098,19.35,41.7,1.7,-1.0,11.9,12.3,13.6
3099,19.375,40.6,1.5,-0.9,11.2,11.6,12.8
3100,19.4,37.7,0.1,-1.1,9.4,9.9,11.0
3101,19.425,36.4,1.5,-2.1,8.9,9.2,10.6
3102,19.425,39.4,0.5,-1.6,10.4,10.9,12.3
3103,19.45,36.6,1.5,-0.9,9.0,9.3,10.3
3104,19.45,38.2,0.2,-0.7,9.7,10.2,11.2
3105,19.475,38.4,1.1,-1.0,9.9,10.3,11.4
3106,19.475,38.4,1.1,-1.2,9.9,10.3,11.5
3107,19.5,39.2,0.5,-0.8,10.3,10.8,11.9
3108,19.5,36.2,1.5,0.2,8.8,9.1,9.7
3109,19.525,36.9,1.6,0.0,9.2,9.5,10.2
3110,19.525,39.7,0.6,-1.0,10.6,11.1,12.3
