,Depth CSF-B (m),Bulk density (GRA)
1099,7.803999999999999,1.733
1100,7.808,1.706
1101,7.809,1.44
1102,7.824,1.65
1103,7.829,1.756
1104,7.832999999999999,1.829
1105,7.832999999999999,1.4569999999999999
1106,7.849,1.599
1107,7.854,1.6669999999999998
1108,7.858,1.518
1109,7.858,1.8559999999999999
1110,7.874,1.6480000000000001
1111,7.882000000000001,1.6130000000000002
1112,7.882999999999999,1.8119999999999998
1113,7.899,1.696
1114,7.907,1.618
1115,7.9079999999999995,1.919
1116,7.9239999999999995,1.663
1117,7.932,1.709
1118,7.933,1.95
1119,7.949,1.704
1120,7.956,1.751
1121,7.957999999999999,1.777
1122,7.9670000000000005,1.571
1123,7.973,1.811
1124,7.981,1.686
1125,7.983,1.72
1126,7.992000000000001,1.6019999999999999
1127,7.997999999999999,1.554
1128,8.005,1.801
1129,8.008,1.7890000000000001
1130,8.017000000000001,1.584
1131,8.023,1.5319999999999998
1132,8.03,1.7169999999999999
1133,8.033,1.8219999999999998
1134,8.041,1.794
1135,8.048,1.531
1136,8.054,1.4269999999999998
1137,8.058,1.709
1138,8.066,1.734
1139,8.073,1.521
1140,8.079,1.4069999999999998
1141,8.083,1.65
1142,8.091000000000001,1.8359999999999999
1143,8.097999999999999,1.516
1144,8.104,1.449
1145,8.107999999999999,1.8840000000000001
1146,8.116,1.831
1147,8.123,1.493
1148,8.128,1.442
1149,8.133,1.896
1150,8.141,1.619
1151,8.148,1.459
1152,8.152999999999999,1.2919999999999998
1153,8.158,1.8980000000000001
1154,8.166,1.3559999999999999
1155,8.173,1.504
1156,8.177,1.452
1157,8.183,1.838
1158,8.19,1.379
1159,8.198,1.5830000000000002
1160,8.202,1.46
1161,8.208,1.9
1162,8.215,1.402
1163,8.222999999999999,1.591
1164,8.227,1.5119999999999998
1165,8.232999999999999,1.8319999999999999
1166,8.24,1.4269999999999998
1167,8.247,1.641
1168,8.251,1.536
1169,8.258,1.785
1170,8.265,1.411
1171,8.272,1.531
1172,8.276,1.528
1173,8.283,1.9140000000000001
1174,8.29,1.443
1175,8.297,1.516
1176,8.3,1.56
1177,8.308,1.935
1178,8.315,1.474
1179,8.322000000000001,1.485
1180,8.325,1.5959999999999999
1181,8.333,1.859
1182,8.339,1.4580000000000002
1183,8.347000000000001,1.431
1184,8.349,1.538
1185,8.357999999999999,1.922
1186,8.372,1.4140000000000001
1187,8.374,1.745
1188,8.383,1.8230000000000002
1189,8.397,1.416
1190,8.399,1.5630000000000002
1191,8.408,1.57
1192,8.422,1.4480000000000002
1193,8.423,1.665
1194,8.433,1.578
1195,8.447000000000001,1.429
1196,8.448,1.7630000000000001
1197,8.458,1.629
1198,8.465,1.57
1199,8.472000000000001,1.44
1200,8.472000000000001,1.865
1201,8.482999999999999,1.629
1202,8.49,1.571
1203,8.497,1.4580000000000002
1204,8.497,1.806
1205,8.508,1.705
1206,8.515,1.7690000000000001
1207,8.522,1.537
1208,8.522,1.508
1209,8.533,1.6280000000000001
1210,8.54,1.635
1211,8.546,1.625
1212,8.546,1.4869999999999999
1213,8.558,1.729
1214,8.565,1.8359999999999999
1215,8.571,1.455
1216,8.571,1.6840000000000002
1217,8.583,1.771
1218,8.59,1.778
1219,8.595,1.676
1220,8.596,1.454
1221,8.607999999999999,1.8319999999999999
1222,8.615,1.791
1223,8.62,1.624
1224,8.621,1.485
1225,8.633,1.893
1226,8.639,1.8519999999999999
1227,8.644,1.68
1228,8.646,1.5290000000000001
1229,8.658,1.8659999999999999
1230,8.664,1.51
1231,8.669,1.751
1232,8.671,1.5219999999999998
1233,8.683,1.9809999999999999
1234,8.689,1.4969999999999999
1235,8.693999999999999,1.742
1236,8.696,1.514
1237,8.708,1.9269999999999998
1238,8.714,1.4669999999999999
1239,8.718,1.8359999999999999
1240,8.721,1.585
1241,8.732999999999999,1.893
1242,8.738999999999999,1.483
1243,8.743,1.819
1244,8.746,1.565
1245,8.758,1.919
1246,8.764,1.51
1247,8.767000000000001,1.9040000000000001
1248,8.771,1.649
1249,8.783,1.618
1250,8.789,1.5190000000000001
1251,8.792,1.92
1252,8.796,1.655
1253,8.808,1.63
1254,8.814,1.5619999999999998
1255,8.817,1.855
1256,8.82,1.6880000000000002
1257,8.833,1.854
1258,8.838,1.59
1259,8.841000000000001,1.683
1260,8.845,1.6969999999999998
1261,8.857999999999999,1.778
1262,8.863,1.6380000000000001
1263,8.866,1.8219999999999998
1264,8.87,1.729
1265,8.883,1.962
1266,8.888,1.732
1267,8.89,1.845
1268,8.895,1.374
1269,8.908,1.7309999999999999
1270,8.913,1.469
1271,8.915,1.778
1272,8.933,1.757
1273,8.937999999999999,1.4269999999999998
1274,8.939,1.635
1275,8.958,1.743
1276,8.963,1.436
1277,8.964,1.72
1278,8.982999999999999,1.6340000000000001
1279,8.987,1.433
1280,8.988999999999999,1.886
1281,9.008,1.614
1282,9.012,1.4080000000000001
1283,9.012,1.386
1284,9.013,1.886
1285,9.033,1.641
1286,9.037,1.395
1287,9.037,1.4240000000000002
1288,9.038,1.8519999999999999
1289,9.058,1.64
1290,9.062000000000001,1.445
1291,9.062000000000001,1.4269999999999998
1292,9.062000000000001,1.87
1293,9.083,1.835
1294,9.087,1.466
1295,9.087,1.81
1296,9.087,1.386
1297,9.107999999999999,1.848
1298,9.111,1.514
1299,9.112,1.413
1300,9.112,1.486
1301,9.133,1.67
1302,9.136000000000001,1.814
1303,9.137,1.423
1304,9.137,0.41700000000000004
1305,9.158,1.621
1306,9.161,1.869
1307,9.162,1.423
1308,9.183,1.7169999999999999
1309,9.185,1.8730000000000002
1310,9.187000000000001,1.5090000000000001
1311,9.21,1.8969999999999998
1312,9.212,1.391
1313,9.224,1.774
1314,9.234,1.889
1315,9.236,1.396
1316,9.249,1.851
1317,9.259,1.7180000000000002
1318,9.261000000000001,1.454
1319,9.274,1.8419999999999999
1320,9.283999999999999,1.7280000000000002
1321,9.286,1.5390000000000001
1322,9.3,1.9
1323,9.308,1.733
1324,9.311,1.585
1325,9.324,1.871
1326,9.333,1.725
1327,9.336,1.605
1328,9.349,1.689
1329,9.357000000000001,1.7830000000000001
1330,9.361,1.7
1331,9.374,1.682
1332,9.382,1.7
1333,9.386000000000001,1.537
1334,9.399,1.739
1335,9.406,1.7280000000000002
1336,9.411,1.3840000000000001
1337,9.425,1.8230000000000002
1338,9.431000000000001,1.788
1339,9.436,1.395
1340,9.449,1.8619999999999999
1341,9.456,1.621
1342,9.461,1.431
1343,9.474,1.959
1344,9.48,1.709
1345,9.486,1.444
1346,9.499,1.945
1347,9.505,1.729
1348,9.511000000000001,1.445
1349,9.524,1.735
1350,9.529,1.811
1351,9.536,1.4580000000000002
1352,9.55,1.879
1353,9.554,1.905
1354,9.561,1.4869999999999999
1355,9.574,1.865
1356,9.579,1.942
1357,9.586,1.49
1358,9.599,1.848
1359,9.603,2.003
1360,9.61,1.521
1361,9.624,1.847
1362,9.628,1.939
1363,9.635,1.5659999999999998
1364,9.649,1.806
1365,9.652000000000001,1.9040000000000001
1366,9.66,1.683
1367,9.675,1.819
1368,9.677,1.8980000000000001
1369,9.685,1.55
1370,9.699,1.8880000000000001
1371,9.701,1.923
1372,9.71,1.473
1373,9.724,1.9140000000000001
1374,9.726,1.635
1375,9.735,1.382
1376,9.749,1.675
1377,9.751,1.673
1378,9.76,1.35
1379,9.774,1.649
1380,9.775,1.771
1381,9.785,1.386
1382,9.8,1.8159999999999998
1383,9.8,1.714
1384,9.81,1.439
1385,9.824,1.8769999999999998
1386,9.824,1.804
1387,9.835,1.45
1388,9.849,1.946
1389,9.849,1.7469999999999999
1390,9.86,1.473
1391,9.874,1.639
1392,9.874,1.821
1393,9.885,1.5730000000000002
1394,9.898,1.6369999999999998
1395,9.899,1.6230000000000002
1396,9.91,1.646
1397,9.923,1.631
1398,9.925,1.659
1399,9.935,1.6280000000000001
1400,9.947000000000001,1.5930000000000002
1401,9.949,1.91
1402,9.96,1.709
1403,9.972000000000001,1.683
1404,9.974,1.8840000000000001
1405,9.984,1.624
1406,9.996,1.7730000000000001
1407,9.999,1.8969999999999998
1408,10.009,1.6740000000000002
1409,10.021,1.828
1410,10.024,1.943
1411,10.033999999999999,1.6480000000000001
1412,10.046,1.734
1413,10.05,1.79
1414,10.059,1.401
1415,10.07,1.632
1416,10.074,1.661
1417,10.084,1.3880000000000001
1418,10.095,1.689
1419,10.099,1.639
1420,10.109,1.39
1421,10.119,1.777
1422,10.124,1.758
1423,10.134,1.4269999999999998
1424,10.144,1.74
1425,10.149,1.841
1426,10.158999999999999,1.401
1427,10.169,1.781
1428,10.175,1.84
1429,10.184,1.4380000000000002
1430,10.193,1.849
1431,10.199,1.8559999999999999
1432,10.209,1.4340000000000002
1433,10.218,1.881
1434,10.224,1.9269999999999998
1435,10.234,1.3940000000000001
1436,10.242,1.8419999999999999
1437,10.249,1.5930000000000002
1438,10.259,1.4369999999999998
1439,10.267000000000001,1.73
1440,10.274000000000001,1.7990000000000002
1441,10.284,1.459
1442,10.290999999999999,1.604
1443,10.299000000000001,1.8159999999999998
1444,10.308,1.54
1445,10.315999999999999,1.6340000000000001
1446,10.324000000000002,1.84
1447,10.333,1.597
1448,10.341,1.714
1449,10.349,1.663
1450,10.357999999999999,1.689
1451,10.365,1.734
1452,10.374,1.669
1453,10.383,0.8540000000000001
1454,10.39,1.835
1455,10.399000000000001,1.675
1456,10.414000000000001,1.886
1457,10.424000000000001,1.724
1458,10.439,1.8780000000000001
1459,10.449000000000002,1.767
1460,10.463,1.8940000000000001
1461,10.474,1.868
1462,10.488,1.835
1463,10.499,1.876
1464,10.512,1.4569999999999999
1465,10.513,1.9
1466,10.524000000000001,1.7830000000000001
1467,10.537,1.848
1468,10.537,1.444
1469,10.549000000000001,1.834
1470,10.562000000000001,1.454
1471,10.562000000000001,1.786
1472,10.574000000000002,1.88
1473,10.585999999999999,1.7109999999999999
1474,10.587,1.47
1475,10.599,1.817
1476,10.607999999999999,1.839
1477,10.612,1.482
1478,10.624,1.811
1479,10.632,1.755
1480,10.637,1.521
1481,10.649000000000001,1.821
1482,10.657,1.7719999999999998
1483,10.661,1.555
1484,10.674000000000001,1.7719999999999998
1485,10.682,1.837
1486,10.686,1.6640000000000001
1487,10.699000000000002,1.234
1488,10.706,1.885
1489,10.710999999999999,1.67
1490,10.716,1.68
1491,10.731,1.719
1492,10.735999999999999,1.7619999999999998
1493,10.741,1.8230000000000002
1494,10.755,1.672
1495,10.761,1.63
1496,10.765999999999998,1.745
1497,10.78,1.7480000000000002
1498,10.786,1.889
1499,10.790999999999999,1.604
1500,10.805,1.814
1501,10.811,1.5959999999999999
1502,10.815999999999999,1.626
1503,10.829,1.921
1504,10.835999999999999,1.422
1505,10.841,1.649
1506,10.854000000000001,1.703
1507,10.860999999999999,1.4180000000000001
1508,10.866,1.847
1509,10.878,1.673
1510,10.886,1.445
1511,10.890999999999998,1.732
1512,10.902999999999999,1.683
1513,10.911,1.452
1514,10.915999999999999,1.7990000000000002
1515,10.927999999999999,1.8259999999999998
1516,10.936,1.462
1517,10.940999999999999,1.6980000000000002
1518,10.952,1.8419999999999999
1519,10.96,1.527
1520,10.966,1.607
1521,10.977,1.9380000000000002
1522,10.985,1.526
1523,10.991,1.724
1524,11.001,1.8840000000000001
1525,11.01,1.506
1526,11.015999999999998,1.749
1527,11.026,1.909
1528,11.035,1.5290000000000001
1529,11.040999999999999,1.795
1530,11.050999999999998,1.7730000000000001
1531,11.06,1.506
1532,11.065999999999999,1.851
1533,11.075,1.66
1534,11.085,1.4980000000000002
1535,11.091,1.9180000000000001
1536,11.1,1.733
1537,11.11,1.538
1538,11.116,1.79
1539,11.124,1.8159999999999998
1540,11.135,1.5619999999999998
1541,11.140999999999998,1.869
1542,11.149000000000001,1.828
1543,11.16,1.692
1544,11.165999999999999,1.73
1545,11.174000000000001,1.89
1546,11.185,1.71
1547,11.190999999999999,1.8559999999999999
1548,11.198,1.8869999999999998
1549,11.21,1.76
1550,11.216,1.857
1551,11.222999999999999,1.791
1552,11.235,1.845
1553,11.241,1.655
1554,11.247,1.875
1555,11.259,1.883
1556,11.265999999999998,1.7080000000000002
1557,11.272,1.653
1558,11.284,1.5
1559,11.290999999999999,1.8769999999999998
1560,11.297,1.7269999999999999
1561,11.309000000000001,1.578
1562,11.315999999999999,1.8980000000000001
1563,11.321,1.805
1564,11.334000000000001,1.703
1565,11.341,1.828
1566,11.345999999999998,1.8780000000000001
1567,11.359000000000002,1.6119999999999999
1568,11.366,1.666
1569,11.37,1.7280000000000002
1570,11.384,1.673
1571,11.390999999999998,1.806
1572,11.395,1.7180000000000002
1573,11.409,1.705
1574,11.415999999999999,1.89
1575,11.42,1.679
1576,11.434000000000001,1.7690000000000001
1577,11.440999999999999,1.851
1578,11.444,1.757
1579,11.459000000000001,1.871
1580,11.466,1.625
1581,11.469000000000001,1.87
1582,11.484000000000002,1.8659999999999999
1583,11.491,1.68
1584,11.493,1.746
1585,11.509,1.8980000000000001
1586,11.515999999999998,1.675
1587,11.517999999999999,1.864
1588,11.534,1.9709999999999999
1589,11.540999999999999,1.8459999999999999
1590,11.543,1.889
1591,11.558,1.847
1592,11.565999999999999,1.879
1593,11.567,1.837
1594,11.583,1.7280000000000002
1595,11.591,1.702
1596,11.592,1.7919999999999998
1597,11.607999999999999,1.775
1598,11.616,1.679
1599,11.616,1.849
1600,11.633,1.8230000000000002
1601,11.640999999999998,1.854
1602,11.640999999999998,1.781
1603,11.658,1.6780000000000002
1604,11.665999999999999,1.8730000000000002
1605,11.665999999999999,1.661
1606,11.683,1.656
1607,11.69,1.8559999999999999
1608,11.690999999999999,1.7209999999999999
1609,11.708,1.6159999999999999
1610,11.715,1.864
1611,11.716,1.817
1612,11.732999999999999,1.79
1613,11.739,1.7990000000000002
1614,11.741,1.73
1615,11.758,1.8719999999999999
1616,11.764000000000001,1.712
1617,11.765999999999998,1.69
1618,11.782,1.84
1619,11.789000000000001,1.835
1620,11.790999999999999,1.78
1621,11.807,1.8330000000000002
1622,11.812999999999999,1.61
1623,11.815999999999999,1.662
1624,11.832,1.818
1625,11.838,1.6680000000000001
1626,11.841,1.6780000000000002
1627,11.857000000000001,1.777
1628,11.862,1.617
1629,11.866,1.615
1630,11.882,0.9440000000000001
1631,11.887,1.733
1632,11.890999999999998,1.521
1633,11.911,1.864
1634,11.915999999999999,1.507
1635,11.936,1.7819999999999998
1636,11.940999999999999,1.4809999999999999
1637,11.960999999999999,1.88
1638,11.966,1.4909999999999999
1639,11.985,1.896
1640,11.991,1.4869999999999999
1641,12.004000000000001,1.9180000000000001
1642,12.01,1.685
1643,12.015999999999998,1.546
1644,12.029000000000002,1.9709999999999999
1645,12.034,1.706
1646,12.040999999999999,1.591
1647,12.052999999999999,1.7280000000000002
1648,12.059000000000001,1.765
1649,12.065999999999999,1.575
1650,12.078,1.744
1651,12.079,1.054
1652,12.091,1.656
1653,12.103,1.7730000000000001
1654,12.104000000000001,1.815
1655,12.116,1.5630000000000002
1656,12.128,1.6380000000000001
1657,12.128,1.81
1658,12.140999999999998,0.9420000000000001
1659,12.152999999999999,1.686
1660,12.152999999999999,1.8719999999999999
1661,12.177999999999999,1.686
1662,12.177999999999999,1.801
1663,12.202,1.869
1664,12.203,1.8330000000000002
1665,12.227,1.692
1666,12.228,1.645
1667,12.251,1.9240000000000002
1668,12.253,1.7690000000000001
1669,12.276,1.811
1670,12.277999999999999,1.801
1671,12.3,1.8659999999999999
1672,12.302999999999999,1.922
1673,12.325,1.696
1674,12.328,1.962
1675,12.35,1.883
1676,12.352,1.9980000000000002
1677,12.374,1.9269999999999998
1678,12.377,1.942
1679,12.399000000000001,1.689
1680,12.402000000000001,1.959
1681,12.423,1.814
1682,12.427,1.896
1683,12.448,1.883
1684,12.452,1.9269999999999998
1685,12.472000000000001,1.8630000000000002
1686,12.477,1.6030000000000002
1687,12.497,1.9240000000000002
1688,12.502,1.73
1689,12.522,1.6540000000000001
1690,12.527000000000001,1.786
1691,12.546,1.651
1692,12.552,1.786
1693,12.571,1.679
1694,12.577,1.89
1695,12.595,1.694
1696,12.602,1.646
1697,12.62,1.869
1698,12.627,1.7590000000000001
1699,12.644,1.889
1700,12.651,1.659
1701,12.669,1.709
1702,12.675999999999998,1.693
1703,12.694,1.703
1704,12.7,1.22
1705,12.700999999999999,1.642
1706,12.718,1.632
1707,12.725,1.749
1708,12.725999999999999,1.666
1709,12.743,1.705
1710,12.75,1.841
1711,12.751,1.695
1712,12.767000000000001,1.6580000000000001
1713,12.775,1.819
1714,12.776,1.8530000000000002
1715,12.792,1.7630000000000001
1716,12.8,1.891
1717,12.800999999999998,1.7480000000000002
1718,12.815999999999999,1.685
1719,12.825,1.86
1720,12.825999999999999,1.723
1721,12.841,1.685
1722,12.85,1.844
1723,12.850999999999999,1.651
1724,12.866,1.7730000000000001
1725,12.875,1.577
1726,12.876,1.6869999999999998
1727,12.89,1.591
1728,12.9,1.713
1729,12.901,1.819
1730,12.915,1.54
1731,12.925,1.673
1732,12.925999999999998,1.864
1733,12.939,1.5030000000000001
1734,12.95,1.72
1735,12.95,1.829
1736,12.964,1.528
1737,12.975,1.838
1738,12.975,1.797
1739,12.988,1.479
1740,13.0,1.89
1741,13.0,1.713
1742,13.013,1.473
1743,13.025,1.929
1744,13.025,1.7080000000000002
1745,13.038,1.531
1746,13.05,1.774
1747,13.05,1.7469999999999999
1748,13.062000000000001,1.599
1749,13.075,1.828
1750,13.075,1.7
1751,13.087,1.555
1752,13.1,1.834
1753,13.1,1.761
1754,13.110999999999999,1.641
1755,13.125,1.787
1756,13.125,1.8259999999999998
1757,13.136,1.7080000000000002
1758,13.15,1.876
1759,13.15,1.895
1760,13.16,1.504
1761,13.175,1.903
1762,13.175,1.719
1763,13.185,1.733
1764,13.2,1.933
1765,13.2,1.76
1766,13.21,1.725
1767,13.224,1.9380000000000002
1768,13.225,1.7180000000000002
1769,13.234000000000002,1.719
1770,13.249,1.7919999999999998
1771,13.25,1.703
1772,13.259,1.72
1773,13.274000000000001,1.9340000000000002
1774,13.275,1.83
1775,13.283,1.774
1776,13.299000000000001,1.8840000000000001
1777,13.3,1.9340000000000002
1778,13.308,1.784
1779,13.324000000000002,1.839
1780,13.325,1.845
1781,13.332,1.7409999999999999
1782,13.349,1.696
1783,13.35,1.84
1784,13.357000000000001,1.548
1785,13.374,1.3559999999999999
1786,13.375,1.7990000000000002
1787,13.382,1.578
1788,13.4,1.87
1789,13.405999999999999,1.577
1790,13.425,1.936
1791,13.431,1.587
1792,13.45,1.8430000000000002
1793,13.469000000000001,1.528
1794,13.475,1.82
1795,13.494000000000002,1.524
1796,13.495999999999999,1.702
1797,13.5,1.912
1798,13.519,1.517
1799,13.520999999999999,1.676
1800,13.525,1.7590000000000001
1801,13.543,1.5390000000000001
1802,13.546,1.7369999999999999
1803,13.55,1.6469999999999998
1804,13.568,1.544
1805,13.571,1.81
1806,13.575,1.608
1807,13.592,1.5630000000000002
1808,13.595999999999998,1.845
1809,13.6,1.7409999999999999
1810,13.617,1.551
1811,13.620999999999999,1.743
1812,13.625,1.7690000000000001
1813,13.640999999999998,1.579
1814,13.645,1.6230000000000002
1815,13.65,1.8159999999999998
1816,13.665999999999999,1.608
1817,13.67,1.6780000000000002
1818,13.675,1.911
1819,13.690999999999999,1.611
1820,13.695,1.838
1821,13.7,1.966
1822,13.715,1.61
1823,13.72,1.89
1824,13.725,1.925
1825,13.74,1.704
1826,13.745,1.9169999999999998
1827,13.75,1.944
1828,13.764000000000001,1.652
1829,13.77,1.891
1830,13.775,1.837
1831,13.789000000000001,1.598
1832,13.795,1.881
1833,13.8,1.57
1834,13.814,1.597
1835,13.82,1.7530000000000001
1836,13.825,1.702
1837,13.838,1.604
1838,13.845,1.6769999999999998
1839,13.85,1.841
1840,13.863,1.65
1841,13.87,1.778
1842,13.875,1.6280000000000001
1843,13.887,1.6980000000000002
1844,13.895,1.81
1845,13.9,1.73
1846,13.912,1.73
1847,13.92,1.9040000000000001
1848,13.925,1.742
1849,13.937000000000001,1.8630000000000002
1850,13.945,1.891
1851,13.95,1.749
1852,13.960999999999999,1.848
1853,13.97,1.926
1854,13.975,1.919
1855,13.985999999999999,1.9409999999999998
1856,13.995,1.839
1857,14.0,1.6969999999999998
1858,14.01,1.865
1859,14.019,1.72
1860,14.025,1.64
1861,14.035,1.6780000000000002
1862,14.044,1.7080000000000002
1863,14.05,1.73
1864,14.06,0.848
1865,14.069,1.847
1866,14.075,1.82
1867,14.094000000000001,1.9040000000000001
1868,14.1,1.714
1869,14.119000000000002,1.7
1870,14.125,1.7380000000000002
1871,14.144,1.67
1872,14.15,1.77
1873,14.169,1.692
1874,14.175,1.8430000000000002
1875,14.194,1.67
1876,14.2,0.638
1877,14.219000000000001,1.723
1878,14.22,1.7590000000000001
1879,14.244000000000002,1.757
1880,14.245,1.8130000000000002
1881,14.269,1.786
1882,14.27,1.859
1883,14.294,1.965
1884,14.295,1.626
1885,14.319,1.906
1886,14.32,1.547
1887,14.344000000000001,1.706
1888,14.345,1.551
1889,14.369000000000002,1.858
1890,14.37,1.569
1891,14.392999999999999,1.791
1892,14.395,1.5619999999999998
1893,14.418,1.8419999999999999
1894,14.42,1.538
1895,14.443,1.9180000000000001
1896,14.445,1.537
1897,14.468,1.838
1898,14.47,1.551
1899,14.493,1.9040000000000001
1900,14.495,1.5319999999999998
1901,14.517999999999999,1.9369999999999998
1902,14.52,1.515
1903,14.543,1.755
1904,14.545,1.51
1905,14.568,1.651
1906,14.57,1.4880000000000002
1907,14.593,1.651
1908,14.595,1.4680000000000002
1909,14.618,1.61
1910,14.62,1.49
1911,14.642999999999999,1.6969999999999998
1912,14.645,1.474
1913,14.668,1.786
1914,14.67,1.4780000000000002
1915,14.692,1.75
1916,14.695,1.526
1917,14.717,1.8559999999999999
1918,14.72,1.484
1919,14.742,1.952
1920,14.745,1.492
1921,14.767000000000001,1.719
1922,14.77,1.504
1923,14.792,1.749
1924,14.795,1.518
1925,14.817,1.82
1926,14.82,1.524
1927,14.842,1.855
1928,14.845,1.452
1929,14.867,1.758
1930,14.87,1.432
1931,14.895,1.429
1932,14.92,1.4380000000000002
1933,14.945,1.4669999999999999
1934,14.97,1.463
1935,14.982999999999999,1.8259999999999998
1936,14.995,1.5330000000000001
1937,15.008,1.881
1938,15.02,1.5430000000000001
1939,15.033,1.858
1940,15.045,1.7280000000000002
1941,15.058,1.838
1942,15.07,1.489
1943,15.083,1.835
1944,15.095,1.452
1945,15.107999999999999,1.899
1946,15.12,1.4280000000000002
1947,15.132,1.9280000000000002
1948,15.145,1.4469999999999998
1949,15.157,1.811
1950,15.17,1.445
1951,15.182,1.828
1952,15.195,1.4680000000000002
1953,15.207,1.886
