,Depth CSF-B (m),Bulk density (GRA)
11274,266.45,1.7619999999999998
11275,266.475,1.784
11276,266.5,1.7890000000000001
11277,266.525,1.774
11278,266.55,1.7730000000000001
11279,266.575,1.798
11280,266.6,1.46
11281,266.625,1.791
11282,266.65,1.81
11283,266.675,1.784
11284,266.7,1.7919999999999998
11285,266.725,1.791
11286,266.75,1.817
11287,266.775,1.8219999999999998
11288,266.8,1.817
11289,266.825,1.8259999999999998
11290,266.85,1.7990000000000002
11291,266.875,1.8119999999999998
11292,266.9,1.8869999999999998
11293,266.925,1.857
11294,266.95,1.774
11295,266.975,1.774
11296,267.0,1.765
11297,267.025,1.78
11298,267.05,1.761
11299,267.075,1.787
11300,267.1,1.808
11301,267.125,1.815
11302,267.15,1.8230000000000002
11303,267.175,1.84
11304,267.2,1.8259999999999998
11305,267.225,1.801
11306,267.25,1.8359999999999999
11307,267.275,1.831
11308,267.3,1.825
11309,267.325,1.844
11310,267.35,1.88
11311,267.375,1.722
11312,267.4,1.7109999999999999
11313,267.425,1.729
11314,267.45,1.739
11315,267.475,1.768
11316,267.5,1.744
11317,267.525,1.7480000000000002
11318,267.55,1.743
11319,267.575,1.765
11320,267.6,1.7719999999999998
11321,267.625,1.798
11322,267.65,1.81
11323,267.675,1.806
11324,267.7,1.824
11325,267.725,1.784
11326,267.75,1.8219999999999998
11327,267.775,1.864
11328,267.8,1.8769999999999998
11329,267.825,1.7280000000000002
11330,267.85,1.754
11331,267.875,1.784
11332,267.9,1.7719999999999998
11333,267.925,1.78
11334,267.95,1.7730000000000001
11335,267.975,1.775
11336,268.0,1.7830000000000001
11337,268.025,1.786
11338,268.05,1.785
11339,268.075,1.819
11340,268.1,1.295
11341,268.12,1.786
11342,268.145,1.794
11343,268.17,1.828
11344,268.195,1.817
11345,268.22,1.828
11346,268.245,1.837
11347,268.27,1.666
11348,268.295,1.6880000000000002
11349,268.32,1.702
11350,268.345,1.709
11351,268.37,1.7069999999999999
11352,268.395,1.729
11353,268.42,1.736
11354,268.445,1.73
11355,268.47,1.756
11356,268.495,1.798
11357,268.52,1.7280000000000002
11358,268.545,1.6909999999999998
11359,268.57,1.706
11360,268.595,1.6869999999999998
11361,268.62,1.693
11362,268.645,1.709
11363,268.67,1.725
11364,268.695,1.7380000000000002
11365,268.72,1.7409999999999999
11366,268.745,1.7930000000000001
11367,268.77,1.75
11368,268.795,1.7730000000000001
11369,268.82,1.742
11370,268.845,1.767
11371,268.87,1.84
11372,268.895,1.831
11373,268.92,1.834
11374,268.945,1.831
11375,268.97,1.7819999999999998
11376,268.995,1.806
11377,269.02,1.811
11378,269.045,1.82
11379,269.07,1.8319999999999999
11380,269.095,1.8359999999999999
11381,269.12,1.82
11382,269.145,1.805
11383,269.17,1.869
11384,269.195,1.749
11385,269.22,1.775
11386,269.245,1.751
11387,269.27,1.7409999999999999
11388,269.295,1.754
11389,269.32,1.758
11390,269.345,1.716
11391,269.37,1.679
11392,269.395,1.4569999999999999
11393,269.617,1.5719999999999998
11394,269.642,1.4480000000000002
11395,269.66700000000003,1.587
11396,269.692,1.8159999999999998
11397,269.717,1.8259999999999998
11398,269.742,1.84
11399,269.767,1.9040000000000001
11400,269.79200000000003,1.778
11401,269.817,1.778
11402,269.842,1.785
11403,269.867,1.76
11404,269.892,1.756
11405,269.91700000000003,1.7180000000000002
11406,269.942,1.689
11407,269.967,1.686
11408,269.992,1.694
11409,270.017,1.757
11410,270.04200000000003,1.768
11411,270.067,1.765
11412,270.091,1.8
11413,270.117,1.8090000000000002
11414,270.142,1.834
11415,270.16700000000003,1.848
11416,270.192,1.8359999999999999
11417,270.216,1.858
11418,270.242,1.9040000000000001
11419,270.267,1.859
11420,270.291,1.643
11421,274.8,0.9259999999999999
11422,274.825,1.913
11423,274.849,1.895
11424,274.874,1.8259999999999998
11425,274.89799999999997,1.8519999999999999
11426,274.923,1.834
11427,274.948,1.7269999999999999
11428,274.972,1.755
11429,274.997,1.77
11430,275.022,1.787
11431,275.046,1.8030000000000002
11432,275.07099999999997,1.811
11433,275.095,1.831
11434,275.12,1.834
11435,275.145,1.854
11436,275.16900000000004,1.854
11437,275.194,1.854
11438,275.218,1.864
11439,275.243,1.75
11440,275.268,1.775
11441,275.29200000000003,1.76
11442,275.317,1.771
11443,275.342,1.7719999999999998
11444,275.366,1.7630000000000001
11445,275.39099999999996,1.78
11446,275.415,1.771
11447,275.44,1.7469999999999999
11448,275.465,1.7830000000000001
11449,275.48900000000003,1.77
11450,275.514,1.755
11451,275.538,1.7369999999999999
11452,275.563,1.715
11453,275.58799999999997,1.7409999999999999
11454,275.612,1.7380000000000002
11455,275.637,1.7469999999999999
11456,275.66200000000003,1.736
11457,275.686,1.754
11458,275.711,1.774
11459,275.735,1.78
11460,275.76,1.778
11461,275.785,1.79
11462,275.809,1.8019999999999998
11463,275.834,1.82
11464,275.85900000000004,1.8090000000000002
11465,275.883,1.819
11466,275.908,1.8090000000000002
11467,275.932,1.8619999999999999
11468,275.957,1.7990000000000002
11469,275.982,1.805
11470,276.006,1.8130000000000002
11471,276.031,1.788
11472,276.055,1.811
11473,276.08,1.797
11474,276.10400000000004,1.801
11475,276.129,1.819
11476,276.154,1.806
11477,276.178,1.794
11478,276.203,1.831
11479,276.228,1.8330000000000002
11480,276.252,1.845
11481,276.277,1.409
11482,276.29400000000004,1.8769999999999998
11483,276.319,1.8419999999999999
11484,276.343,1.8319999999999999
11485,276.368,1.849
11486,276.393,1.849
11487,276.41700000000003,1.839
11488,276.442,1.8419999999999999
11489,276.466,1.815
11490,276.491,1.81
11491,276.51599999999996,1.8619999999999999
11492,276.54,1.831
11493,276.565,1.8259999999999998
11494,276.589,1.849
11495,276.61400000000003,1.824
11496,276.639,1.8419999999999999
11497,276.663,1.839
11498,276.688,1.824
11499,276.71299999999997,1.808
11500,276.737,1.794
11501,276.762,1.72
11502,276.786,1.745
11503,276.811,1.781
11504,276.836,1.767
11505,276.86,1.808
11506,276.885,1.821
11507,276.909,1.847
11508,276.934,1.814
11509,276.959,1.8230000000000002
11510,276.983,1.8159999999999998
11511,277.008,1.739
11512,277.033,1.745
11513,277.057,1.778
11514,277.082,1.7919999999999998
11515,277.106,1.7990000000000002
11516,277.131,1.7919999999999998
11517,277.156,1.79
11518,277.18,1.8
11519,277.205,1.7690000000000001
11520,277.22900000000004,1.7719999999999998
11521,277.254,1.761
11522,277.279,1.754
11523,277.303,1.7930000000000001
11524,277.328,1.764
11525,277.353,1.7690000000000001
11526,277.377,1.82
11527,277.402,1.808
11528,277.426,1.794
11529,277.45099999999996,1.767
11530,277.476,1.825
11531,277.5,1.7990000000000002
11532,277.525,1.8359999999999999
11533,277.54900000000004,1.791
11534,277.574,1.8219999999999998
11535,277.599,1.8
11536,277.623,1.7919999999999998
11537,277.64799999999997,1.798
11538,277.672,1.839
11539,277.697,1.8319999999999999
11540,277.722,1.8459999999999999
11541,277.746,1.393
11542,277.754,0.5429999999999999
11543,277.779,1.814
11544,277.803,1.7519999999999998
11545,277.828,1.7890000000000001
11546,277.853,1.7719999999999998
11547,277.877,1.761
11548,277.902,1.785
11549,277.926,1.796
11550,277.95099999999996,1.781
11551,277.976,1.83
11552,278.0,1.7919999999999998
11553,278.025,1.811
11554,278.05,1.814
11555,278.074,1.8319999999999999
11556,278.099,1.817
11557,278.124,1.7790000000000001
11558,278.14799999999997,1.7930000000000001
11559,278.173,1.8030000000000002
11560,278.197,1.818
11561,278.222,1.768
11562,278.247,1.811
11563,278.27099999999996,1.81
11564,278.296,1.8
11565,278.32099999999997,1.851
11566,278.345,1.805
11567,278.37,1.8259999999999998
11568,278.394,1.825
11569,278.41900000000004,1.839
11570,278.444,1.839
11571,278.468,1.8430000000000002
11572,278.493,1.814
11573,278.518,1.867
11574,278.54200000000003,1.859
11575,278.567,1.811
11576,278.592,1.854
11577,278.616,1.86
11578,278.64099999999996,1.8419999999999999
11579,278.665,1.8869999999999998
11580,278.69,1.858
11581,278.715,1.861
11582,278.73900000000003,1.8659999999999999
11583,278.764,1.858
11584,278.789,1.8769999999999998
11585,278.813,1.911
11586,278.83799999999997,1.876
11587,278.863,1.8880000000000001
11588,278.887,1.886
11589,278.91200000000003,1.931
11590,278.936,1.545
11591,278.961,1.252
11592,278.986,1.764
11593,279.01,1.796
11594,279.035,1.774
11595,279.059,1.754
11596,279.084,1.77
11597,279.10900000000004,1.778
11598,279.133,1.749
11599,279.158,1.716
11600,279.183,1.699
11601,279.207,1.706
11602,279.232,0.968
11603,279.247,1.7690000000000001
11604,279.272,1.756
11605,279.296,1.757
11606,279.32099999999997,1.777
11607,279.346,1.788
11608,279.37,1.786
11609,279.395,1.814
11610,279.42,1.808
11611,279.444,1.83
11612,279.469,1.841
11613,279.493,1.8319999999999999
11614,279.518,1.818
11615,279.543,1.84
11616,279.567,1.8659999999999999
11617,279.592,1.851
11618,279.617,1.8769999999999998
11619,279.64099999999996,1.861
11620,279.666,1.87
11621,279.69,1.768
11622,279.715,1.758
11623,279.74,1.757
11624,279.764,1.756
11625,279.789,1.757
11626,279.813,1.7690000000000001
11627,279.83799999999997,1.757
11628,279.863,1.7619999999999998
11629,279.887,1.764
11630,279.91200000000003,1.811
11631,279.937,1.807
11632,279.961,1.798
11633,279.986,1.785
11634,280.01,1.7730000000000001
11635,280.035,1.804
11636,280.06,1.778
11637,280.084,1.787
11638,280.10900000000004,1.814
11639,280.133,1.8219999999999998
11640,280.158,1.82
11641,280.183,1.9469999999999998
11642,280.207,1.839
11643,280.232,1.7790000000000001
11644,280.257,1.8090000000000002
11645,280.281,1.787
11646,280.306,1.784
11647,280.33,1.77
11648,280.355,1.8159999999999998
11649,280.38,1.8090000000000002
11650,280.404,1.8030000000000002
11651,280.42900000000003,1.8119999999999998
11652,280.453,1.797
11653,280.478,1.817
11654,280.503,1.745
11655,280.527,1.74
11656,280.552,1.746
11657,280.721,1.54
11658,280.745,1.607
11659,280.77,1.787
11660,280.79400000000004,1.719
11661,280.819,1.699
11662,280.844,1.794
11663,280.868,1.861
11664,280.893,1.92
11665,280.91700000000003,1.8880000000000001
11666,280.942,1.879
11667,280.967,1.889
11668,280.991,1.831
11669,281.01599999999996,1.827
11670,281.041,1.844
11671,281.065,1.882
11672,281.09,1.905
11673,281.11400000000003,1.895
11674,281.139,1.953
11675,281.164,1.9580000000000002
11676,281.188,1.949
11677,281.21299999999997,1.8980000000000001
11678,281.237,1.879
11679,281.262,1.889
11680,281.28700000000003,1.879
11681,281.311,1.893
11682,281.336,1.912
11683,281.361,1.943
11684,281.385,1.919
11685,281.41,1.939
11686,281.434,1.946
11687,281.459,1.831
11688,281.48400000000004,1.8090000000000002
11689,281.508,1.808
11690,281.533,1.8019999999999998
11691,281.557,1.871
11692,281.582,1.889
11693,281.607,1.8659999999999999
11694,281.631,1.8940000000000001
11695,281.656,1.8840000000000001
11696,281.681,1.855
11697,281.705,1.8019999999999998
11698,281.73,1.81
11699,281.754,1.828
11700,281.779,1.849
11701,281.80400000000003,1.8519999999999999
11702,281.828,1.902
11703,281.853,1.929
11704,281.878,1.867
11705,281.902,1.839
11706,281.927,1.847
11707,281.95099999999996,1.82
11708,281.976,1.828
11709,282.0,1.837
11710,282.025,1.801
11711,282.05,1.861
11712,282.074,1.91
11713,282.099,1.963
11714,282.123,1.77
11715,282.14799999999997,1.87
11716,282.173,1.886
11717,282.188,1.676
11718,282.21299999999997,1.882
11719,282.237,1.854
11720,282.262,1.857
11721,282.28700000000003,1.8319999999999999
11722,282.311,1.8719999999999999
11723,282.336,1.847
11724,282.361,1.7730000000000001
11725,282.385,1.8
11726,282.41,1.798
11727,282.434,1.837
11728,282.459,1.841
11729,282.48400000000004,1.86
11730,282.508,1.84
11731,282.533,1.8630000000000002
11732,282.557,1.845
11733,282.582,1.869
11734,282.607,1.829
11735,282.631,1.8430000000000002
11736,282.656,1.83
11737,282.681,1.8219999999999998
11738,282.705,1.8259999999999998
11739,282.73,1.865
11740,282.754,1.867
11741,282.779,1.899
11742,282.80400000000003,1.906
11743,282.828,1.935
11744,282.853,1.921
11745,282.878,1.8730000000000002
11746,282.902,1.9280000000000002
11747,282.927,1.92
11748,282.95099999999996,1.8769999999999998
11749,282.976,1.955
11750,283.001,2.01
11751,283.025,1.972
11752,283.05,2.026
11753,283.074,1.892
11754,283.099,1.8659999999999999
11755,283.124,1.859
11756,283.14799999999997,1.882
11757,283.173,1.901
11758,283.197,1.953
11759,283.222,1.9809999999999999
11760,283.247,1.969
11761,283.27099999999996,1.94
11762,283.296,1.906
11763,283.32,1.9069999999999998
11764,283.345,1.899
11765,283.37,1.9280000000000002
11766,283.394,1.791
11767,283.44,1.9
11768,283.464,1.903
11769,283.48900000000003,1.921
11770,283.513,1.845
11771,283.538,1.919
11772,283.563,1.798
11773,283.587,1.9280000000000002
11774,283.612,1.879
11775,283.637,1.815
11776,283.661,1.901
11777,283.686,1.972
11778,283.711,1.999
11779,283.735,1.8519999999999999
11780,283.76,1.912
11781,283.784,1.8840000000000001
11782,283.809,1.9769999999999999
11783,283.834,1.963
11784,283.858,1.955
11785,283.883,1.954
11786,283.908,1.9969999999999999
11787,283.932,1.993
11788,283.957,2.0140000000000002
11789,283.981,2.035
11790,284.006,1.97
11791,284.031,1.946
11792,284.055,1.943
11793,284.08,1.9240000000000002
11794,284.10400000000004,1.993
11795,284.129,1.112
11796,284.156,1.023
11797,284.181,1.876
11798,284.205,1.87
11799,284.23,1.8430000000000002
11800,284.254,1.761
11801,284.279,1.77
11802,284.303,1.795
11803,284.328,1.619
11804,284.35200000000003,1.78
11805,284.377,1.739
11806,284.402,1.706
11807,284.426,1.6869999999999998
11808,284.45099999999996,-0.26899999999999996
11809,284.475,-0.223
11810,284.5,0.263
11811,284.525,1.443
11812,284.55,1.4980000000000002
11813,284.575,1.253
11814,284.6,1.93
11815,284.625,1.867
11816,284.65,1.835
11817,284.675,1.859
11818,284.7,1.834
11819,284.725,1.858
11820,284.75,1.827
11821,284.775,1.86
11822,284.8,1.839
11823,284.825,1.875
11824,284.85,1.8330000000000002
11825,284.875,1.858
11826,284.9,1.817
11827,284.925,1.867
11828,284.95,1.8219999999999998
11829,284.975,1.8719999999999999
11830,285.0,1.81
11831,285.025,1.824
11832,285.05,1.831
11833,285.075,1.821
11834,285.1,1.861
11835,285.125,1.8330000000000002
11836,285.15,1.8869999999999998
11837,285.175,1.8659999999999999
11838,285.2,1.936
11839,285.225,1.91
11840,285.25,1.778
11841,285.275,1.768
11842,285.3,1.79
11843,285.325,1.71
11844,285.35,1.8090000000000002
11845,285.375,1.7690000000000001
11846,285.4,1.7180000000000002
11847,285.425,1.705
11848,285.45,1.739
11849,285.475,1.7409999999999999
11850,285.5,1.755
11851,285.525,1.787
11852,285.55,1.8090000000000002
11853,285.575,1.7930000000000001
11854,285.6,1.76
11855,285.625,1.771
11856,285.65,1.7719999999999998
11857,285.675,1.786
11858,285.7,1.818
11859,285.725,1.788
11860,285.75,1.828
11861,285.775,1.821
11862,285.8,1.8459999999999999
11863,285.825,1.835
11864,285.85,1.82
11865,285.875,1.814
11866,285.9,1.798
11867,285.925,1.7690000000000001
11868,285.95,1.7790000000000001
11869,285.975,1.831
11870,286.0,1.218
11871,286.022,1.805
11872,286.047,1.7830000000000001
11873,286.072,1.8019999999999998
11874,286.097,1.804
11875,286.122,1.838
11876,286.147,1.8219999999999998
11877,286.172,1.8430000000000002
11878,286.197,1.8419999999999999
11879,286.222,1.882
11880,286.247,1.864
11881,286.272,1.857
11882,286.297,1.8630000000000002
11883,286.322,1.868
11884,286.347,1.683
11885,286.372,1.715
11886,286.397,1.7209999999999999
11887,286.422,1.767
11888,286.447,1.77
11889,286.472,1.771
11890,286.497,1.7690000000000001
11891,286.522,1.745
11892,286.547,1.754
11893,286.572,1.758
11894,286.597,1.781
11895,286.622,1.761
11896,286.647,1.766
11897,286.672,1.8159999999999998
11898,286.697,1.825
11899,286.722,1.811
11900,286.747,1.798
11901,286.772,1.839
11902,286.797,1.871
11903,286.822,1.875
11904,286.847,1.785
11905,286.872,1.75
11906,286.897,1.764
11907,286.922,1.768
11908,286.947,1.7919999999999998
11909,286.972,1.776
11910,286.997,1.804
11911,287.022,1.79
11912,287.047,1.776
11913,287.072,1.786
11914,287.097,1.788
11915,287.122,1.788
11916,287.147,1.81
11917,287.172,1.814
11918,287.197,1.76
11919,287.222,1.78
11920,287.247,1.787
11921,287.272,1.777
11922,287.297,1.7790000000000001
11923,287.322,1.81
11924,287.347,1.795
11925,287.372,1.744
11926,287.397,1.719
11927,287.422,1.71
11928,287.447,1.703
11929,287.472,1.714
11930,287.497,1.7280000000000002
11931,287.512,1.847
11932,287.53700000000003,1.8159999999999998
11933,287.562,1.8619999999999999
11934,287.587,1.8619999999999999
11935,287.612,1.8
11936,287.637,1.804
11937,287.66200000000003,1.8
11938,287.687,1.7990000000000002
11939,287.712,1.756
11940,287.737,1.791
11941,287.762,1.811
11942,287.78700000000003,1.82
11943,287.812,1.8519999999999999
11944,287.837,1.808
11945,287.862,1.8430000000000002
11946,287.887,1.8559999999999999
11947,287.91200000000003,1.906
11948,287.937,1.735
11949,287.962,1.742
11950,287.987,1.733
11951,288.012,1.6780000000000002
11952,288.03700000000003,1.736
11953,288.062,1.796
11954,288.087,1.8019999999999998
11955,288.112,1.801
11956,288.137,1.795
11957,288.16200000000003,1.768
11958,288.187,1.744
11959,288.212,1.7690000000000001
11960,288.237,1.7519999999999998
11961,288.262,1.768
11962,288.28700000000003,1.794
11963,288.312,1.814
11964,288.337,1.818
11965,288.362,1.839
11966,288.387,1.787
11967,288.41200000000003,1.7719999999999998
11968,288.437,1.795
11969,288.462,1.819
11970,288.487,1.815
11971,288.512,1.811
11972,288.53700000000003,1.844
11973,288.562,1.7790000000000001
11974,288.587,1.724
11975,288.612,1.788
11976,288.637,1.7630000000000001
11977,288.66200000000003,1.765
11978,288.687,1.745
11979,288.712,1.76
11980,288.737,1.7530000000000001
11981,288.762,1.723
11982,288.78700000000003,1.776
11983,289.006,1.5819999999999999
11984,289.031,1.617
11985,289.056,1.771
11986,289.08099999999996,1.79
11987,289.106,1.7480000000000002
11988,289.131,1.764
11989,289.156,1.765
11990,289.181,1.751
11991,289.20599999999996,1.754
11992,289.231,1.77
11993,289.256,1.794
11994,289.281,1.786
11995,289.306,1.7819999999999998
11996,289.33099999999996,1.8259999999999998
11997,289.356,1.849
11998,289.381,1.8159999999999998
11999,289.406,1.7480000000000002
12000,289.431,1.7309999999999999
12001,289.45599999999996,1.706
12002,289.481,1.714
12003,289.506,1.7930000000000001
12004,289.531,1.798
12005,289.556,1.848
12006,289.58099999999996,1.8359999999999999
12007,289.606,1.776
12008,289.631,1.785
12009,289.656,1.755
12010,289.681,1.709
12011,289.70599999999996,1.7169999999999999
12012,289.731,1.7180000000000002
12013,289.756,1.777
12014,289.781,1.7730000000000001
12015,289.806,1.8
12016,289.83099999999996,1.8159999999999998
12017,289.856,1.8090000000000002
12018,289.881,1.819
12019,289.906,1.83
12020,289.931,1.8869999999999998
12021,289.95599999999996,1.885
12022,289.981,1.77
12023,290.006,1.7890000000000001
12024,290.031,1.808
12025,290.056,1.8
12026,290.08099999999996,1.8090000000000002
12027,290.106,1.8119999999999998
12028,290.131,1.8159999999999998
12029,290.156,1.8319999999999999
12030,290.181,1.8659999999999999
12031,290.20599999999996,1.818
12032,290.231,1.7819999999999998
12033,290.256,1.831
12034,290.281,1.79
12035,290.305,1.815
12036,290.33,1.736
12037,290.356,1.7590000000000001
12038,290.38,1.777
12039,290.406,1.795
12040,290.43,1.7990000000000002
12041,290.455,1.8119999999999998
12042,290.481,1.854
12043,290.522,1.806
12044,290.547,1.821
12045,290.572,1.849
12046,290.597,1.8869999999999998
12047,290.622,1.735
12048,290.647,1.7519999999999998
12049,290.672,1.7790000000000001
12050,290.697,1.791
12051,290.722,1.785
12052,290.747,1.795
12053,290.772,1.811
12054,290.797,1.808
12055,290.822,1.8230000000000002
12056,290.847,1.7819999999999998
12057,290.872,1.757
12058,290.897,1.7480000000000002
12059,290.922,1.764
12060,290.947,1.7730000000000001
12061,290.972,1.82
12062,290.997,1.764
12063,291.022,1.8459999999999999
12064,291.047,1.788
12065,291.072,1.7930000000000001
12066,291.097,1.7469999999999999
12067,291.122,1.785
12068,291.147,1.79
12069,291.172,1.834
12070,291.197,1.821
12071,291.222,1.795
12072,291.247,1.8019999999999998
12073,291.272,1.804
12074,291.297,1.796
12075,291.322,1.824
12076,291.347,1.868
12077,291.372,1.81
12078,291.397,1.827
12079,291.422,1.791
12080,291.447,1.798
12081,291.472,1.801
12082,291.497,1.768
12083,291.522,1.835
12084,291.547,1.848
12085,291.572,1.883
12086,291.597,1.882
12087,291.622,1.8459999999999999
12088,291.647,1.854
12089,291.672,1.8659999999999999
12090,291.697,1.845
12091,291.722,1.847
12092,291.747,1.828
12093,291.772,1.838
12094,291.797,1.849
12095,291.822,1.871
12096,291.847,1.871
12097,291.872,1.9180000000000001
12098,291.897,1.912
12099,291.922,1.935
12100,291.947,1.841
12101,291.972,1.912
12102,291.997,1.787
12103,292.013,2.059
12104,292.038,1.946
12105,292.063,1.9509999999999998
12106,292.08799999999997,1.9409999999999998
12107,292.113,1.943
12108,292.138,1.93
12109,292.163,1.94
12110,292.188,1.962
12111,292.21299999999997,1.9780000000000002
12112,292.238,1.979
12113,292.263,2.0
12114,292.288,1.993
12115,292.313,2.008
12116,292.33799999999997,2.046
12117,292.363,2.082
12118,292.388,2.0980000000000003
12119,292.413,2.137
12120,292.438,2.0909999999999997
12121,292.46299999999997,2.1109999999999998
12122,292.488,2.096
12123,292.513,1.8719999999999999
12124,292.538,1.851
12125,292.563,1.8880000000000001
12126,292.58799999999997,1.8880000000000001
12127,292.613,1.8780000000000001
12128,292.638,1.861
12129,292.663,1.962
12130,292.688,1.936
12131,292.71299999999997,2.0380000000000003
12132,292.738,2.024
12133,292.763,1.875
12134,292.788,1.88
12135,292.813,1.88
12136,292.83799999999997,1.9
12137,292.863,1.847
12138,292.888,1.893
12139,292.913,1.8530000000000002
12140,292.938,1.859
12141,292.96299999999997,1.8719999999999999
12142,292.988,1.911
12143,293.013,1.8519999999999999
12144,293.038,1.841
12145,293.063,1.8019999999999998
12146,293.08799999999997,1.817
12147,293.113,1.829
12148,293.138,1.89
12149,293.163,2.026
12150,293.188,1.986
12151,293.21299999999997,1.875
12152,293.238,1.861
12153,293.263,1.87
12154,293.288,1.804
12155,293.313,1.8
12156,293.33799999999997,1.82
12157,293.363,1.7930000000000001
12158,293.388,1.8630000000000002
12159,293.413,1.062
12160,293.442,1.861
12161,293.467,1.8430000000000002
12162,293.492,1.996
12163,293.517,1.949
12164,293.54200000000003,1.87
12165,293.567,1.8630000000000002
12166,293.592,1.9080000000000001
12167,293.617,2.006
12168,293.642,1.946
12169,293.66700000000003,1.925
12170,293.692,1.8530000000000002
12171,293.717,1.8630000000000002
12172,293.742,1.855
12173,293.767,1.893
12174,293.79200000000003,1.8419999999999999
12175,293.816,1.8459999999999999
12176,293.841,1.801
12177,293.866,1.8559999999999999
12178,293.89099999999996,1.77
12179,293.916,1.859
12180,293.941,1.902
12181,293.966,1.8769999999999998
12182,293.991,1.794
12183,294.01599999999996,1.7990000000000002
12184,294.2,1.395
12185,294.225,1.7409999999999999
12186,294.25,1.784
12187,294.275,1.66
12188,294.3,1.8719999999999999
12189,294.325,1.9609999999999999
12190,294.35,1.9969999999999999
12191,294.375,2.062
12192,294.4,2.084
12193,294.425,2.0469999999999997
12194,294.45,2.0540000000000003
12195,294.475,2.097
12196,294.5,2.109
12197,294.525,2.063
12198,294.55,2.099
12199,294.575,2.064
12200,294.6,2.019
12201,294.625,2.016
12202,294.65,2.072
12203,294.675,2.02
12204,294.7,1.996
12205,294.725,1.7690000000000001
12206,294.75,1.8
12207,294.775,1.798
12208,294.8,1.7919999999999998
12209,294.825,1.795
12210,294.85,1.791
12211,294.875,1.8
12212,294.9,1.778
12213,294.925,1.755
12214,294.95,1.7619999999999998
12215,294.975,1.7480000000000002
12216,295.0,1.7630000000000001
12217,295.025,1.7730000000000001
12218,295.05,1.76
12219,295.075,1.771
12220,295.1,1.78
12221,295.125,1.777
12222,295.15,1.774
12223,295.175,1.7519999999999998
12224,295.2,1.765
12225,295.225,1.754
12226,295.25,1.7630000000000001
12227,295.275,1.743
12228,295.3,1.725
12229,295.325,1.751
12230,295.35,1.745
12231,295.375,1.771
12232,295.4,1.766
12233,295.425,1.8030000000000002
12234,295.45,1.8030000000000002
12235,295.475,1.827
12236,295.5,1.796
12237,295.525,1.797
12238,295.55,1.7819999999999998
12239,295.575,1.766
12240,295.6,1.795
12241,295.625,1.757
12242,295.65,1.794
12243,295.675,1.797
12244,295.7,0.703
12245,295.719,1.805
12246,295.744,1.8019999999999998
12247,295.769,1.8090000000000002
12248,295.79400000000004,1.8019999999999998
12249,295.819,1.808
12250,295.844,1.808
12251,295.869,1.804
12252,295.894,1.804
12253,295.91900000000004,1.819
12254,295.944,1.851
12255,295.969,1.8519999999999999
12256,295.994,1.841
12257,296.019,1.86
12258,296.04400000000004,1.824
12259,296.069,1.814
12260,296.094,1.8159999999999998
12261,296.119,1.8130000000000002
12262,296.144,1.805
12263,296.16900000000004,1.837
12264,296.194,1.835
12265,296.219,1.819
12266,296.244,1.851
12267,296.269,1.844
12268,296.29400000000004,1.848
12269,296.319,1.85
12270,296.344,1.875
12271,296.369,1.895
12272,296.394,1.8719999999999999
12273,296.41900000000004,1.8980000000000001
12274,296.444,1.923
12275,296.469,1.931
12276,296.494,1.964
12277,296.519,1.9040000000000001
12278,296.54400000000004,1.9680000000000002
12279,296.569,1.973
12280,296.594,2.011
12281,296.619,1.912
12282,296.644,1.9769999999999999
12283,296.66900000000004,2.013
12284,296.694,2.046
12285,296.719,1.962
12286,296.744,1.8359999999999999
12287,296.769,1.8030000000000002
12288,296.79400000000004,1.821
12289,296.819,1.8
12290,296.844,1.818
12291,296.869,1.7790000000000001
12292,296.894,1.7819999999999998
12293,296.91900000000004,1.768
12294,296.944,1.787
12295,296.969,1.787
12296,296.994,0.882
12297,297.221,1.62
12298,297.246,1.798
12299,297.27099999999996,1.797
12300,297.296,1.781
12301,297.32099999999997,1.7919999999999998
12302,297.346,1.808
12303,297.371,1.818
12304,297.39599999999996,1.834
12305,297.421,1.815
12306,297.44599999999997,1.784
12307,297.471,1.781
12308,297.496,1.771
12309,297.52099999999996,1.7930000000000001
12310,297.546,1.798
12311,297.57099999999997,1.837
12312,297.596,1.828
12313,297.621,1.821
12314,297.64599999999996,1.889
12315,297.671,1.761
12316,297.69599999999997,1.765
12317,297.721,1.755
12318,297.746,1.746
12319,297.77099999999996,1.761
12320,297.796,1.788
12321,297.82099999999997,1.806
12322,297.846,1.794
12323,297.871,1.814
12324,297.89599999999996,1.8159999999999998
12325,297.921,1.801
12326,297.94599999999997,1.835
12327,297.971,1.828
12328,297.996,1.847
12329,298.02099999999996,1.8630000000000002
12330,298.046,1.851
12331,298.07099999999997,1.838
12332,298.096,1.8230000000000002
12333,298.121,1.8559999999999999
12334,303.9,0.331
12335,303.925,1.253
12336,303.95,1.9240000000000002
12337,303.975,1.913
12338,304.0,1.845
12339,304.025,1.696
12340,304.05,1.8159999999999998
12341,304.075,1.864
12342,304.1,1.84
12343,304.125,1.835
12344,304.15,1.8259999999999998
12345,304.175,1.845
12346,304.2,1.883
12347,304.225,1.876
12348,304.25,1.9240000000000002
12349,304.275,1.786
12350,304.3,1.785
12351,304.325,1.7930000000000001
12352,304.35,1.838
12353,304.375,1.8430000000000002
12354,304.4,1.893
12355,304.425,1.8780000000000001
12356,304.45,1.891
12357,304.475,1.921
12358,304.5,1.952
12359,304.525,2.021
