,Depth CSF-B (m),Magnetic susceptibility (instr. units)
9179,203.14700000000002,37.6
9180,203.171,37.8
9181,203.195,39.2
9182,203.21900000000002,40.0
9183,203.24400000000003,40.8
9184,203.268,37.8
9185,203.292,34.0
9186,203.31599999999997,31.8
9187,203.34,29.8
9188,203.364,28.8
9189,203.389,28.4
9190,203.41299999999998,28.4
9191,203.437,30.2
9192,203.46099999999998,30.4
9193,203.486,31.0
9194,203.51,32.2
9195,203.53400000000002,34.2
9196,203.558,37.0
9197,203.582,49.4
9198,203.607,71.6
9199,203.63099999999997,79.8
9200,203.655,78.2
9201,203.679,79.0
9202,203.704,77.4
9203,203.72799999999998,69.2
9204,203.752,62.2
9205,203.77599999999998,57.2
9206,203.8,51.6
9207,203.813,48.2
9208,203.83700000000002,51.8
9209,203.862,51.4
9210,203.886,47.2
9211,203.91,43.0
9212,203.93400000000003,40.2
9213,203.958,36.6
9214,203.983,34.0
9215,204.007,32.6
9216,204.03099999999998,34.0
9217,204.055,37.2
9218,204.08,41.2
9219,204.104,50.0
9220,204.128,59.8
9221,204.15200000000002,60.2
9222,204.17700000000002,54.0
9223,204.201,47.8
9224,204.225,42.8
9225,204.24900000000002,42.0
9226,204.273,41.4
9227,204.298,40.0
9228,204.322,35.6
9229,204.34599999999998,35.4
9230,204.37,35.0
9231,204.395,33.6
9232,204.419,33.2
9233,204.44299999999998,33.6
9234,204.467,33.8
9235,204.49200000000002,33.2
9236,204.516,33.8
9237,204.54,33.8
9238,204.56400000000002,34.0
9239,204.58900000000003,34.6
9240,204.613,35.0
9241,204.637,33.6
9242,204.66099999999997,34.0
9243,204.685,35.4
9244,204.71,36.4
9245,204.734,36.4
9246,204.75799999999998,34.6
9247,204.782,37.6
9248,204.80599999999998,43.0
9249,204.831,47.8
9250,204.855,45.6
9251,204.87900000000002,42.4
9252,204.903,41.0
9253,204.928,38.2
9254,204.952,36.6
9255,204.976,36.2
9256,205.0,37.4
9257,205.025,36.8
9258,205.049,34.2
9259,205.07299999999998,33.8
9260,205.097,34.0
9261,205.12099999999998,35.2
9262,205.146,39.0
9263,205.17,42.4
9264,205.19400000000002,42.0
9265,205.218,40.0
9266,205.243,37.8
9267,205.266,15.8
9268,205.29,29.0
9269,205.31400000000002,31.2
9270,205.33900000000003,32.0
9271,205.363,34.8
9272,205.387,38.6
9273,205.41099999999997,44.0
9274,205.435,53.0
9275,205.46,65.6
9276,205.484,69.6
9277,205.50799999999998,68.0
9278,205.532,62.0
9279,205.55700000000002,55.8
9280,205.581,51.8
9281,205.605,47.0
9282,205.62900000000002,41.4
9283,205.653,39.0
9284,205.678,38.2
9285,205.702,38.2
9286,205.726,37.0
9287,205.75,35.6
9288,205.774,34.0
9289,205.799,32.0
9290,205.82299999999998,31.4
9291,205.847,32.2
9292,205.87099999999998,33.2
9293,205.895,34.0
9294,205.92,37.0
9295,205.94400000000002,43.0
9296,205.968,49.4
9297,205.99200000000002,52.0
9298,206.016,51.4
9299,206.041,59.8
9300,206.065,68.0
9301,206.08900000000003,73.2
9302,206.113,74.8
9303,206.138,74.6
9304,206.162,75.8
9305,206.18599999999998,69.4
9306,206.21,61.4
9307,206.234,56.4
9308,206.25900000000001,52.8
9309,206.283,44.8
9310,206.30700000000002,41.4
9311,206.331,32.2
9312,206.34099999999998,-28.8
9313,206.365,-29.0
9314,206.389,-30.4
9315,206.41400000000002,-30.0
9316,206.438,-27.0
9317,206.46200000000002,-25.0
9318,206.486,-25.0
9319,206.51,-26.0
9320,206.535,-26.4
9321,206.55900000000003,-27.0
9322,206.583,-24.6
9323,206.607,-17.0
9324,206.632,1.4
9325,206.65599999999998,12.0
9326,206.68,10.0
9327,206.704,1.0
9328,206.72799999999998,-6.8
9329,206.753,-11.8
9330,206.77700000000002,-15.0
9331,206.801,-17.6
9332,206.825,-20.6
9333,206.84900000000002,-22.6
9334,206.87400000000002,-21.4
9335,206.898,-18.8
9336,206.922,-24.8
9337,206.946,-32.0
9338,207.3,10.0
9339,207.324,24.4
9340,207.34900000000002,34.6
9341,207.373,38.2
9342,207.398,49.0
9343,207.422,62.2
9344,207.447,62.8
9345,207.47099999999998,59.2
9346,207.495,57.2
9347,207.52,51.0
9348,207.544,43.0
9349,207.56900000000002,41.4
9350,207.593,42.4
9351,207.618,42.0
9352,207.642,38.8
9353,207.667,38.6
9354,207.69099999999997,39.0
9355,207.715,39.0
9356,207.74,39.8
9357,207.764,41.8
9358,207.78900000000002,43.0
9359,207.813,42.6
9360,207.838,42.2
9361,207.862,42.2
9362,207.886,42.8
9363,207.91099999999997,47.8
9364,207.935,54.6
9365,207.96,55.0
9366,207.984,51.0
9367,208.00900000000001,46.4
9368,208.033,41.6
9369,208.05700000000002,39.8
9370,208.082,38.8
9371,208.106,36.6
9372,208.13099999999997,36.0
9373,208.155,36.8
9374,208.18,37.4
9375,208.204,38.6
9376,208.22799999999998,41.2
9377,208.253,40.2
9378,208.27700000000002,37.0
9379,208.30200000000002,35.8
9380,208.326,34.4
9381,208.351,33.8
9382,208.375,33.4
9383,208.399,33.0
9384,208.424,33.8
9385,208.44799999999998,36.6
9386,208.47299999999998,41.6
9387,208.497,50.2
9388,208.52200000000002,60.0
9389,208.546,62.0
9390,208.57,59.6
9391,208.595,56.0
9392,208.61900000000003,52.8
9393,208.644,50.4
9394,208.668,47.8
9395,208.69299999999998,44.4
9396,208.717,41.2
9397,208.74099999999999,36.6
9398,208.766,32.6
9399,208.78599999999997,33.4
9400,208.81,36.6
9401,208.835,42.4
9402,208.859,47.6
9403,208.88400000000001,47.2
9404,208.908,43.4
9405,208.93200000000002,40.0
9406,208.957,34.8
9407,208.981,29.6
9408,209.00599999999997,26.4
9409,209.03,24.2
9410,209.055,22.0
9411,209.079,19.6
9412,209.104,19.0
9413,209.128,22.4
9414,209.153,32.6
9415,209.17700000000002,43.4
9416,209.201,48.0
9417,209.226,49.8
9418,209.25,49.4
9419,209.275,47.4
9420,209.299,45.4
9421,209.324,43.0
9422,209.34799999999998,41.2
9423,209.373,40.4
9424,209.39700000000002,40.6
9425,209.421,40.6
9426,209.446,39.6
9427,209.47,39.4
9428,209.495,39.4
9429,209.519,39.8
9430,209.544,40.8
9431,209.56799999999998,40.8
9432,209.593,41.6
9433,209.61700000000002,43.6
9434,209.642,49.0
9435,209.666,55.2
9436,209.69,54.8
9437,209.715,53.0
9438,209.739,51.0
9439,209.764,48.2
9440,209.78799999999998,45.0
9441,209.812,41.4
9442,209.83700000000002,31.2
9443,209.861,37.6
9444,209.886,37.0
9445,209.91,36.8
9446,209.935,37.4
9447,209.959,38.2
9448,209.984,38.2
9449,210.00799999999998,38.2
9450,210.033,39.4
9451,210.05700000000002,45.4
9452,210.081,48.8
9453,210.106,47.2
9454,210.13,44.2
9455,210.155,40.0
9456,210.179,35.0
9457,210.204,32.4
9458,210.22799999999998,28.2
9459,210.25099999999998,27.6
9460,210.27599999999998,30.8
9461,210.3,31.8
9462,210.325,33.0
9463,210.34900000000002,33.8
9464,210.373,35.4
9465,210.398,41.0
9466,210.422,45.0
9467,210.447,44.8
9468,210.47099999999998,43.4
9469,210.49599999999998,42.4
9470,210.52,41.0
9471,210.544,37.8
9472,210.56900000000002,34.8
9473,210.593,35.0
9474,210.618,35.0
9475,210.642,35.4
9476,210.667,36.0
9477,210.69099999999997,35.4
9478,210.71599999999998,35.2
9479,210.74,35.8
9480,210.764,35.6
9481,210.78900000000002,36.0
9482,210.813,36.2
9483,210.838,36.8
9484,210.862,40.0
9485,210.887,43.0
9486,210.91099999999997,51.4
9487,210.935,62.0
9488,210.96,57.8
9489,210.984,51.0
9490,211.00900000000001,47.0
9491,211.033,42.8
9492,211.05700000000002,40.0
9493,211.082,37.8
9494,211.106,35.0
9495,211.13099999999997,32.2
9496,211.155,33.2
9497,211.18,34.0
9498,211.204,34.8
9499,211.22799999999998,36.2
9500,211.253,35.6
9501,211.27700000000002,34.8
9502,211.30200000000002,34.4
9503,211.326,35.0
9504,211.351,34.8
9505,211.375,34.2
9506,211.399,34.8
9507,211.424,34.8
9508,211.44799999999998,35.2
9509,211.47299999999998,35.2
9510,211.497,36.8
9511,211.52200000000002,38.6
9512,211.546,40.4
9513,211.713,46.8
9514,211.738,49.6
9515,211.762,49.6
9516,211.787,48.6
9517,211.81099999999998,48.8
9518,211.83599999999998,53.0
9519,211.86,57.6
9520,211.885,58.6
9521,211.90900000000002,55.4
9522,211.93400000000003,52.6
9523,211.958,49.6
9524,211.982,46.8
9525,212.007,46.0
9526,212.03099999999998,47.2
9527,212.05599999999998,50.0
9528,212.08,57.8
9529,212.105,61.0
9530,212.12900000000002,59.6
9531,212.15400000000002,57.6
9532,212.178,55.4
9533,212.202,59.2
9534,212.227,66.0
9535,212.25099999999998,69.6
9536,212.27599999999998,67.8
9537,212.3,62.4
9538,212.325,58.6
9539,212.34900000000002,53.6
9540,212.37400000000002,48.2
9541,212.398,47.0
9542,212.423,53.0
9543,212.447,62.4
9544,212.47099999999998,65.0
9545,212.49599999999998,62.6
9546,212.52,59.4
9547,212.545,54.6
9548,212.56900000000002,50.2
9549,212.59400000000002,46.2
9550,212.618,43.2
9551,212.642,41.2
9552,212.667,40.0
9553,212.69099999999997,38.2
9554,212.71599999999998,36.4
9555,212.74,34.4
9556,212.765,33.8
9557,212.78900000000002,34.0
9558,212.81400000000002,34.2
9559,212.838,37.0
9560,212.862,42.2
9561,212.887,42.0
9562,212.91099999999997,40.0
9563,212.93599999999998,38.6
9564,212.96,37.0
9565,212.985,35.2
9566,213.00900000000001,34.4
9567,213.03400000000002,35.4
9568,213.058,36.2
9569,213.082,36.6
9570,213.107,39.8
9571,213.13099999999997,47.4
9572,213.15599999999998,50.2
9573,213.172,48.4
9574,213.196,49.8
9575,213.22099999999998,47.8
9576,213.245,45.2
9577,213.27,43.8
9578,213.294,42.4
9579,213.31799999999998,42.2
9580,213.343,41.4
9581,213.36700000000002,40.4
9582,213.392,39.8
9583,213.416,39.0
9584,213.44099999999997,37.6
9585,213.465,38.2
9586,213.489,39.0
9587,213.514,40.2
9588,213.53799999999998,44.4
9589,213.563,45.4
9590,213.58700000000002,46.0
9591,213.612,49.8
9592,213.636,47.6
9593,213.66099999999997,46.2
9594,213.685,45.2
9595,213.709,45.8
9596,213.734,47.8
9597,213.75799999999998,54.6
9598,213.783,59.6
9599,213.80700000000002,60.4
9600,213.832,60.0
9601,213.856,58.6
9602,213.88,54.8
9603,213.905,51.2
9604,213.929,48.4
9605,213.954,45.2
9606,213.97799999999998,42.2
9607,214.003,40.0
9608,214.02700000000002,40.0
9609,214.051,39.0
9610,214.076,39.4
9611,214.1,42.6
9612,214.125,44.2
9613,214.149,45.4
9614,214.173,44.0
9615,214.19799999999998,40.0
9616,214.222,38.2
9617,214.247,38.6
9618,214.271,38.8
9619,214.296,38.6
9620,214.32,38.6
9621,214.34400000000002,39.4
9622,214.36900000000003,40.4
9623,214.393,42.0
9624,214.418,43.0
9625,214.442,41.0
9626,214.467,38.6
9627,214.49099999999999,37.6
9628,214.516,37.0
9629,214.54,34.0
9630,214.56400000000002,33.0
9631,214.58900000000003,34.0
9632,214.613,34.0
9633,214.636,32.0
9634,214.66,34.4
9635,214.685,35.0
9636,214.709,36.0
9637,214.734,35.4
9638,214.75799999999998,35.6
9639,214.782,34.8
9640,214.80700000000002,35.0
9641,214.831,34.8
9642,214.856,33.8
9643,214.88,33.4
9644,214.905,33.6
9645,214.929,33.0
9646,214.954,32.2
9647,214.97799999999998,33.0
9648,215.002,33.0
9649,215.02700000000002,32.4
9650,215.051,32.0
9651,215.076,32.0
9652,215.1,32.6
9653,215.125,33.6
9654,215.149,34.0
9655,215.174,33.6
9656,215.19799999999998,33.8
9657,215.222,37.0
9658,215.247,39.4
9659,215.271,38.2
9660,215.296,36.4
9661,215.32,39.4
9662,215.345,40.6
9663,215.36900000000003,39.4
9664,215.393,39.2
9665,215.418,40.6
9666,215.442,35.8
9667,215.467,34.8
9668,215.49099999999999,35.0
9669,215.516,35.0
9670,215.54,34.8
9671,215.565,34.6
9672,215.58900000000003,35.0
9673,215.613,34.2
9674,215.638,33.8
9675,215.662,33.8
9676,215.687,33.2
9677,215.71099999999998,33.6
9678,215.736,33.6
9679,215.76,33.8
9680,215.785,33.0
9681,215.80900000000003,32.6
9682,215.833,32.0
9683,215.858,31.8
9684,215.882,31.8
9685,215.907,31.4
9686,215.921,31.2
9687,215.946,35.0
9688,215.97,36.6
9689,215.99400000000003,35.2
9690,216.019,35.2
9691,216.043,37.0
9692,216.06799999999998,37.8
9693,216.092,36.6
9694,216.11599999999999,36.2
9695,216.141,37.0
9696,216.165,37.4
9697,216.19,35.8
9698,216.21400000000003,35.2
9699,216.239,34.8
9700,216.263,34.0
9701,216.287,34.8
9702,216.312,36.6
9703,216.33599999999998,35.6
9704,216.361,35.2
9705,216.385,37.0
9706,216.40900000000002,42.6
9707,216.43400000000003,49.0
9708,216.458,49.4
9709,216.483,39.8
9710,216.523,41.6
9711,216.548,57.2
9712,216.572,69.4
9713,216.597,77.8
9714,216.62099999999998,80.8
9715,216.646,78.4
9716,216.67,74.0
9717,216.695,71.6
9718,216.71900000000002,68.6
9719,216.743,57.0
9720,216.768,34.2
9721,216.792,29.8
9722,216.817,33.4
9723,216.84099999999998,28.6
9724,216.86599999999999,15.0
9725,216.89,3.8
9726,216.9,8.2
9727,216.925,20.0
9728,216.949,28.4
9729,216.97400000000002,34.4
9730,216.99900000000002,39.2
9731,217.024,44.8
9732,217.048,45.8
9733,217.07299999999998,40.2
9734,217.09799999999998,39.0
9735,217.122,42.4
9736,217.14700000000002,49.6
9737,217.172,52.0
9738,217.196,51.8
9739,217.22099999999998,50.8
9740,217.24599999999998,50.4
9741,217.27,53.8
9742,217.295,56.0
9743,217.32,55.0
9744,217.345,53.2
9745,217.36900000000003,52.0
9746,217.394,50.2
9747,217.419,47.2
9748,217.44299999999998,43.0
9749,217.468,41.0
9750,217.493,38.8
9751,217.518,36.8
9752,217.542,37.0
9753,217.567,37.8
9754,217.592,37.6
9755,217.61599999999999,36.8
9756,217.641,39.0
9757,217.666,39.0
9758,217.69,39.0
9759,217.715,38.4
9760,217.74,38.0
9761,217.764,37.8
9762,217.78900000000002,37.6
9763,217.81400000000002,38.2
9764,217.83900000000003,39.2
9765,217.863,40.8
9766,217.888,39.2
9767,217.91299999999998,37.6
9768,217.937,38.8
9769,217.96200000000002,38.2
9770,217.987,38.2
9771,218.011,38.4
9772,218.03599999999997,41.0
9773,218.06099999999998,40.8
9774,218.08599999999998,40.4
9775,218.11,39.0
9776,218.135,39.8
9777,218.16,40.8
9778,218.18400000000003,41.2
9779,218.209,40.4
9780,218.234,40.0
9781,218.25799999999998,38.8
9782,218.283,37.2
9783,218.308,37.6
9784,218.333,36.4
9785,218.357,34.6
9786,218.382,30.0
9787,218.399,35.2
9788,218.424,40.8
9789,218.449,45.0
9790,218.47299999999998,52.0
9791,218.498,52.4
9792,218.523,51.4
9793,218.547,51.0
9794,218.572,51.0
9795,218.597,50.0
9796,218.622,47.6
9797,218.646,45.4
9798,218.671,42.6
9799,218.696,41.2
9800,218.72,38.6
9801,218.745,35.6
9802,218.77,34.2
9803,218.794,33.0
9804,218.81900000000002,35.0
9805,218.84400000000002,37.8
9806,218.868,38.6
9807,218.893,38.6
9808,218.918,38.0
9809,218.942,37.8
9810,218.967,37.0
9811,218.99200000000002,36.4
9812,219.016,36.6
9813,219.041,38.0
9814,219.06599999999997,38.6
9815,219.09099999999998,39.2
9816,219.115,38.8
9817,219.14,38.2
9818,219.165,37.4
9819,219.18900000000002,37.4
9820,219.21400000000003,37.0
9821,219.239,36.8
9822,219.263,37.2
9823,219.28799999999998,37.6
9824,219.313,37.6
9825,219.33700000000002,36.2
9826,219.362,36.0
9827,219.387,36.6
9828,219.41099999999997,37.4
9829,219.43599999999998,41.2
9830,219.46099999999998,46.8
9831,219.485,47.4
9832,219.51,47.6
9833,219.535,53.4
9834,219.55900000000003,54.2
9835,219.584,53.4
9836,219.609,48.8
9837,219.63299999999998,42.8
9838,219.658,38.4
9839,219.683,34.0
9840,219.707,31.0
9841,219.732,29.6
9842,219.757,29.2
9843,219.78099999999998,27.4
9844,219.80599999999998,24.8
9845,219.831,23.4
9846,219.855,20.4
9847,219.87099999999998,18.8
9848,219.895,22.0
9849,219.92,24.0
9850,219.945,25.4
9851,219.97,32.6
9852,219.99400000000003,44.4
9853,220.019,50.0
9854,220.044,50.0
9855,220.06799999999998,50.4
9856,220.093,51.0
9857,220.118,51.0
9858,220.142,49.6
9859,220.167,47.8
9860,220.192,48.0
9861,220.217,50.6
9862,220.24099999999999,55.2
9863,220.266,58.0
9864,220.291,58.8
9865,220.315,59.0
9866,220.34,59.2
9867,220.365,56.2
9868,220.389,54.2
9869,220.41400000000002,55.8
9870,220.43900000000002,56.2
9871,220.46400000000003,55.8
9872,220.488,54.8
9873,220.513,52.6
9874,220.53799999999998,48.8
9875,220.562,48.0
9876,220.58700000000002,45.0
9877,220.612,41.6
9878,220.636,38.8
9879,220.66099999999997,35.0
9880,220.68599999999998,30.2
9881,220.71,32.0
9882,220.735,33.6
9883,220.76,33.8
9884,220.78400000000002,34.8
9885,220.80900000000003,35.6
9886,220.834,35.6
9887,220.859,33.8
9888,220.88299999999998,32.6
9889,220.908,31.6
9890,220.933,32.4
9891,220.957,33.8
9892,220.982,35.4
9893,221.007,37.8
9894,221.03099999999998,37.0
9895,221.05599999999998,37.4
9896,221.081,37.2
9897,221.106,35.8
9898,221.13,35.0
9899,221.155,32.8
9900,221.18,32.8
9901,221.357,34.2
9902,221.382,37.6
9903,221.40599999999998,40.4
9904,221.43099999999998,49.2
9905,221.456,58.0
9906,221.48,60.4
9907,221.505,60.4
9908,221.53,61.0
9909,221.554,60.8
9910,221.579,58.8
9911,221.604,56.2
9912,221.628,54.8
9913,221.653,56.4
9914,221.678,61.0
9915,221.702,63.2
9916,221.727,65.0
9917,221.752,68.2
9918,221.77599999999998,72.0
9919,221.801,73.6
9920,221.826,73.4
9921,221.851,70.8
9922,221.875,67.0
9923,221.9,63.0
9924,221.925,58.0
9925,221.949,54.0
9926,221.97400000000002,48.8
9927,221.99900000000002,44.0
9928,222.023,37.8
9929,222.048,33.6
9930,222.07299999999998,35.4
9931,222.097,38.2
9932,222.122,39.2
9933,222.14700000000002,39.8
9934,222.171,40.0
9935,222.196,39.4
9936,222.22099999999998,39.4
9937,222.245,43.4
9938,222.27,49.0
9939,222.295,49.4
9940,222.31900000000002,47.6
9941,222.34400000000002,45.0
9942,222.36900000000003,41.4
9943,222.393,39.0
9944,222.418,37.4
9945,222.44299999999998,37.8
9946,222.467,37.0
9947,222.49200000000002,36.4
9948,222.517,37.0
9949,222.542,36.4
9950,222.56599999999997,36.8
9951,222.59099999999998,39.2
9952,222.61599999999999,41.2
9953,222.64,42.6
9954,222.665,41.8
9955,222.69,42.6
9956,222.71400000000003,46.6
9957,222.739,50.6
9958,222.764,46.8
9959,222.78799999999998,43.4
9960,222.813,40.4
9961,222.826,36.2
9962,222.851,37.2
9963,222.87599999999998,37.0
9964,222.9,38.4
9965,222.925,38.6
9966,222.95,38.2
9967,222.97400000000002,38.8
9968,222.99900000000002,38.4
9969,223.024,38.0
9970,223.049,38.8
9971,223.07299999999998,39.4
9972,223.09799999999998,39.2
9973,223.123,38.2
9974,223.14700000000002,38.6
9975,223.172,38.6
9976,223.197,35.6
9977,223.22099999999998,36.4
9978,223.24599999999998,36.6
9979,223.271,37.4
9980,223.296,38.2
9981,223.32,37.8
9982,223.345,37.8
9983,223.37,37.8
9984,223.394,38.0
9985,223.419,39.0
9986,223.44400000000002,40.0
9987,223.468,43.4
9988,223.493,46.0
9989,223.518,51.0
9990,223.543,50.2
9991,223.567,47.8
9992,223.592,47.8
9993,223.61700000000002,58.0
9994,223.641,61.6
9995,223.666,60.8
9996,223.69099999999997,59.2
9997,223.715,56.2
9998,223.74,54.0
9999,223.765,51.2
10000,223.78900000000002,48.8
10001,223.81400000000002,45.4
10002,223.83900000000003,43.8
10003,223.864,43.0
10004,223.888,43.8
10005,223.91299999999998,50.0
10006,223.938,53.8
10007,223.96200000000002,53.2
10008,223.987,52.6
10009,224.012,49.6
10010,224.03599999999997,47.0
10011,224.06099999999998,46.0
10012,224.08599999999998,45.6
10013,224.111,55.4
10014,224.135,56.4
10015,224.16,43.6
10016,224.185,42.6
10017,224.209,46.0
10018,224.234,52.6
10019,224.25900000000001,56.2
10020,224.283,52.6
10021,224.324,45.0
10022,224.34900000000002,44.6
10023,224.373,41.0
10024,224.398,39.4
10025,224.423,41.0
10026,224.447,43.6
10027,224.472,44.0
10028,224.497,39.4
10029,224.52200000000002,37.0
10030,224.546,35.6
10031,224.571,35.6
10032,224.59599999999998,37.6
10033,224.62,38.6
10034,224.645,36.2
10035,224.67,35.4
10036,224.69400000000002,36.4
10037,224.71900000000002,38.8
10038,224.74400000000003,38.0
10039,224.769,37.2
10040,224.793,38.4
10041,224.81799999999998,40.0
10042,224.843,38.8
10043,224.86700000000002,39.0
10044,224.892,42.0
10045,224.917,41.0
10046,224.94099999999997,42.8
10047,224.96599999999998,50.8
10048,224.99099999999999,47.6
10049,225.015,47.0
10050,225.04,44.4
10051,225.065,42.0
10052,225.08900000000003,42.2
10053,225.114,42.2
10054,225.139,40.2
10055,225.16299999999998,40.0
10056,225.188,38.2
10057,225.213,38.8
10058,225.238,42.6
10059,225.262,40.8
10060,225.287,38.8
10061,225.312,39.4
10062,225.33599999999998,41.4
10063,225.361,40.4
10064,225.386,39.0
10065,225.41,37.4
10066,225.435,35.6
10067,225.46,36.2
10068,225.484,37.2
10069,225.50900000000001,37.6
10070,225.53400000000002,37.8
10071,225.55900000000003,37.2
10072,225.583,35.8
10073,225.623,36.0
10074,225.64700000000002,39.6
10075,225.672,43.0
10076,225.697,45.0
10077,225.72099999999998,46.0
10078,225.74599999999998,47.0
10079,225.771,51.0
10080,225.796,52.8
10081,225.82,43.2
10082,225.845,44.6
10083,225.87,58.8
10084,225.894,64.6
10085,225.919,64.2
10086,225.94400000000002,61.0
10087,225.968,58.0
10088,225.993,61.4
10089,226.018,73.2
10090,226.042,73.0
10091,226.067,64.6
10092,226.092,54.6
10093,226.11599999999999,44.4
10094,226.141,25.4
10095,236.1,12.8
10096,236.12400000000002,24.8
10097,236.149,33.4
10098,236.173,60.8
10099,236.19799999999998,166.8
10100,236.222,164.2
10101,236.247,76.0
10102,236.271,62.0
10103,236.295,53.6
10104,236.32,47.6
10105,236.34400000000002,45.2
10106,236.36900000000003,43.6
10107,236.393,41.2
10108,236.418,41.4
10109,236.442,41.0
10110,236.46599999999998,40.0
10111,236.49099999999999,39.0
10112,236.515,38.8
10113,236.54,38.0
10114,236.56400000000002,38.0
10115,236.58900000000003,39.2
10116,236.613,40.6
10117,236.638,41.6
10118,236.662,42.2
10119,236.68599999999998,43.2
10120,236.71099999999998,45.4
10121,236.735,47.0
10122,236.76,47.0
10123,236.78400000000002,47.6
10124,236.80900000000003,49.6
10125,236.833,50.6
10126,236.857,52.8
10127,236.882,52.0
10128,236.90599999999998,52.2
10129,236.93099999999998,49.6
10130,236.955,47.8
10131,236.98,46.0
10132,237.00400000000002,44.0
10133,237.028,42.4
10134,237.053,41.8
10135,237.077,39.4
10136,237.102,39.2
10137,237.12599999999998,39.2
10138,237.15,40.0
10139,237.175,40.8
10140,237.199,41.0
10141,237.22400000000002,41.8
10142,237.248,41.4
10143,237.273,41.4
10144,237.297,41.8
10145,237.321,41.0
