"Exp","Site","Hole","Core","Type","Sect","A/W","Offset (cm)","Depth CSF-A (m)","Depth CSF-B (m)","Submethod","Moisture dry (wt%)","Moisture wet (wt%)","Bulk density (g/cm³)","Dry density (g/cm³)","Grain density (g/cm³)","Porosity (vol%)","Void ratio","Container number","Mass wet sample (g)","Mass dried sample (g)","Mass porewater (g)","Mass salt (g)","Mass solids (g)","Vol wet sample (cm³)","Vol dried sample (cm³)","Vol porewater (cm³)","Vol salt (cm³)","Vol solids (cm³)","Timestamp (UTC)","Text ID","Test No.","Sample comments"
"349","U1431","D","1","H","1","W","75.0","0.750","0.745","C","189.5","65.5","1.310","0.452","2.777","83.7","5.138","4861","10.436","3.844","6.831","0.239","3.605","7.969","1.406","6.671","0.10770","1.298","2014-02-03 15:13:49","CYL5320191","55881331",""
"349","U1431","D","1","H","2","W","50.0","2.000","1.988","C","151.0","60.2","1.372","0.547","2.816","80.6","4.152","4862","11.061","4.640","6.654","0.233","4.407","8.063","1.670","6.498","0.10490","1.565","2014-02-03 15:13:56","CYL5320221","55881341",""
"349","U1431","D","1","H","3","W","27.0","2.770","2.752","C","165.9","62.4","1.348","0.507","2.840","82.1","4.602","4863","10.327","4.109","6.444","0.226","3.883","7.660","1.469","6.293","0.10159","1.367","2014-02-03 15:14:03","CYL5320241","55881351",""
"349","U1431","D","2","H","1","W","60.0","3.800","3.800","C","114.5","53.4","1.462","0.681","2.865","76.2","3.204","4864","13.877","6.728","7.408","0.259","6.469","9.493","2.375","7.235","0.11680","2.258","2014-02-03 15:14:09","CYL5323491","55881361",""
"349","U1431","D","2","H","2","W","60.0","5.300","5.300","C","64.3","39.1","1.670","1.017","2.808","63.8","1.762","4865","13.403","8.343","5.244","0.184","8.159","8.026","2.988","5.121","0.08267","2.905","2014-02-03 15:14:15","CYL5323501","55881371",""
"349","U1431","D","2","H","3","W","60.0","6.800","6.800","C","167.1","62.6","1.347","0.504","2.847","82.3","4.647","4866","13.428","5.321","8.401","0.294","5.027","9.970","1.898","8.204","0.13245","1.766","2014-02-03 15:37:47","CYL5323511","55882081",""
"349","U1431","D","2","H","4","W","75.0","8.450","8.450","C","92.2","48.0","1.533","0.797","2.826","71.8","2.544","4867","13.810","7.418","6.624","0.232","7.186","9.011","2.647","6.469","0.10443","2.543","2014-02-03 15:37:53","CYL5323521","55882101",""
"349","U1431","D","2","H","5","W","69.0","9.890","9.890","C","90.1","47.4","1.543","0.812","2.839","71.4","2.498","4868","14.745","8.001","6.989","0.245","7.756","9.557","2.842","6.825","0.11018","2.732","2014-02-03 15:38:00","CYL5323531","55882111",""
"349","U1431","D","2","H","6","W","78.0","11.480","11.480","C","96.7","49.2","1.519","0.772","2.851","72.9","2.691","4853","14.503","7.624","7.128","0.249","7.375","9.548","2.699","6.961","0.11239","2.587","2014-02-03 15:37:40","CYL5323541","55882071",""
"349","U1431","D","3","H","1","W","69.0","13.390","13.390","C","46.1","31.5","1.811","1.240","2.803","55.8","1.261","4854","14.203","9.880","4.480","0.157","9.723","7.844","3.540","4.375","0.07063","3.469","2014-02-03 21:28:44","CYL5324411","55999121",""
"349","U1431","D","3","H","2","W","69.0","14.890","14.890","C","172.2","63.3","1.330","0.488","2.738","82.2","4.605","4855","12.717","4.953","8.046","0.282","4.671","9.563","1.833","7.857","0.12685","1.706","2014-02-03 21:29:14","CYL5324421","56001081",""
"349","U1431","D","3","H","3","W","72.0","16.420","16.420","C","112.7","53.0","1.464","0.688","2.834","75.7","3.118","4856","14.293","6.986","7.572","0.265","6.721","9.766","2.491","7.395","0.11938","2.372","2014-02-03 21:32:22","CYL5324431","56009151",""
"349","U1431","D","3","H","4","W","53.0","17.730","17.730","C","111.7","52.8","1.468","0.694","2.848","75.6","3.106","4857","12.009","5.895","6.336","0.222","5.673","8.179","2.092","6.187","0.09989","1.992","2014-02-03 21:32:29","CYL5324441","56009461",""
"349","U1431","D","3","H","5","W","82.0","19.520","19.520","C","103.9","51.0","1.489","0.730","2.823","74.1","2.866","4858","9.135","4.642","4.656","0.163","4.479","6.133","1.660","4.547","0.07340","1.587","2014-02-03 21:32:50","CYL5324451","56010341",""
"349","U1431","D","3","H","6","W","89.0","21.090","21.090","C","93.1","48.2","1.542","0.799","2.917","72.6","2.652","4859","11.197","5.988","5.398","0.189","5.799","7.259","2.073","5.271","0.08510","1.988","2014-02-03 21:49:15","CYL5324461","56017971",""
"349","U1431","D","3","H","6","W","110.0","21.300","21.300","C","106.6","51.6","1.485","0.719","2.857","74.8","2.975","4860","14.875","7.468","7.676","0.269","7.199","10.016","2.641","7.496","0.12101","2.520","2014-02-03 21:49:22","CYL5324471","56017981",""
"349","U1431","D","3","H","7","W","27.0","21.680","21.680","C","111.5","52.7","1.467","0.693","2.831","75.5","3.082","4845","14.286","7.018","7.532","0.264","6.754","9.741","2.505","7.355","0.11874","2.386","2014-02-03 21:45:35","CYL5324481","56017911",""
"349","U1431","D","4","H","1","W","68.0","22.880","22.851","C","59.0","37.1","1.702","1.070","2.792","61.7","1.608","4846","14.779","9.487","5.484","0.192","9.295","8.685","3.416","5.355","0.08646","3.330","2014-02-03 21:48:31","CYL5326671","56017951",""
"349","U1431","D","4","H","2","W","67.0","24.370","24.276","C","112.8","53.0","1.446","0.679","2.700","74.8","2.976","4847","14.028","6.851","7.437","0.260","6.591","9.704","2.558","7.263","0.11725","2.441","2014-02-03 21:48:37","CYL5326681","56017961",""
"349","U1431","D","4","H","3","W","74.0","25.940","25.778","C","1092.4","91.6","0.933","0.078","0.474","83.5","5.054","4848","12.102","1.403","11.087","0.388","1.015","12.969","2.317","10.827","0.17480","2.142","2014-02-04 01:17:17","CYL5326691","56042701",""
"349","U1431","D","4","H","4","W","70.0","27.400","27.175","C","433.5","81.3","1.028","0.193","1.044","81.5","4.418","4849","15.253","3.293","12.394","0.434","2.859","14.843","2.935","12.103","0.19540","2.740","2014-02-03 22:15:53","CYL5326701","56021681",""
"349","U1431","D","4","H","5","W","70.0","28.900","28.610","C","243.1","70.9","1.107","0.323","1.378","76.6","3.271","4850","16.120","5.098","11.422","0.400","4.698","14.564","3.590","11.154","0.18007","3.410","2014-02-03 22:16:27","CYL5326711","56021731",""
"349","U1431","D","4","H","6","W","68.0","30.380","30.026","C","299.6","75.0","1.077","0.269","1.275","78.9","3.730","4851","16.335","4.516","12.248","0.429","4.087","15.168","3.400","11.961","0.19309","3.207","2014-02-03 22:16:40","CYL5326721","56021751",""
"349","U1431","D","4","H","7","W","15.0","31.260","30.868","C","263.5","72.5","1.098","0.302","1.355","77.7","3.486","4852","16.563","4.977","12.006","0.420","4.557","15.089","3.553","11.725","0.18929","3.364","2014-02-03 22:16:54","CYL5326731","56021771",""
"349","U1431","D","5","H","1","W","83.0","32.530","32.503","C","93.6","48.3","1.540","0.796","2.916","72.7","2.665","4837","15.050","8.029","7.276","0.255","7.774","9.771","2.781","7.105","0.11471","2.666","2014-02-04 01:19:15","CYL5327781","56042831",""
"349","U1431","D","5","H","2","W","46.0","33.660","33.596","C","66.5","39.9","1.664","0.999","2.849","64.9","1.851","4838","15.743","9.674","6.289","0.220","9.454","9.461","3.418","6.142","0.09915","3.319","2014-02-04 01:18:33","CYL5327791","56042761",""
"349","U1431","D","5","H","3","W","61.0","35.310","35.192","C","73.3","42.3","1.625","0.938","2.852","67.1","2.042","4839","16.484","9.756","6.972","0.244","9.512","10.144","3.445","6.809","0.10992","3.335","2014-02-04 01:17:52","CYL5327801","56042721",""
"349","U1431","D","5","H","4","W","76.0","36.960","36.788","C","66.2","39.8","1.663","1.001","2.835","64.7","1.833","4840","16.965","10.443","6.759","0.237","10.206","10.201","3.707","6.600","0.10655","3.600","2014-02-04 01:17:35","CYL5327811","56042711",""
"349","U1431","D","5","H","5","W","66.0","38.360","38.142","C","92.0","47.9","1.530","0.797","2.803","71.6","2.520","4841","15.700","8.439","7.524","0.263","8.176","10.264","3.035","7.348","0.11863","2.916","2014-02-04 07:20:17","CYL5327821","56083071",""
"349","U1431","D","5","H","6","W","41.0","39.610","39.353","C","83.5","45.5","1.578","0.860","2.877","70.1","2.346","4842","16.202","9.087","7.373","0.258","8.829","10.269","3.185","7.200","0.11624","3.069","2014-02-04 07:20:58","CYL5327831","56083101",""
"349","U1431","D","5","H","7","W","9.0","40.790","40.494","C","49.5","33.1","1.805","1.208","2.901","58.4","1.402","4843","16.927","11.519","5.604","0.196","11.323","9.375","3.991","5.473","0.08835","3.903","2014-02-04 07:21:18","CYL5327841","56083111",""
"349","U1431","D","6","H","1","W","69.0","41.890","41.872","C","78.2","43.9","1.575","0.884","2.720","67.5","2.078","4844","15.110","8.710","6.632","0.232","8.478","9.594","3.222","6.477","0.10456","3.117","2014-02-04 07:21:36","CYL5329891","56083121",""
"349","U1431","D","6","H","2","W","64.0","43.340","43.286","C","53.1","34.7","1.752","1.145","2.814","59.3","1.458","4829","15.937","10.605","5.525","0.193","10.412","9.096","3.787","5.396","0.08711","3.700","2014-02-04 07:20:01","CYL5329901","56083061",""
"349","U1431","D","6","H","3","W","65.0","44.850","44.756","C","69.9","41.1","1.636","0.963","2.813","65.8","1.920","4830","16.260","9.804","6.690","0.234","9.570","9.936","3.508","6.533","0.10548","3.403","2014-02-04 08:22:16","CYL5329911","56093901",""
"349","U1431","D","6","H","4","W","75.0","46.450","46.316","C","51.0","33.8","1.794","1.189","2.911","59.2","1.449","4831","16.290","10.983","5.499","0.192","10.791","9.078","3.794","5.371","0.08670","3.707","2014-02-04 08:25:46","CYL5329921","56093971",""
"349","U1431","D","6","H","5","W","75.0","47.950","47.777","C","86.8","46.5","1.538","0.824","2.726","69.8","2.310","4832","15.580","8.596","7.237","0.253","8.343","10.128","3.174","7.068","0.11410","3.060","2014-02-04 08:25:52","CYL5329931","56093981",""
"349","U1431","D","6","H","6","W","73.0","49.430","49.219","C","55.9","35.9","1.748","1.121","2.891","61.2","1.579","4833","15.771","10.312","5.657","0.198","10.114","9.023","3.588","5.524","0.08919","3.499","2014-02-04 08:25:58","CYL5329941","56093991",""
"349","U1431","D","6","H","7","W","30.0","50.460","50.223","C","72.1","41.9","1.636","0.951","2.873","66.9","2.022","4834","16.495","9.828","6.909","0.242","9.586","10.084","3.446","6.747","0.10892","3.337","2014-02-04 08:26:04","CYL5329951","56094001",""
"349","U1431","D","7","H","1","W","24.0","50.940","50.940","C","143.2","58.9","1.388","0.571","2.826","79.8","3.953","4821","17.622","7.608","10.377","0.363","7.245","12.697","2.727","10.134","0.16360","2.563","2014-02-04 08:04:19","CYL5332031","56088651",""
"349","U1431","D","7","H","2","W","77.0","52.970","52.970","C","65.7","39.7","1.668","1.006","2.845","64.6","1.826","4822","16.597","10.244","6.583","0.230","10.014","9.949","3.624","6.429","0.10379","3.520","2014-02-04 08:04:31","CYL5332041","56088661",""
"349","U1431","D","7","H","3","W","67.0","54.370","54.370","C","72.3","42.0","1.642","0.953","2.912","67.3","2.056","4823","17.570","10.454","7.374","0.258","10.196","10.703","3.618","7.201","0.11626","3.502","2014-02-04 08:04:43","CYL5332051","56088671",""
"349","U1431","D","7","H","5","W","66.0","57.360","57.360","C","74.2","42.6","1.588","0.912","2.683","66.0","1.943","4835","14.503","8.543","6.176","0.216","8.327","9.135","3.201","6.031","0.09737","3.104","2014-02-04 08:04:55","CYL5332061","56088681",""
"349","U1431","D","7","H","6","W","41.0","58.110","58.110","C","60.1","37.5","1.730","1.081","2.954","63.4","1.733","4836","11.690","7.456","4.388","0.154","7.302","6.757","2.541","4.285","0.06917","2.472","2014-02-04 08:05:07","CYL5332071","56088691",""
"349","U1431","D","8","H","1","W","55.0","60.750","60.750","C","77.1","43.5","1.523","0.860","2.441","64.8","1.837","4805","11.400","6.612","4.962","0.174","6.438","7.483","2.716","4.845","0.07822","2.638","2014-02-04 15:34:19","CYL5338771","56157931",""
"349","U1431","D","8","H","2","W","32.0","62.020","62.020","C","80.0","44.4","1.589","0.883","2.846","69.0","2.224","4815","15.575","8.895","6.922","0.242","8.653","9.800","3.149","6.760","0.10914","3.040","2014-02-04 15:31:30","CYL5338781","56155761",""
"349","U1431","D","8","H","3","W","53.0","63.730","63.730","C","57.3","36.4","1.727","1.098","2.846","61.4","1.593","4816","17.885","11.597","6.516","0.228","11.369","10.359","4.098","6.363","0.10273","3.995","2014-02-04 15:31:35","CYL5338791","56155771",""
"349","U1431","D","8","H","4","W","79.0","65.490","65.490","C","75.4","43.0","1.602","0.913","2.791","67.3","2.056","4817","17.163","10.041","7.380","0.258","9.783","10.713","3.622","7.207","0.11636","3.506","2014-02-04 17:49:26","CYL5338801","56193801",""
"349","U1431","D","8","H","5","W","59.0","66.790","66.790","C","69.2","40.9","1.661","0.982","2.918","66.4","1.972","4818","17.632","10.673","7.211","0.252","10.421","10.614","3.685","7.042","0.11369","3.571","2014-02-04 17:49:35","CYL5338811","56193811",""
"349","U1431","D","8","H","6","W","41.0","68.110","68.110","C","70.9","41.5","1.615","0.945","2.734","65.4","1.894","4819","16.277","9.759","6.754","0.236","9.523","10.079","3.589","6.596","0.10649","3.483","2014-02-04 17:49:42","CYL5338821","56193821",""
"349","U1431","D","8","H","7","W","30.0","69.200","69.200","C","59.5","37.3","1.688","1.058","2.747","61.5","1.595","4820","18.577","11.892","6.927","0.242","11.650","11.006","4.350","6.765","0.10922","4.241","2014-02-04 17:49:50","CYL5338831","56193831",""
"349","U1431","D","9","H","1","W","70.0","70.400","70.400","C","53.6","34.9","1.758","1.145","2.852","59.9","1.491","4813","17.510","11.617","6.107","0.214","11.403","9.962","4.095","5.964","0.09628","3.999","2014-02-04 13:52:12","CYL5336671","56134341",""
"349","U1431","D","9","H","2","W","68.0","71.880","71.880","C","59.2","37.2","1.725","1.083","2.901","62.7","1.678","4814","17.103","10.963","6.363","0.223","10.740","9.916","3.803","6.214","0.10031","3.703","2014-02-04 13:54:33","CYL5336681","56135241",""
"349","U1431","D","9","H","3","W","73.0","73.430","73.430","C","56.2","36.0","1.754","1.123","2.930","61.7","1.609","4824","17.796","11.615","6.405","0.224","11.391","10.143","3.989","6.255","0.10098","3.888","2014-02-04 14:00:06","CYL5336691","56135401",""
"349","U1431","D","9","H","4","W","84.0","75.040","75.040","C","67.5","40.3","1.680","1.003","2.958","66.1","1.950","4825","17.528","10.712","7.063","0.247","10.465","10.435","3.649","6.898","0.11136","3.538","2014-02-04 14:00:13","CYL5336701","56135411",""
"349","U1431","D","9","H","5","W","69.0","76.390","76.390","C","59.3","37.2","1.706","1.071","2.819","62.0","1.632","4826","18.105","11.602","6.739","0.236","11.366","10.613","4.138","6.581","0.10624","4.032","2014-02-04 14:00:21","CYL5336711","56135421",""
"349","U1431","D","9","H","6","W","69.0","77.890","77.890","C","68.2","40.6","1.659","0.986","2.877","65.7","1.917","4827","13.735","8.359","5.571","0.195","8.164","8.279","2.926","5.440","0.08783","2.838","2014-02-04 15:29:55","CYL5336721","56155531",""
"349","U1431","D","9","H","7","W","31.0","78.610","78.610","C","56.7","36.2","1.705","1.088","2.736","60.2","1.514","4828","15.621","10.169","5.650","0.198","9.971","9.162","3.734","5.517","0.08907","3.645","2014-02-04 15:30:39","CYL5336731","56155711",""
"349","U1431","D","10","H","1","W","78.0","79.980","79.952","C","57.9","36.7","1.732","1.097","2.885","62.0","1.630","4810","16.911","10.930","6.198","0.217","10.713","9.766","3.811","6.053","0.09772","3.713","2014-02-04 17:49:18","CYL5339971","56193791",""
