"Exp","Site","Hole","Core","Type","Sect","A/W","Offset (cm)","Depth CSF-A (m)","Depth CSF-B (m)","Magnetic susceptibility (instr. units)","Timestamp (UTC)","Instrument","Instrument group","Text ID","Test No.","Sample comments","Test comments","Result comments"
"349","U1431","E","27","R","8","","13.0","805.150","804.884","83.00","2014-02-10 13:05:14","MS90_695","WRMSL","SECT5398931","56895101","","",""
"349","U1431","E","27","R","8","","15.5","805.175","804.908","62.20","2014-02-10 13:05:14","MS90_695","WRMSL","SECT5398931","56895101","","",""
"349","U1431","E","27","R","8","","18.0","805.200","804.932","63.40","2014-02-10 13:05:14","MS90_695","WRMSL","SECT5398931","56895101","","",""
"349","U1431","E","27","R","8","","20.5","805.225","804.956","60.60","2014-02-10 13:05:14","MS90_695","WRMSL","SECT5398931","56895101","","",""
"349","U1431","E","27","R","8","","23.0","805.250","804.981","55.80","2014-02-10 13:05:14","MS90_695","WRMSL","SECT5398931","56895101","","",""
"349","U1431","E","27","R","8","","25.5","805.275","805.005","62.20","2014-02-10 13:05:14","MS90_695","WRMSL","SECT5398931","56895101","","",""
"349","U1431","E","27","R","8","","28.0","805.300","805.029","70.40","2014-02-10 13:05:14","MS90_695","WRMSL","SECT5398931","56895101","","",""
"349","U1431","E","27","R","8","","30.5","805.325","805.053","72.20","2014-02-10 13:05:14","MS90_695","WRMSL","SECT5398931","56895101","","",""
"349","U1431","E","27","R","8","","33.0","805.350","805.077","60.00","2014-02-10 13:05:14","MS90_695","WRMSL","SECT5398931","56895101","","",""
"349","U1431","E","27","R","8","","35.5","805.375","805.101","52.00","2014-02-10 13:05:14","MS90_695","WRMSL","SECT5398931","56895101","","",""
"349","U1431","E","27","R","8","","38.0","805.400","805.125","59.00","2014-02-10 13:05:14","MS90_695","WRMSL","SECT5398931","56895101","","",""
"349","U1431","E","27","R","8","","40.5","805.425","805.150","75.80","2014-02-10 13:05:14","MS90_695","WRMSL","SECT5398931","56895101","","",""
"349","U1431","E","27","R","8","","43.0","805.450","805.174","87.60","2014-02-10 13:05:14","MS90_695","WRMSL","SECT5398931","56895101","","",""
"349","U1431","E","27","R","8","","45.5","805.475","805.198","93.60","2014-02-10 13:05:14","MS90_695","WRMSL","SECT5398931","56895101","","",""
"349","U1431","E","27","R","8","","48.0","805.500","805.222","100.00","2014-02-10 13:05:14","MS90_695","WRMSL","SECT5398931","56895101","","",""
"349","U1431","E","27","R","8","","50.5","805.525","805.246","104.40","2014-02-10 13:05:14","MS90_695","WRMSL","SECT5398931","56895101","","",""
"349","U1431","E","27","R","8","","53.0","805.550","805.270","104.00","2014-02-10 13:05:14","MS90_695","WRMSL","SECT5398931","56895101","","",""
"349","U1431","E","27","R","8","","55.5","805.575","805.294","101.00","2014-02-10 13:05:14","MS90_695","WRMSL","SECT5398931","56895101","","",""
"349","U1431","E","27","R","8","","58.0","805.600","805.319","90.00","2014-02-10 13:05:14","MS90_695","WRMSL","SECT5398931","56895101","","",""
"349","U1431","E","27","R","8","","60.5","805.625","805.343","59.80","2014-02-10 13:05:14","MS90_695","WRMSL","SECT5398931","56895101","","",""
"349","U1431","E","27","R","8","","63.0","805.650","805.367","41.00","2014-02-10 13:05:14","MS90_695","WRMSL","SECT5398931","56895101","","",""
"349","U1431","E","27","R","8","","65.5","805.675","805.391","67.00","2014-02-10 13:05:14","MS90_695","WRMSL","SECT5398931","56895101","","",""
"349","U1431","E","27","R","8","","68.0","805.700","805.415","92.20","2014-02-10 13:05:14","MS90_695","WRMSL","SECT5398931","56895101","","",""
"349","U1431","E","27","R","8","","70.5","805.725","805.439","90.20","2014-02-10 13:05:14","MS90_695","WRMSL","SECT5398931","56895101","","",""
"349","U1431","E","27","R","8","","73.0","805.750","805.464","83.60","2014-02-10 13:05:14","MS90_695","WRMSL","SECT5398931","56895101","","",""
"349","U1431","E","27","R","8","","75.5","805.775","805.488","76.20","2014-02-10 13:05:14","MS90_695","WRMSL","SECT5398931","56895101","","",""
"349","U1431","E","27","R","8","","78.0","805.800","805.512","75.00","2014-02-10 13:05:14","MS90_695","WRMSL","SECT5398931","56895101","","",""
"349","U1431","E","27","R","8","","80.5","805.825","805.536","74.00","2014-02-10 13:05:14","MS90_695","WRMSL","SECT5398931","56895101","","",""
"349","U1431","E","27","R","8","","83.0","805.850","805.560","76.00","2014-02-10 13:05:14","MS90_695","WRMSL","SECT5398931","56895101","","",""
"349","U1431","E","27","R","8","","85.5","805.875","805.584","76.40","2014-02-10 13:05:14","MS90_695","WRMSL","SECT5398931","56895101","","",""
"349","U1431","E","27","R","8","","88.0","805.900","805.608","74.60","2014-02-10 13:05:14","MS90_695","WRMSL","SECT5398931","56895101","","",""
"349","U1431","E","27","R","8","","90.5","805.925","805.633","68.00","2014-02-10 13:05:14","MS90_695","WRMSL","SECT5398931","56895101","","",""
"349","U1431","E","27","R","8","","93.0","805.950","805.657","62.00","2014-02-10 13:05:14","MS90_695","WRMSL","SECT5398931","56895101","","",""
"349","U1431","E","27","R","8","","95.5","805.975","805.681","59.00","2014-02-10 13:05:14","MS90_695","WRMSL","SECT5398931","56895101","","",""
"349","U1431","E","27","R","8","","98.0","806.000","805.705","58.20","2014-02-10 13:05:14","MS90_695","WRMSL","SECT5398931","56895101","","",""
"349","U1431","E","27","R","8","","100.5","806.025","805.729","57.80","2014-02-10 13:05:14","MS90_695","WRMSL","SECT5398931","56895101","","",""
"349","U1431","E","27","R","8","","103.0","806.050","805.753","33.80","2014-02-10 13:05:14","MS90_695","WRMSL","SECT5398931","56895101","","",""
"349","U1431","E","27","R","8","","105.5","806.075","805.777","8.40","2014-02-10 13:05:14","MS90_695","WRMSL","SECT5398931","56895101","","",""
"349","U1431","E","27","R","8","","108.0","806.100","805.802","1.20","2014-02-10 13:05:14","MS90_695","WRMSL","SECT5398931","56895101","","",""
"349","U1431","E","27","R","8","","110.5","806.125","805.826","0.40","2014-02-10 13:05:14","MS90_695","WRMSL","SECT5398931","56895101","","",""
"349","U1431","E","27","R","8","","113.0","806.150","805.850","4.00","2014-02-10 13:05:14","MS90_695","WRMSL","SECT5398931","56895101","","",""
"349","U1431","E","27","R","8","","115.5","806.175","805.874","21.20","2014-02-10 13:05:14","MS90_695","WRMSL","SECT5398931","56895101","","",""
"349","U1431","E","27","R","8","","118.0","806.200","805.898","62.20","2014-02-10 13:05:14","MS90_695","WRMSL","SECT5398931","56895101","","",""
"349","U1431","E","27","R","8","","120.5","806.225","805.922","82.40","2014-02-10 13:05:14","MS90_695","WRMSL","SECT5398931","56895101","","",""
"349","U1431","E","27","R","8","","123.0","806.250","805.946","73.80","2014-02-10 13:05:14","MS90_695","WRMSL","SECT5398931","56895101","","",""
"349","U1431","E","27","R","8","","125.5","806.275","805.971","42.80","2014-02-10 13:05:14","MS90_695","WRMSL","SECT5398931","56895101","","",""
"349","U1431","E","27","R","9","","0.7","806.297","805.991","38.20","2014-02-10 13:19:48","MS90_695","WRMSL","SECT5398961","56897101","","",""
"349","U1431","E","27","R","9","","3.2","806.322","806.016","74.80","2014-02-10 13:19:48","MS90_695","WRMSL","SECT5398961","56897101","","",""
"349","U1431","E","27","R","9","","5.7","806.347","806.040","90.40","2014-02-10 13:19:48","MS90_695","WRMSL","SECT5398961","56897101","","",""
"349","U1431","E","27","R","9","","8.2","806.372","806.064","98.80","2014-02-10 13:19:48","MS90_695","WRMSL","SECT5398961","56897101","","",""
"349","U1431","E","27","R","9","","10.7","806.397","806.088","107.00","2014-02-10 13:19:48","MS90_695","WRMSL","SECT5398961","56897101","","",""
"349","U1431","E","27","R","9","","13.2","806.422","806.112","110.20","2014-02-10 13:19:48","MS90_695","WRMSL","SECT5398961","56897101","","",""
"349","U1431","E","27","R","9","","15.7","806.447","806.136","102.80","2014-02-10 13:19:48","MS90_695","WRMSL","SECT5398961","56897101","","",""
"349","U1431","E","27","R","9","","18.2","806.472","806.161","97.00","2014-02-10 13:19:48","MS90_695","WRMSL","SECT5398961","56897101","","",""
"349","U1431","E","27","R","9","","20.7","806.497","806.185","94.00","2014-02-10 13:19:48","MS90_695","WRMSL","SECT5398961","56897101","","",""
"349","U1431","E","27","R","9","","23.2","806.522","806.209","92.80","2014-02-10 13:19:48","MS90_695","WRMSL","SECT5398961","56897101","","",""
"349","U1431","E","27","R","9","","25.7","806.547","806.233","95.00","2014-02-10 13:19:48","MS90_695","WRMSL","SECT5398961","56897101","","",""
"349","U1431","E","27","R","9","","28.2","806.572","806.257","94.20","2014-02-10 13:19:48","MS90_695","WRMSL","SECT5398961","56897101","","",""
"349","U1431","E","27","R","9","","30.7","806.597","806.281","94.20","2014-02-10 13:19:48","MS90_695","WRMSL","SECT5398961","56897101","","",""
"349","U1431","E","27","R","9","","33.2","806.622","806.306","95.80","2014-02-10 13:19:48","MS90_695","WRMSL","SECT5398961","56897101","","",""
"349","U1431","E","27","R","9","","35.7","806.647","806.330","97.00","2014-02-10 13:19:48","MS90_695","WRMSL","SECT5398961","56897101","","",""
"349","U1431","E","27","R","9","","38.2","806.672","806.354","98.40","2014-02-10 13:19:48","MS90_695","WRMSL","SECT5398961","56897101","","",""
"349","U1431","E","27","R","9","","40.7","806.697","806.378","95.20","2014-02-10 13:19:48","MS90_695","WRMSL","SECT5398961","56897101","","",""
"349","U1431","E","27","R","9","","43.2","806.722","806.402","92.00","2014-02-10 13:19:48","MS90_695","WRMSL","SECT5398961","56897101","","",""
"349","U1431","E","27","R","9","","45.7","806.747","806.426","89.40","2014-02-10 13:19:48","MS90_695","WRMSL","SECT5398961","56897101","","",""
"349","U1431","E","27","R","9","","48.2","806.772","806.451","86.60","2014-02-10 13:19:48","MS90_695","WRMSL","SECT5398961","56897101","","",""
"349","U1431","E","27","R","9","","50.7","806.797","806.475","89.00","2014-02-10 13:19:48","MS90_695","WRMSL","SECT5398961","56897101","","",""
"349","U1431","E","27","R","9","","53.2","806.822","806.499","85.60","2014-02-10 13:19:48","MS90_695","WRMSL","SECT5398961","56897101","","",""
"349","U1431","E","27","R","9","","55.7","806.847","806.523","86.60","2014-02-10 13:19:48","MS90_695","WRMSL","SECT5398961","56897101","","",""
"349","U1431","E","27","R","9","","58.2","806.872","806.547","89.60","2014-02-10 13:19:48","MS90_695","WRMSL","SECT5398961","56897101","","",""
"349","U1431","E","27","R","9","","60.7","806.897","806.571","92.40","2014-02-10 13:19:48","MS90_695","WRMSL","SECT5398961","56897101","","",""
"349","U1431","E","27","R","9","","63.2","806.922","806.596","96.20","2014-02-10 13:19:48","MS90_695","WRMSL","SECT5398961","56897101","","",""
"349","U1431","E","27","R","9","","65.7","806.947","806.620","94.80","2014-02-10 13:19:48","MS90_695","WRMSL","SECT5398961","56897101","","",""
"349","U1431","E","27","R","9","","68.2","806.972","806.644","94.40","2014-02-10 13:19:48","MS90_695","WRMSL","SECT5398961","56897101","","",""
"349","U1431","E","27","R","9","","70.7","806.997","806.668","103.80","2014-02-10 13:19:48","MS90_695","WRMSL","SECT5398961","56897101","","",""
"349","U1431","E","27","R","9","","73.2","807.022","806.692","124.00","2014-02-10 13:19:48","MS90_695","WRMSL","SECT5398961","56897101","","",""
"349","U1431","E","27","R","9","","75.7","807.047","806.716","94.00","2014-02-10 13:19:48","MS90_695","WRMSL","SECT5398961","56897101","","",""
"349","U1431","E","27","R","9","","78.2","807.072","806.741","62.80","2014-02-10 13:19:48","MS90_695","WRMSL","SECT5398961","56897101","","",""
"349","U1431","E","27","R","9","","80.7","807.097","806.765","60.80","2014-02-10 13:19:48","MS90_695","WRMSL","SECT5398961","56897101","","",""
"349","U1431","E","27","R","9","","83.2","807.122","806.789","50.80","2014-02-10 13:19:48","MS90_695","WRMSL","SECT5398961","56897101","","",""
"349","U1431","E","27","R","9","","85.7","807.147","806.813","54.80","2014-02-10 13:19:48","MS90_695","WRMSL","SECT5398961","56897101","","",""
"349","U1431","E","27","R","9","","88.2","807.172","806.837","66.00","2014-02-10 13:19:48","MS90_695","WRMSL","SECT5398961","56897101","","",""
"349","U1431","E","27","R","9","","90.7","807.197","806.861","91.00","2014-02-10 13:19:48","MS90_695","WRMSL","SECT5398961","56897101","","",""
"349","U1431","E","27","R","9","","93.2","807.222","806.886","108.80","2014-02-10 13:19:48","MS90_695","WRMSL","SECT5398961","56897101","","",""
"349","U1431","E","27","R","9","","95.6","807.246","806.910","102.20","2014-02-10 13:19:48","MS90_695","WRMSL","SECT5398961","56897101","","",""
"349","U1431","E","27","R","9","","98.1","807.271","806.934","50.20","2014-02-10 13:19:48","MS90_695","WRMSL","SECT5398961","56897101","","",""
"349","U1431","E","27","R","9","","100.6","807.296","806.958","11.20","2014-02-10 13:19:48","MS90_695","WRMSL","SECT5398961","56897101","","",""
"349","U1431","E","27","R","9","","103.1","807.321","806.982","1.20","2014-02-10 13:19:48","MS90_695","WRMSL","SECT5398961","56897101","","",""
"349","U1431","E","28","R","1","","0.0","807.000","807.000","28.00","2014-02-10 14:18:36","MS90_695","WRMSL","SECT5399601","56916601","","",""
"349","U1431","E","28","R","1","","2.5","807.025","807.025","79.00","2014-02-10 14:18:36","MS90_695","WRMSL","SECT5399601","56916601","","",""
"349","U1431","E","28","R","1","","5.0","807.050","807.050","123.80","2014-02-10 14:18:36","MS90_695","WRMSL","SECT5399601","56916601","","",""
"349","U1431","E","28","R","1","","7.5","807.075","807.075","152.60","2014-02-10 14:18:36","MS90_695","WRMSL","SECT5399601","56916601","","",""
"349","U1431","E","28","R","1","","10.0","807.100","807.100","176.80","2014-02-10 14:18:36","MS90_695","WRMSL","SECT5399601","56916601","","",""
"349","U1431","E","28","R","1","","12.5","807.125","807.125","205.00","2014-02-10 14:18:36","MS90_695","WRMSL","SECT5399601","56916601","","",""
"349","U1431","E","28","R","1","","15.0","807.150","807.150","213.20","2014-02-10 14:18:36","MS90_695","WRMSL","SECT5399601","56916601","","",""
"349","U1431","E","28","R","1","","17.5","807.175","807.175","201.00","2014-02-10 14:18:36","MS90_695","WRMSL","SECT5399601","56916601","","",""
"349","U1431","E","28","R","1","","20.0","807.200","807.200","186.80","2014-02-10 14:18:36","MS90_695","WRMSL","SECT5399601","56916601","","",""
"349","U1431","E","28","R","1","","22.5","807.225","807.225","169.80","2014-02-10 14:18:36","MS90_695","WRMSL","SECT5399601","56916601","","",""
"349","U1431","E","28","R","1","","25.0","807.250","807.250","173.00","2014-02-10 14:18:36","MS90_695","WRMSL","SECT5399601","56916601","","",""
"349","U1431","E","28","R","1","","27.5","807.275","807.275","176.40","2014-02-10 14:18:36","MS90_695","WRMSL","SECT5399601","56916601","","",""
"349","U1431","E","28","R","1","","30.0","807.300","807.300","169.20","2014-02-10 14:18:36","MS90_695","WRMSL","SECT5399601","56916601","","",""
"349","U1431","E","28","R","1","","32.5","807.325","807.325","172.20","2014-02-10 14:18:36","MS90_695","WRMSL","SECT5399601","56916601","","",""
"349","U1431","E","28","R","1","","35.0","807.350","807.350","178.00","2014-02-10 14:18:36","MS90_695","WRMSL","SECT5399601","56916601","","",""
"349","U1431","E","28","R","1","","37.5","807.375","807.375","170.80","2014-02-10 14:18:36","MS90_695","WRMSL","SECT5399601","56916601","","",""
"349","U1431","E","28","R","1","","40.0","807.400","807.400","172.40","2014-02-10 14:18:36","MS90_695","WRMSL","SECT5399601","56916601","","",""
"349","U1431","E","28","R","1","","42.5","807.425","807.425","173.60","2014-02-10 14:18:36","MS90_695","WRMSL","SECT5399601","56916601","","",""
"349","U1431","E","28","R","1","","45.0","807.450","807.450","174.20","2014-02-10 14:18:36","MS90_695","WRMSL","SECT5399601","56916601","","",""
"349","U1431","E","28","R","1","","47.5","807.475","807.475","166.00","2014-02-10 14:18:36","MS90_695","WRMSL","SECT5399601","56916601","","",""
"349","U1431","E","28","R","1","","50.0","807.500","807.500","159.00","2014-02-10 14:18:36","MS90_695","WRMSL","SECT5399601","56916601","","",""
"349","U1431","E","28","R","1","","52.5","807.525","807.525","157.60","2014-02-10 14:18:36","MS90_695","WRMSL","SECT5399601","56916601","","",""
"349","U1431","E","28","R","1","","55.0","807.550","807.550","151.00","2014-02-10 14:18:36","MS90_695","WRMSL","SECT5399601","56916601","","",""
"349","U1431","E","28","R","1","","57.5","807.575","807.575","150.60","2014-02-10 14:18:36","MS90_695","WRMSL","SECT5399601","56916601","","",""
"349","U1431","E","28","R","1","","60.0","807.600","807.600","154.00","2014-02-10 14:18:36","MS90_695","WRMSL","SECT5399601","56916601","","",""
"349","U1431","E","28","R","1","","62.5","807.625","807.625","153.40","2014-02-10 14:18:36","MS90_695","WRMSL","SECT5399601","56916601","","",""
"349","U1431","E","28","R","1","","65.0","807.650","807.650","150.80","2014-02-10 14:18:36","MS90_695","WRMSL","SECT5399601","56916601","","",""
"349","U1431","E","28","R","1","","67.5","807.675","807.675","145.20","2014-02-10 14:18:36","MS90_695","WRMSL","SECT5399601","56916601","","",""
"349","U1431","E","28","R","1","","70.0","807.700","807.700","158.80","2014-02-10 14:18:36","MS90_695","WRMSL","SECT5399601","56916601","","",""
"349","U1431","E","28","R","1","","72.5","807.725","807.725","168.60","2014-02-10 14:18:36","MS90_695","WRMSL","SECT5399601","56916601","","",""
"349","U1431","E","28","R","1","","75.0","807.750","807.750","170.00","2014-02-10 14:18:36","MS90_695","WRMSL","SECT5399601","56916601","","",""
"349","U1431","E","28","R","1","","77.5","807.775","807.775","177.00","2014-02-10 14:18:36","MS90_695","WRMSL","SECT5399601","56916601","","",""
"349","U1431","E","28","R","1","","80.0","807.800","807.800","186.40","2014-02-10 14:18:36","MS90_695","WRMSL","SECT5399601","56916601","","",""
"349","U1431","E","28","R","1","","82.5","807.825","807.825","158.60","2014-02-10 14:18:36","MS90_695","WRMSL","SECT5399601","56916601","","",""
"349","U1431","E","28","R","1","","85.0","807.850","807.850","100.00","2014-02-10 14:18:36","MS90_695","WRMSL","SECT5399601","56916601","","",""
"349","U1431","E","28","R","1","","87.5","807.875","807.875","88.00","2014-02-10 14:18:36","MS90_695","WRMSL","SECT5399601","56916601","","",""
"349","U1431","E","28","R","1","","90.0","807.900","807.900","93.60","2014-02-10 14:18:36","MS90_695","WRMSL","SECT5399601","56916601","","",""
"349","U1431","E","28","R","1","","92.5","807.925","807.925","98.20","2014-02-10 14:18:36","MS90_695","WRMSL","SECT5399601","56916601","","",""
"349","U1431","E","28","R","1","","95.0","807.950","807.950","107.40","2014-02-10 14:18:36","MS90_695","WRMSL","SECT5399601","56916601","","",""
"349","U1431","E","28","R","1","","97.5","807.975","807.975","123.40","2014-02-10 14:18:36","MS90_695","WRMSL","SECT5399601","56916601","","",""
"349","U1431","E","28","R","1","","100.0","808.000","808.000","138.00","2014-02-10 14:18:36","MS90_695","WRMSL","SECT5399601","56916601","","",""
"349","U1431","E","28","R","1","","102.5","808.025","808.025","154.40","2014-02-10 14:18:36","MS90_695","WRMSL","SECT5399601","56916601","","",""
"349","U1431","E","28","R","1","","105.0","808.050","808.050","156.60","2014-02-10 14:18:36","MS90_695","WRMSL","SECT5399601","56916601","","",""
"349","U1431","E","28","R","1","","107.5","808.075","808.075","154.60","2014-02-10 14:18:36","MS90_695","WRMSL","SECT5399601","56916601","","",""
"349","U1431","E","28","R","1","","110.0","808.100","808.100","156.00","2014-02-10 14:18:36","MS90_695","WRMSL","SECT5399601","56916601","","",""
"349","U1431","E","28","R","1","","112.5","808.125","808.125","100.60","2014-02-10 14:18:36","MS90_695","WRMSL","SECT5399601","56916601","","",""
"349","U1431","E","28","R","1","","115.0","808.150","808.150","68.20","2014-02-10 14:18:36","MS90_695","WRMSL","SECT5399601","56916601","","",""
"349","U1431","E","28","R","1","","117.5","808.175","808.175","57.80","2014-02-10 14:18:36","MS90_695","WRMSL","SECT5399601","56916601","","",""
"349","U1431","E","28","R","1","","120.0","808.200","808.200","58.60","2014-02-10 14:18:36","MS90_695","WRMSL","SECT5399601","56916601","","",""
"349","U1431","E","28","R","1","","122.5","808.225","808.225","74.80","2014-02-10 14:18:36","MS90_695","WRMSL","SECT5399601","56916601","","",""
"349","U1431","E","28","R","1","","125.0","808.250","808.250","101.80","2014-02-10 14:18:36","MS90_695","WRMSL","SECT5399601","56916601","","",""
"349","U1431","E","28","R","1","","127.5","808.275","808.275","127.20","2014-02-10 14:18:36","MS90_695","WRMSL","SECT5399601","56916601","","",""
"349","U1431","E","28","R","1","","130.0","808.300","808.300","134.20","2014-02-10 14:18:36","MS90_695","WRMSL","SECT5399601","56916601","","",""
"349","U1431","E","28","R","1","","132.5","808.325","808.325","140.40","2014-02-10 14:18:36","MS90_695","WRMSL","SECT5399601","56916601","","",""
"349","U1431","E","28","R","1","","135.0","808.350","808.350","145.60","2014-02-10 14:18:36","MS90_695","WRMSL","SECT5399601","56916601","","",""
"349","U1431","E","28","R","1","","137.5","808.375","808.375","160.20","2014-02-10 14:18:36","MS90_695","WRMSL","SECT5399601","56916601","","",""
"349","U1431","E","28","R","1","","140.0","808.400","808.400","179.40","2014-02-10 14:18:36","MS90_695","WRMSL","SECT5399601","56916601","","",""
"349","U1431","E","28","R","1","","142.5","808.425","808.425","181.00","2014-02-10 14:18:36","MS90_695","WRMSL","SECT5399601","56916601","","",""
"349","U1431","E","28","R","1","","145.0","808.450","808.450","195.80","2014-02-10 14:18:36","MS90_695","WRMSL","SECT5399601","56916601","","",""
"349","U1431","E","28","R","1","","147.5","808.475","808.475","197.80","2014-02-10 14:18:36","MS90_695","WRMSL","SECT5399601","56916601","","",""
"349","U1431","E","28","R","1","","150.0","808.500","808.500","106.20","2014-02-10 14:18:36","MS90_695","WRMSL","SECT5399601","56916601","","",""
"349","U1431","E","28","R","2","","1.7","808.517","808.517","99.80","2014-02-10 14:33:47","MS90_695","WRMSL","SECT5399631","56925011","","",""
"349","U1431","E","28","R","2","","4.2","808.542","808.542","124.20","2014-02-10 14:33:47","MS90_695","WRMSL","SECT5399631","56925011","","",""
"349","U1431","E","28","R","2","","6.7","808.567","808.567","127.60","2014-02-10 14:33:47","MS90_695","WRMSL","SECT5399631","56925011","","",""
"349","U1431","E","28","R","2","","9.2","808.592","808.592","123.00","2014-02-10 14:33:47","MS90_695","WRMSL","SECT5399631","56925011","","",""
"349","U1431","E","28","R","2","","11.7","808.617","808.617","126.40","2014-02-10 14:33:47","MS90_695","WRMSL","SECT5399631","56925011","","",""
"349","U1431","E","28","R","2","","14.2","808.642","808.642","135.00","2014-02-10 14:33:47","MS90_695","WRMSL","SECT5399631","56925011","","",""
"349","U1431","E","28","R","2","","16.7","808.667","808.667","117.00","2014-02-10 14:33:47","MS90_695","WRMSL","SECT5399631","56925011","","",""
"349","U1431","E","28","R","2","","19.2","808.692","808.692","55.40","2014-02-10 14:33:47","MS90_695","WRMSL","SECT5399631","56925011","","",""
"349","U1431","E","28","R","2","","21.7","808.717","808.717","15.00","2014-02-10 14:33:47","MS90_695","WRMSL","SECT5399631","56925011","","",""
"349","U1431","E","28","R","2","","24.2","808.742","808.742","9.80","2014-02-10 14:33:47","MS90_695","WRMSL","SECT5399631","56925011","","",""
"349","U1431","E","28","R","2","","26.7","808.767","808.767","32.20","2014-02-10 14:33:47","MS90_695","WRMSL","SECT5399631","56925011","","",""
"349","U1431","E","28","R","2","","29.2","808.792","808.792","94.80","2014-02-10 14:33:47","MS90_695","WRMSL","SECT5399631","56925011","","",""
"349","U1431","E","28","R","2","","31.7","808.817","808.817","136.60","2014-02-10 14:33:47","MS90_695","WRMSL","SECT5399631","56925011","","",""
"349","U1431","E","28","R","2","","34.2","808.842","808.842","144.80","2014-02-10 14:33:47","MS90_695","WRMSL","SECT5399631","56925011","","",""
"349","U1431","E","28","R","2","","36.7","808.867","808.867","148.40","2014-02-10 14:33:47","MS90_695","WRMSL","SECT5399631","56925011","","",""
"349","U1431","E","28","R","2","","39.2","808.892","808.892","147.80","2014-02-10 14:33:47","MS90_695","WRMSL","SECT5399631","56925011","","",""
"349","U1431","E","28","R","2","","41.7","808.917","808.917","144.00","2014-02-10 14:33:47","MS90_695","WRMSL","SECT5399631","56925011","","",""
"349","U1431","E","28","R","2","","44.2","808.942","808.942","142.80","2014-02-10 14:33:47","MS90_695","WRMSL","SECT5399631","56925011","","",""
"349","U1431","E","28","R","2","","46.7","808.967","808.967","141.80","2014-02-10 14:33:47","MS90_695","WRMSL","SECT5399631","56925011","","",""
"349","U1431","E","28","R","2","","49.2","808.992","808.992","142.40","2014-02-10 14:33:47","MS90_695","WRMSL","SECT5399631","56925011","","",""
"349","U1431","E","28","R","2","","51.7","809.017","809.017","144.60","2014-02-10 14:33:47","MS90_695","WRMSL","SECT5399631","56925011","","",""
"349","U1431","E","28","R","2","","54.2","809.042","809.042","147.80","2014-02-10 14:33:47","MS90_695","WRMSL","SECT5399631","56925011","","",""
"349","U1431","E","28","R","2","","56.7","809.067","809.067","163.00","2014-02-10 14:33:47","MS90_695","WRMSL","SECT5399631","56925011","","",""
"349","U1431","E","28","R","2","","59.2","809.092","809.092","172.60","2014-02-10 14:33:47","MS90_695","WRMSL","SECT5399631","56925011","","",""
"349","U1431","E","28","R","2","","61.7","809.117","809.117","165.00","2014-02-10 14:33:47","MS90_695","WRMSL","SECT5399631","56925011","","",""
"349","U1431","E","28","R","2","","64.2","809.142","809.142","162.80","2014-02-10 14:33:47","MS90_695","WRMSL","SECT5399631","56925011","","",""
"349","U1431","E","28","R","2","","66.7","809.167","809.167","181.00","2014-02-10 14:33:47","MS90_695","WRMSL","SECT5399631","56925011","","",""
"349","U1431","E","28","R","2","","69.2","809.192","809.192","206.20","2014-02-10 14:33:47","MS90_695","WRMSL","SECT5399631","56925011","","",""
"349","U1431","E","28","R","2","","71.7","809.217","809.217","202.80","2014-02-10 14:33:47","MS90_695","WRMSL","SECT5399631","56925011","","",""
"349","U1431","E","28","R","2","","74.2","809.242","809.242","164.00","2014-02-10 14:33:47","MS90_695","WRMSL","SECT5399631","56925011","","",""
"349","U1431","E","28","R","2","","76.7","809.267","809.267","156.80","2014-02-10 14:33:47","MS90_695","WRMSL","SECT5399631","56925011","","",""
"349","U1431","E","28","R","2","","79.2","809.292","809.292","162.20","2014-02-10 14:33:47","MS90_695","WRMSL","SECT5399631","56925011","","",""
"349","U1431","E","28","R","2","","81.7","809.317","809.317","155.80","2014-02-10 14:33:47","MS90_695","WRMSL","SECT5399631","56925011","","",""
"349","U1431","E","28","R","2","","84.2","809.342","809.342","152.40","2014-02-10 14:33:47","MS90_695","WRMSL","SECT5399631","56925011","","",""
"349","U1431","E","28","R","2","","86.7","809.367","809.367","161.20","2014-02-10 14:33:47","MS90_695","WRMSL","SECT5399631","56925011","","",""
"349","U1431","E","28","R","2","","89.2","809.392","809.392","154.20","2014-02-10 14:33:47","MS90_695","WRMSL","SECT5399631","56925011","","",""
"349","U1431","E","28","R","2","","91.7","809.417","809.417","142.00","2014-02-10 14:33:47","MS90_695","WRMSL","SECT5399631","56925011","","",""
"349","U1431","E","28","R","2","","94.2","809.442","809.442","139.20","2014-02-10 14:33:47","MS90_695","WRMSL","SECT5399631","56925011","","",""
"349","U1431","E","28","R","2","","96.7","809.467","809.467","134.80","2014-02-10 14:33:47","MS90_695","WRMSL","SECT5399631","56925011","","",""
"349","U1431","E","28","R","2","","99.2","809.492","809.492","134.40","2014-02-10 14:33:47","MS90_695","WRMSL","SECT5399631","56925011","","",""
"349","U1431","E","28","R","2","","101.7","809.517","809.517","149.00","2014-02-10 14:33:47","MS90_695","WRMSL","SECT5399631","56925011","","",""
"349","U1431","E","28","R","2","","104.2","809.542","809.542","148.00","2014-02-10 14:33:47","MS90_695","WRMSL","SECT5399631","56925011","","",""
"349","U1431","E","28","R","2","","106.7","809.567","809.567","139.60","2014-02-10 14:33:47","MS90_695","WRMSL","SECT5399631","56925011","","",""
