"Exp","Site","Hole","Core","Type","Sect","Offset (cm)","Depth CSF-A (m)","Depth CSF-B (m)","NGR total counts (cps)","Error (cps)","Relative Error","Timestamp (UTC)","Instrument","Text ID","Test No.","Sample comments","Test comments","Result comments"
"349","U1431","D","34","X","7","10.0","312.810","312.810","37.868","0.768","0.020","2014-02-04 02:16:21","NGR System","SECT5336241","56045491","CRACKED LINER","",""
"349","U1431","D","34","X","7","20.0","312.910","312.910","38.972","0.376","0.010","2014-02-04 02:16:21","NGR System","SECT5336241","56045491","CRACKED LINER","",""
"349","U1431","D","34","X","7","30.0","313.010","313.010","42.993","0.394","0.009","2014-02-04 02:16:21","NGR System","SECT5336241","56045491","CRACKED LINER","",""
"349","U1431","D","34","X","7","40.0","313.110","313.110","41.469","0.568","0.014","2014-02-04 02:16:21","NGR System","SECT5336241","56045491","CRACKED LINER","",""
"349","U1431","D","34","X","7","50.0","313.210","313.210","40.511","1.278","0.032","2014-02-04 02:16:21","NGR System","SECT5336241","56045491","CRACKED LINER","",""
"349","U1431","D","35","X","1","0.0","313.600","313.600","51.741","3.034","0.059","2014-02-04 02:37:26","NGR System","SECT5336961","56048661","","",""
"349","U1431","D","35","X","1","10.0","313.700","313.700","52.665","1.021","0.019","2014-02-04 02:37:26","NGR System","SECT5336961","56048661","","",""
"349","U1431","D","35","X","1","20.0","313.800","313.800","52.989","0.434","0.008","2014-02-04 02:37:26","NGR System","SECT5336961","56048661","","",""
"349","U1431","D","35","X","1","30.0","313.900","313.900","54.946","0.441","0.008","2014-02-04 02:37:26","NGR System","SECT5336961","56048661","","",""
"349","U1431","D","35","X","1","40.0","314.000","314.000","54.278","0.445","0.008","2014-02-04 02:37:26","NGR System","SECT5336961","56048661","","",""
"349","U1431","D","35","X","1","50.0","314.100","314.100","55.118","0.448","0.008","2014-02-04 02:37:26","NGR System","SECT5336961","56048661","","",""
"349","U1431","D","35","X","1","60.0","314.200","314.200","54.261","0.445","0.008","2014-02-04 02:37:26","NGR System","SECT5336961","56048661","","",""
"349","U1431","D","35","X","1","70.0","314.300","314.300","59.411","0.464","0.008","2014-02-04 02:37:26","NGR System","SECT5336961","56048661","","",""
"349","U1431","D","35","X","1","80.0","314.400","314.400","60.499","0.467","0.008","2014-02-04 02:37:26","NGR System","SECT5336961","56048661","","",""
"349","U1431","D","35","X","1","90.0","314.500","314.500","59.696","0.465","0.008","2014-02-04 02:37:26","NGR System","SECT5336961","56048661","","",""
"349","U1431","D","35","X","1","100.0","314.600","314.600","58.053","0.458","0.008","2014-02-04 02:37:26","NGR System","SECT5336961","56048661","","",""
"349","U1431","D","35","X","1","110.0","314.700","314.700","56.714","0.710","0.013","2014-02-04 02:37:26","NGR System","SECT5336961","56048661","","",""
"349","U1431","D","35","X","1","120.0","314.800","314.800","57.641","0.899","0.016","2014-02-04 02:37:26","NGR System","SECT5336961","56048661","","",""
"349","U1431","D","35","X","2","0.0","315.100","315.100","52.758","3.092","0.059","2014-02-04 02:48:36","NGR System","SECT5336991","56051641","","",""
"349","U1431","D","35","X","2","10.0","315.200","315.200","47.786","0.938","0.020","2014-02-04 02:48:36","NGR System","SECT5336991","56051641","","",""
"349","U1431","D","35","X","2","20.0","315.300","315.300","44.589","0.400","0.009","2014-02-04 02:48:36","NGR System","SECT5336991","56051641","","",""
"349","U1431","D","35","X","2","30.0","315.400","315.400","53.772","0.437","0.008","2014-02-04 02:48:36","NGR System","SECT5336991","56051641","","",""
"349","U1431","D","35","X","2","40.0","315.500","315.500","56.844","0.454","0.008","2014-02-04 02:48:36","NGR System","SECT5336991","56051641","","",""
"349","U1431","D","35","X","2","50.0","315.600","315.600","56.928","0.455","0.008","2014-02-04 02:48:36","NGR System","SECT5336991","56051641","","",""
"349","U1431","D","35","X","2","60.0","315.700","315.700","53.248","0.441","0.008","2014-02-04 02:48:36","NGR System","SECT5336991","56051641","","",""
"349","U1431","D","35","X","2","70.0","315.800","315.800","53.241","0.441","0.008","2014-02-04 02:48:36","NGR System","SECT5336991","56051641","","",""
"349","U1431","D","35","X","2","80.0","315.900","315.900","50.169","0.429","0.009","2014-02-04 02:48:36","NGR System","SECT5336991","56051641","","",""
"349","U1431","D","35","X","2","90.0","316.000","316.000","48.812","0.424","0.009","2014-02-04 02:48:36","NGR System","SECT5336991","56051641","","",""
"349","U1431","D","35","X","2","100.0","316.100","316.100","48.206","0.421","0.009","2014-02-04 02:48:36","NGR System","SECT5336991","56051641","","",""
"349","U1431","D","35","X","2","110.0","316.200","316.200","51.846","0.435","0.008","2014-02-04 02:48:36","NGR System","SECT5336991","56051641","","",""
"349","U1431","D","35","X","2","120.0","316.300","316.300","51.716","0.428","0.008","2014-02-04 02:48:36","NGR System","SECT5336991","56051641","","",""
"349","U1431","D","35","X","2","130.0","316.400","316.400","48.639","0.416","0.009","2014-02-04 02:48:36","NGR System","SECT5336991","56051641","","",""
"349","U1431","D","35","X","2","140.0","316.500","316.500","44.505","0.881","0.020","2014-02-04 02:48:36","NGR System","SECT5336991","56051641","","",""
"349","U1431","D","35","X","2","150.0","316.600","316.600","42.567","2.512","0.059","2014-02-04 02:48:36","NGR System","SECT5336991","56051641","","",""
"349","U1431","D","35","X","3","0.0","316.600","316.600","40.223","2.379","0.059","2014-02-04 03:00:56","NGR System","SECT5337021","56053831","","",""
"349","U1431","D","35","X","3","10.0","316.700","316.700","43.420","0.863","0.020","2014-02-04 03:00:56","NGR System","SECT5337021","56053831","","",""
"349","U1431","D","35","X","3","20.0","316.800","316.800","44.786","0.401","0.009","2014-02-04 03:00:56","NGR System","SECT5337021","56053831","","",""
"349","U1431","D","35","X","3","30.0","316.900","316.900","47.936","0.414","0.009","2014-02-04 03:00:56","NGR System","SECT5337021","56053831","","",""
"349","U1431","D","35","X","3","40.0","317.000","317.000","48.647","0.423","0.009","2014-02-04 03:00:56","NGR System","SECT5337021","56053831","","",""
"349","U1431","D","35","X","3","50.0","317.100","317.100","50.041","0.429","0.009","2014-02-04 03:00:56","NGR System","SECT5337021","56053831","","",""
"349","U1431","D","35","X","3","60.0","317.200","317.200","49.804","0.643","0.013","2014-02-04 03:00:56","NGR System","SECT5337021","56053831","","",""
"349","U1431","D","35","X","3","70.0","317.300","317.300","51.473","0.823","0.016","2014-02-04 03:00:56","NGR System","SECT5337021","56053831","","",""
"349","U1431","D","36","X","1","0.0","323.300","323.300","39.424","2.333","0.059","2014-02-04 03:12:26","NGR System","SECT5337721","56054181","","",""
"349","U1431","D","36","X","1","10.0","323.400","323.400","38.419","0.777","0.020","2014-02-04 03:12:26","NGR System","SECT5337721","56054181","","",""
"349","U1431","D","36","X","1","20.0","323.500","323.500","32.393","0.346","0.011","2014-02-04 03:12:26","NGR System","SECT5337721","56054181","","",""
"349","U1431","D","36","X","1","30.0","323.600","323.600","31.382","0.341","0.011","2014-02-04 03:12:26","NGR System","SECT5337721","56054181","","",""
"349","U1431","D","36","X","1","40.0","323.700","323.700","28.634","0.335","0.012","2014-02-04 03:12:26","NGR System","SECT5337721","56054181","","",""
"349","U1431","D","36","X","1","50.0","323.800","323.800","35.354","0.367","0.010","2014-02-04 03:12:26","NGR System","SECT5337721","56054181","","",""
"349","U1431","D","36","X","1","60.0","323.900","323.900","47.628","0.419","0.009","2014-02-04 03:12:26","NGR System","SECT5337721","56054181","","",""
"349","U1431","D","36","X","1","70.0","324.000","324.000","52.608","0.438","0.008","2014-02-04 03:12:26","NGR System","SECT5337721","56054181","","",""
"349","U1431","D","36","X","1","80.0","324.100","324.100","51.719","0.435","0.008","2014-02-04 03:12:26","NGR System","SECT5337721","56054181","","",""
"349","U1431","D","36","X","1","90.0","324.200","324.200","53.196","0.441","0.008","2014-02-04 03:12:26","NGR System","SECT5337721","56054181","","",""
"349","U1431","D","36","X","1","100.0","324.300","324.300","51.636","0.434","0.008","2014-02-04 03:12:26","NGR System","SECT5337721","56054181","","",""
"349","U1431","D","36","X","1","110.0","324.400","324.400","53.106","0.440","0.008","2014-02-04 03:12:26","NGR System","SECT5337721","56054181","","",""
"349","U1431","D","36","X","1","120.0","324.500","324.500","50.362","0.423","0.008","2014-02-04 03:12:26","NGR System","SECT5337721","56054181","","",""
"349","U1431","D","36","X","1","130.0","324.600","324.600","51.459","0.427","0.008","2014-02-04 03:12:26","NGR System","SECT5337721","56054181","","",""
"349","U1431","D","36","X","1","140.0","324.700","324.700","50.247","0.980","0.020","2014-02-04 03:12:26","NGR System","SECT5337721","56054181","","",""
"349","U1431","D","36","X","1","150.0","324.800","324.800","51.054","2.995","0.059","2014-02-04 03:12:26","NGR System","SECT5337721","56054181","","",""
"349","U1431","D","36","X","2","0.0","324.800","324.800","54.851","3.211","0.059","2014-02-04 03:23:56","NGR System","SECT5337751","56054621","","",""
"349","U1431","D","36","X","2","10.0","324.900","324.900","54.679","1.056","0.019","2014-02-04 03:23:56","NGR System","SECT5337751","56054621","","",""
"349","U1431","D","36","X","2","20.0","325.000","325.000","54.143","0.438","0.008","2014-02-04 03:23:56","NGR System","SECT5337751","56054621","","",""
"349","U1431","D","36","X","2","30.0","325.100","325.100","54.313","0.439","0.008","2014-02-04 03:23:56","NGR System","SECT5337751","56054621","","",""
"349","U1431","D","36","X","2","40.0","325.200","325.200","45.827","0.412","0.009","2014-02-04 03:23:56","NGR System","SECT5337751","56054621","","",""
"349","U1431","D","36","X","2","50.0","325.300","325.300","36.077","0.371","0.010","2014-02-04 03:23:56","NGR System","SECT5337751","56054621","","",""
"349","U1431","D","36","X","2","60.0","325.400","325.400","33.511","0.359","0.011","2014-02-04 03:23:56","NGR System","SECT5337751","56054621","","",""
"349","U1431","D","36","X","2","70.0","325.500","325.500","32.941","0.356","0.011","2014-02-04 03:23:56","NGR System","SECT5337751","56054621","","",""
"349","U1431","D","36","X","2","80.0","325.600","325.600","32.619","0.354","0.011","2014-02-04 03:23:56","NGR System","SECT5337751","56054621","","",""
"349","U1431","D","36","X","2","90.0","325.700","325.700","32.276","0.353","0.011","2014-02-04 03:23:56","NGR System","SECT5337751","56054621","","",""
"349","U1431","D","36","X","2","100.0","325.800","325.800","32.733","0.354","0.011","2014-02-04 03:23:56","NGR System","SECT5337751","56054621","","",""
"349","U1431","D","36","X","2","110.0","325.900","325.900","32.696","0.354","0.011","2014-02-04 03:23:56","NGR System","SECT5337751","56054621","","",""
"349","U1431","D","36","X","2","120.0","326.000","326.000","32.639","0.346","0.011","2014-02-04 03:23:56","NGR System","SECT5337751","56054621","","",""
"349","U1431","D","36","X","2","130.0","326.100","326.100","40.659","0.382","0.009","2014-02-04 03:23:56","NGR System","SECT5337751","56054621","","",""
"349","U1431","D","36","X","2","140.0","326.200","326.200","54.145","1.047","0.019","2014-02-04 03:23:56","NGR System","SECT5337751","56054621","","",""
"349","U1431","D","36","X","2","150.0","326.300","326.300","58.677","3.429","0.058","2014-02-04 03:23:56","NGR System","SECT5337751","56054621","","",""
"349","U1431","D","36","X","3","0.0","326.300","326.300","59.501","3.476","0.058","2014-02-04 03:35:30","NGR System","SECT5337781","56054751","","",""
"349","U1431","D","36","X","3","10.0","326.400","326.400","55.181","1.064","0.019","2014-02-04 03:35:30","NGR System","SECT5337781","56054751","","",""
"349","U1431","D","36","X","3","20.0","326.500","326.500","55.556","0.444","0.008","2014-02-04 03:35:30","NGR System","SECT5337781","56054751","","",""
"349","U1431","D","36","X","3","30.0","326.600","326.600","55.169","0.442","0.008","2014-02-04 03:35:30","NGR System","SECT5337781","56054751","","",""
"349","U1431","D","36","X","3","40.0","326.700","326.700","48.474","0.423","0.009","2014-02-04 03:35:30","NGR System","SECT5337781","56054751","","",""
"349","U1431","D","36","X","3","50.0","326.800","326.800","46.411","0.414","0.009","2014-02-04 03:35:30","NGR System","SECT5337781","56054751","","",""
"349","U1431","D","36","X","3","60.0","326.900","326.900","49.074","0.425","0.009","2014-02-04 03:35:30","NGR System","SECT5337781","56054751","","",""
"349","U1431","D","36","X","3","70.0","327.000","327.000","52.584","0.438","0.008","2014-02-04 03:35:30","NGR System","SECT5337781","56054751","","",""
"349","U1431","D","36","X","3","80.0","327.100","327.100","54.676","0.446","0.008","2014-02-04 03:35:30","NGR System","SECT5337781","56054751","","",""
"349","U1431","D","36","X","3","90.0","327.200","327.200","56.249","0.452","0.008","2014-02-04 03:35:30","NGR System","SECT5337781","56054751","","",""
"349","U1431","D","36","X","3","100.0","327.300","327.300","55.620","0.449","0.008","2014-02-04 03:35:30","NGR System","SECT5337781","56054751","","",""
"349","U1431","D","36","X","3","110.0","327.400","327.400","55.036","0.447","0.008","2014-02-04 03:35:30","NGR System","SECT5337781","56054751","","",""
"349","U1431","D","36","X","3","120.0","327.500","327.500","55.255","1.159","0.021","2014-02-04 03:35:30","NGR System","SECT5337781","56054751","","",""
"349","U1431","D","36","X","3","130.0","327.600","327.600","55.085","3.054","0.055","2014-02-04 03:35:30","NGR System","SECT5337781","56054751","","",""
"349","U1431","D","36","X","4","0.0","327.800","327.800","55.279","3.236","0.059","2014-02-04 03:48:19","NGR System","SECT5337811","56055261","","",""
"349","U1431","D","36","X","4","10.0","327.900","327.900","55.549","1.071","0.019","2014-02-04 03:48:19","NGR System","SECT5337811","56055261","","",""
"349","U1431","D","36","X","4","20.0","328.000","328.000","54.326","0.439","0.008","2014-02-04 03:48:19","NGR System","SECT5337811","56055261","","",""
"349","U1431","D","36","X","4","30.0","328.100","328.100","54.239","0.439","0.008","2014-02-04 03:48:19","NGR System","SECT5337811","56055261","","",""
"349","U1431","D","36","X","4","40.0","328.200","328.200","49.298","0.426","0.009","2014-02-04 03:48:19","NGR System","SECT5337811","56055261","","",""
"349","U1431","D","36","X","4","50.0","328.300","328.300","45.374","0.410","0.009","2014-02-04 03:48:19","NGR System","SECT5337811","56055261","","",""
"349","U1431","D","36","X","4","60.0","328.400","328.400","40.418","0.389","0.010","2014-02-04 03:48:19","NGR System","SECT5337811","56055261","","",""
"349","U1431","D","36","X","4","70.0","328.500","328.500","46.654","0.415","0.009","2014-02-04 03:48:19","NGR System","SECT5337811","56055261","","",""
"349","U1431","D","36","X","4","80.0","328.600","328.600","53.972","0.444","0.008","2014-02-04 03:48:19","NGR System","SECT5337811","56055261","","",""
"349","U1431","D","36","X","4","90.0","328.700","328.700","55.949","1.176","0.021","2014-02-04 03:48:19","NGR System","SECT5337811","56055261","","",""
"349","U1431","D","36","X","4","100.0","328.800","328.800","57.166","3.170","0.055","2014-02-04 03:48:19","NGR System","SECT5337811","56055261","","",""
"349","U1431","D","36","X","5","0.0","328.810","328.810","54.967","3.218","0.059","2014-02-04 04:00:31","NGR System","SECT5337841","56061531","","",""
"349","U1431","D","36","X","5","10.0","328.910","328.910","54.029","1.045","0.019","2014-02-04 04:00:31","NGR System","SECT5337841","56061531","","",""
"349","U1431","D","36","X","5","20.0","329.010","329.010","52.199","0.431","0.008","2014-02-04 04:00:31","NGR System","SECT5337841","56061531","","",""
"349","U1431","D","36","X","5","30.0","329.110","329.110","51.196","0.427","0.008","2014-02-04 04:00:31","NGR System","SECT5337841","56061531","","",""
"349","U1431","D","36","X","5","40.0","329.210","329.210","46.487","0.415","0.009","2014-02-04 04:00:31","NGR System","SECT5337841","56061531","","",""
