"Exp","Site","Hole","Core","Type","Sect","Offset (cm)","Depth CSF-A (m)","Depth CSF-B (m)","NGR total counts (cps)","Error (cps)","Relative Error","Timestamp (UTC)","Instrument","Text ID","Test No.","Sample comments","Test comments","Result comments"
"349","U1431","D","32","X","4","50.0","289.500","289.500","50.787","0.432","0.009","2014-02-03 23:14:32","NGR System","SECT5333421","56024311","","",""
"349","U1431","D","32","X","4","60.0","289.600","289.600","54.188","0.444","0.008","2014-02-03 23:14:32","NGR System","SECT5333421","56024311","","",""
"349","U1431","D","32","X","4","70.0","289.700","289.700","54.598","0.446","0.008","2014-02-03 23:14:32","NGR System","SECT5333421","56024311","","",""
"349","U1431","D","32","X","4","80.0","289.800","289.800","57.946","0.458","0.008","2014-02-03 23:14:32","NGR System","SECT5333421","56024311","","",""
"349","U1431","D","32","X","4","90.0","289.900","289.900","56.966","0.455","0.008","2014-02-03 23:14:32","NGR System","SECT5333421","56024311","","",""
"349","U1431","D","32","X","4","100.0","290.000","290.000","53.970","0.443","0.008","2014-02-03 23:14:32","NGR System","SECT5333421","56024311","","",""
"349","U1431","D","32","X","4","110.0","290.100","290.100","52.933","0.439","0.008","2014-02-03 23:14:32","NGR System","SECT5333421","56024311","","",""
"349","U1431","D","32","X","4","120.0","290.200","290.200","54.179","0.437","0.008","2014-02-03 23:14:32","NGR System","SECT5333421","56024311","","",""
"349","U1431","D","32","X","4","130.0","290.300","290.300","56.426","0.446","0.008","2014-02-03 23:14:32","NGR System","SECT5333421","56024311","","",""
"349","U1431","D","32","X","4","140.0","290.400","290.400","57.744","1.108","0.019","2014-02-03 23:14:32","NGR System","SECT5333421","56024311","","",""
"349","U1431","D","32","X","4","150.0","290.500","290.500","59.781","3.492","0.058","2014-02-03 23:14:32","NGR System","SECT5333421","56024311","","",""
"349","U1431","D","32","X","5","0.0","290.500","290.500","58.455","3.417","0.058","2014-02-04 15:55:54","NGR System","SECT5333451","56167961","","",""
"349","U1431","D","32","X","5","10.0","290.600","290.600","56.518","1.087","0.019","2014-02-04 15:55:54","NGR System","SECT5333451","56167961","","",""
"349","U1431","D","32","X","5","20.0","290.700","290.700","56.086","0.446","0.008","2014-02-04 15:55:54","NGR System","SECT5333451","56167961","","",""
"349","U1431","D","32","X","5","30.0","290.800","290.800","57.083","0.449","0.008","2014-02-04 15:55:54","NGR System","SECT5333451","56167961","","",""
"349","U1431","D","32","X","5","40.0","290.900","290.900","58.694","0.461","0.008","2014-02-04 15:55:54","NGR System","SECT5333451","56167961","","",""
"349","U1431","D","32","X","5","50.0","291.000","291.000","57.268","0.456","0.008","2014-02-04 15:55:54","NGR System","SECT5333451","56167961","","",""
"349","U1431","D","32","X","5","60.0","291.100","291.100","57.104","0.455","0.008","2014-02-04 15:55:54","NGR System","SECT5333451","56167961","","",""
"349","U1431","D","32","X","5","70.0","291.200","291.200","56.308","0.452","0.008","2014-02-04 15:55:54","NGR System","SECT5333451","56167961","","",""
"349","U1431","D","32","X","5","80.0","291.300","291.300","56.089","0.451","0.008","2014-02-04 15:55:54","NGR System","SECT5333451","56167961","","",""
"349","U1431","D","32","X","5","90.0","291.400","291.400","54.726","0.446","0.008","2014-02-04 15:55:54","NGR System","SECT5333451","56167961","","",""
"349","U1431","D","32","X","5","100.0","291.500","291.500","53.760","0.442","0.008","2014-02-04 15:55:54","NGR System","SECT5333451","56167961","","",""
"349","U1431","D","32","X","5","110.0","291.600","291.600","49.026","0.424","0.009","2014-02-04 15:55:54","NGR System","SECT5333451","56167961","","",""
"349","U1431","D","32","X","5","120.0","291.700","291.700","42.386","0.390","0.009","2014-02-04 15:55:54","NGR System","SECT5333451","56167961","","",""
"349","U1431","D","32","X","5","130.0","291.800","291.800","37.569","0.369","0.010","2014-02-04 15:55:54","NGR System","SECT5333451","56167961","","",""
"349","U1431","D","32","X","5","140.0","291.900","291.900","39.261","0.856","0.022","2014-02-04 15:55:54","NGR System","SECT5333451","56167961","","",""
"349","U1431","D","32","X","5","150.0","292.000","292.000","43.052","2.408","0.056","2014-02-04 15:55:54","NGR System","SECT5333451","56167961","","",""
"349","U1431","D","32","X","6","0.0","292.000","292.000","37.578","2.228","0.059","2014-02-03 23:43:48","NGR System","SECT5333481","56034381","","",""
"349","U1431","D","32","X","6","10.0","292.100","292.100","35.174","0.722","0.021","2014-02-03 23:43:48","NGR System","SECT5333481","56034381","","",""
"349","U1431","D","32","X","6","20.0","292.200","292.200","36.553","0.365","0.010","2014-02-03 23:43:48","NGR System","SECT5333481","56034381","","",""
"349","U1431","D","32","X","6","30.0","292.300","292.300","38.889","0.376","0.010","2014-02-03 23:43:48","NGR System","SECT5333481","56034381","","",""
"349","U1431","D","32","X","6","40.0","292.400","292.400","40.604","0.390","0.010","2014-02-03 23:43:48","NGR System","SECT5333481","56034381","","",""
"349","U1431","D","32","X","6","50.0","292.500","292.500","36.438","0.372","0.010","2014-02-03 23:43:48","NGR System","SECT5333481","56034381","","",""
"349","U1431","D","32","X","6","60.0","292.600","292.600","33.474","0.358","0.011","2014-02-03 23:43:48","NGR System","SECT5333481","56034381","","",""
"349","U1431","D","32","X","6","70.0","292.700","292.700","36.941","0.374","0.010","2014-02-03 23:43:48","NGR System","SECT5333481","56034381","","",""
"349","U1431","D","32","X","6","80.0","292.800","292.800","36.636","0.373","0.010","2014-02-03 23:43:48","NGR System","SECT5333481","56034381","","",""
"349","U1431","D","32","X","6","90.0","292.900","292.900","33.086","0.356","0.011","2014-02-03 23:43:48","NGR System","SECT5333481","56034381","","",""
"349","U1431","D","32","X","6","100.0","293.000","293.000","34.253","0.361","0.011","2014-02-03 23:43:48","NGR System","SECT5333481","56034381","","",""
"349","U1431","D","32","X","6","110.0","293.100","293.100","33.856","0.359","0.011","2014-02-03 23:43:48","NGR System","SECT5333481","56034381","","",""
"349","U1431","D","32","X","6","120.0","293.200","293.200","34.549","0.355","0.010","2014-02-03 23:43:48","NGR System","SECT5333481","56034381","","",""
"349","U1431","D","32","X","6","130.0","293.300","293.300","37.443","0.522","0.014","2014-02-03 23:43:48","NGR System","SECT5333481","56034381","","",""
"349","U1431","D","32","X","6","140.0","293.400","293.400","39.382","1.245","0.032","2014-02-03 23:43:48","NGR System","SECT5333481","56034381","","",""
"349","U1431","D","32","X","7","0.0","293.420","293.420","53.332","3.125","0.059","2014-02-03 23:56:18","NGR System","SECT5333511","56034671","","",""
"349","U1431","D","32","X","7","10.0","293.520","293.520","54.098","1.046","0.019","2014-02-03 23:56:18","NGR System","SECT5333511","56034671","","",""
"349","U1431","D","32","X","7","20.0","293.620","293.620","47.169","0.411","0.009","2014-02-03 23:56:18","NGR System","SECT5333511","56034671","","",""
"349","U1431","D","32","X","7","30.0","293.720","293.720","34.476","0.356","0.010","2014-02-03 23:56:18","NGR System","SECT5333511","56034671","","",""
"349","U1431","D","32","X","7","40.0","293.820","293.820","30.907","0.347","0.011","2014-02-03 23:56:18","NGR System","SECT5333511","56034671","","",""
"349","U1431","D","32","X","7","50.0","293.920","293.920","33.204","0.488","0.015","2014-02-03 23:56:18","NGR System","SECT5333511","56034671","","",""
"349","U1431","D","32","X","7","60.0","294.020","294.020","35.255","1.130","0.032","2014-02-03 23:56:18","NGR System","SECT5333511","56034671","","",""
"349","U1431","D","33","X","1","0.0","294.200","294.200","35.972","2.137","0.059","2014-02-04 00:07:55","NGR System","SECT5334691","56034811","","",""
"349","U1431","D","33","X","1","10.0","294.300","294.300","40.015","0.805","0.020","2014-02-04 00:07:55","NGR System","SECT5334691","56034811","","",""
"349","U1431","D","33","X","1","20.0","294.400","294.400","47.139","0.411","0.009","2014-02-04 00:07:55","NGR System","SECT5334691","56034811","","",""
"349","U1431","D","33","X","1","30.0","294.500","294.500","49.216","0.419","0.009","2014-02-04 00:07:55","NGR System","SECT5334691","56034811","","",""
"349","U1431","D","33","X","1","40.0","294.600","294.600","47.294","0.418","0.009","2014-02-04 00:07:55","NGR System","SECT5334691","56034811","","",""
"349","U1431","D","33","X","1","50.0","294.700","294.700","39.908","0.387","0.010","2014-02-04 00:07:55","NGR System","SECT5334691","56034811","","",""
"349","U1431","D","33","X","1","60.0","294.800","294.800","32.798","0.355","0.011","2014-02-04 00:07:55","NGR System","SECT5334691","56034811","","",""
"349","U1431","D","33","X","1","70.0","294.900","294.900","31.511","0.349","0.011","2014-02-04 00:07:55","NGR System","SECT5334691","56034811","","",""
"349","U1431","D","33","X","1","80.0","295.000","295.000","31.426","0.349","0.011","2014-02-04 00:07:55","NGR System","SECT5334691","56034811","","",""
"349","U1431","D","33","X","1","90.0","295.100","295.100","30.946","0.346","0.011","2014-02-04 00:07:55","NGR System","SECT5334691","56034811","","",""
"349","U1431","D","33","X","1","100.0","295.200","295.200","29.950","0.341","0.011","2014-02-04 00:07:55","NGR System","SECT5334691","56034811","","",""
"349","U1431","D","33","X","1","110.0","295.300","295.300","30.106","0.342","0.011","2014-02-04 00:07:55","NGR System","SECT5334691","56034811","","",""
"349","U1431","D","33","X","1","120.0","295.400","295.400","30.182","0.334","0.011","2014-02-04 00:07:55","NGR System","SECT5334691","56034811","","",""
"349","U1431","D","33","X","1","130.0","295.500","295.500","29.386","0.330","0.011","2014-02-04 00:07:55","NGR System","SECT5334691","56034811","","",""
"349","U1431","D","33","X","1","140.0","295.600","295.600","29.894","0.632","0.021","2014-02-04 00:07:55","NGR System","SECT5334691","56034811","","",""
"349","U1431","D","33","X","1","150.0","295.700","295.700","29.937","1.796","0.060","2014-02-04 00:07:55","NGR System","SECT5334691","56034811","","",""
"349","U1431","D","33","X","2","0.0","295.700","295.700","30.464","1.825","0.060","2014-02-04 00:20:39","NGR System","SECT5334721","56035321","","",""
"349","U1431","D","33","X","2","10.0","295.800","295.800","28.995","0.617","0.021","2014-02-04 00:20:39","NGR System","SECT5334721","56035321","","",""
"349","U1431","D","33","X","2","20.0","295.900","295.900","29.632","0.332","0.011","2014-02-04 00:20:39","NGR System","SECT5334721","56035321","","",""
"349","U1431","D","33","X","2","30.0","296.000","296.000","29.499","0.332","0.011","2014-02-04 00:20:39","NGR System","SECT5334721","56035321","","",""
"349","U1431","D","33","X","2","40.0","296.100","296.100","29.084","0.338","0.012","2014-02-04 00:20:39","NGR System","SECT5334721","56035321","","",""
"349","U1431","D","33","X","2","50.0","296.200","296.200","28.267","0.334","0.012","2014-02-04 00:20:39","NGR System","SECT5334721","56035321","","",""
"349","U1431","D","33","X","2","60.0","296.300","296.300","27.771","0.331","0.012","2014-02-04 00:20:39","NGR System","SECT5334721","56035321","","",""
"349","U1431","D","33","X","2","70.0","296.400","296.400","26.861","0.326","0.012","2014-02-04 00:20:39","NGR System","SECT5334721","56035321","","",""
"349","U1431","D","33","X","2","80.0","296.500","296.500","26.296","0.323","0.012","2014-02-04 00:20:39","NGR System","SECT5334721","56035321","","",""
"349","U1431","D","33","X","2","90.0","296.600","296.600","25.536","0.319","0.013","2014-02-04 00:20:39","NGR System","SECT5334721","56035321","","",""
"349","U1431","D","33","X","2","100.0","296.700","296.700","27.673","0.329","0.012","2014-02-04 00:20:39","NGR System","SECT5334721","56035321","","",""
"349","U1431","D","33","X","2","110.0","296.800","296.800","32.870","0.355","0.011","2014-02-04 00:20:39","NGR System","SECT5334721","56035321","","",""
"349","U1431","D","33","X","2","120.0","296.900","296.900","35.312","0.719","0.020","2014-02-04 00:20:39","NGR System","SECT5334721","56035321","","",""
"349","U1431","D","33","X","2","130.0","297.000","297.000","32.400","1.928","0.060","2014-02-04 00:20:39","NGR System","SECT5334721","56035321","","",""
"349","U1431","D","33","X","3","0.0","297.200","297.200","37.760","2.239","0.059","2014-02-04 00:45:15","NGR System","SECT5334751","56037611","","",""
"349","U1431","D","33","X","3","10.0","297.300","297.300","38.434","0.778","0.020","2014-02-04 00:45:15","NGR System","SECT5334751","56037611","","",""
"349","U1431","D","33","X","3","20.0","297.400","297.400","40.393","0.383","0.009","2014-02-04 00:45:15","NGR System","SECT5334751","56037611","","",""
"349","U1431","D","33","X","3","30.0","297.500","297.500","50.386","0.424","0.008","2014-02-04 00:45:15","NGR System","SECT5334751","56037611","","",""
"349","U1431","D","33","X","3","40.0","297.600","297.600","53.104","0.441","0.008","2014-02-04 00:45:15","NGR System","SECT5334751","56037611","","",""
"349","U1431","D","33","X","3","50.0","297.700","297.700","45.791","0.412","0.009","2014-02-04 00:45:15","NGR System","SECT5334751","56037611","","",""
"349","U1431","D","33","X","3","60.0","297.800","297.800","50.078","0.429","0.009","2014-02-04 00:45:15","NGR System","SECT5334751","56037611","","",""
"349","U1431","D","33","X","3","70.0","297.900","297.900","55.944","0.451","0.008","2014-02-04 00:45:15","NGR System","SECT5334751","56037611","","",""
"349","U1431","D","33","X","3","80.0","298.000","298.000","54.390","0.669","0.012","2014-02-04 00:45:15","NGR System","SECT5334751","56037611","","",""
"349","U1431","D","33","X","3","90.0","298.100","298.100","53.973","0.977","0.018","2014-02-04 00:45:15","NGR System","SECT5334751","56037611","","",""
"349","U1431","D","34","X","1","0.0","303.900","303.900","45.760","2.694","0.059","2014-02-04 00:56:33","NGR System","SECT5336061","56039401","CRACKED LINER","",""
"349","U1431","D","34","X","1","10.0","304.000","304.000","53.839","1.041","0.019","2014-02-04 00:56:33","NGR System","SECT5336061","56039401","CRACKED LINER","",""
"349","U1431","D","34","X","1","20.0","304.100","304.100","54.756","0.441","0.008","2014-02-04 00:56:33","NGR System","SECT5336061","56039401","CRACKED LINER","",""
"349","U1431","D","34","X","1","30.0","304.200","304.200","56.829","0.448","0.008","2014-02-04 00:56:33","NGR System","SECT5336061","56039401","CRACKED LINER","",""
"349","U1431","D","34","X","1","40.0","304.300","304.300","55.151","0.448","0.008","2014-02-04 00:56:33","NGR System","SECT5336061","56039401","CRACKED LINER","",""
"349","U1431","D","34","X","1","50.0","304.400","304.400","57.847","0.458","0.008","2014-02-04 00:56:33","NGR System","SECT5336061","56039401","CRACKED LINER","",""
"349","U1431","D","34","X","1","60.0","304.500","304.500","57.044","0.455","0.008","2014-02-04 00:56:33","NGR System","SECT5336061","56039401","CRACKED LINER","",""
"349","U1431","D","34","X","1","70.0","304.600","304.600","57.474","0.457","0.008","2014-02-04 00:56:33","NGR System","SECT5336061","56039401","CRACKED LINER","",""
"349","U1431","D","34","X","1","80.0","304.700","304.700","57.582","0.457","0.008","2014-02-04 00:56:33","NGR System","SECT5336061","56039401","CRACKED LINER","",""
"349","U1431","D","34","X","1","90.0","304.800","304.800","59.826","0.465","0.008","2014-02-04 00:56:33","NGR System","SECT5336061","56039401","CRACKED LINER","",""
"349","U1431","D","34","X","1","100.0","304.900","304.900","59.173","0.462","0.008","2014-02-04 00:56:33","NGR System","SECT5336061","56039401","CRACKED LINER","",""
"349","U1431","D","34","X","1","110.0","305.000","305.000","60.330","0.466","0.008","2014-02-04 00:56:33","NGR System","SECT5336061","56039401","CRACKED LINER","",""
"349","U1431","D","34","X","1","120.0","305.100","305.100","57.456","0.450","0.008","2014-02-04 00:56:33","NGR System","SECT5336061","56039401","CRACKED LINER","",""
"349","U1431","D","34","X","1","130.0","305.200","305.200","55.376","0.442","0.008","2014-02-04 00:56:33","NGR System","SECT5336061","56039401","CRACKED LINER","",""
"349","U1431","D","34","X","1","140.0","305.300","305.300","55.626","1.169","0.021","2014-02-04 00:56:33","NGR System","SECT5336061","56039401","CRACKED LINER","",""
"349","U1431","D","34","X","1","150.0","305.400","305.400","54.065","3.002","0.056","2014-02-04 00:56:33","NGR System","SECT5336061","56039401","CRACKED LINER","",""
"349","U1431","D","34","X","2","0.0","305.400","305.400","57.648","3.371","0.058","2014-02-04 01:08:45","NGR System","SECT5336091","56041271","CRACKED LINER","",""
"349","U1431","D","34","X","2","10.0","305.500","305.500","55.956","1.078","0.019","2014-02-04 01:08:45","NGR System","SECT5336091","56041271","CRACKED LINER","",""
"349","U1431","D","34","X","2","20.0","305.600","305.600","56.716","0.448","0.008","2014-02-04 01:08:45","NGR System","SECT5336091","56041271","CRACKED LINER","",""
"349","U1431","D","34","X","2","30.0","305.700","305.700","57.039","0.449","0.008","2014-02-04 01:08:45","NGR System","SECT5336091","56041271","CRACKED LINER","",""
"349","U1431","D","34","X","2","40.0","305.800","305.800","55.667","0.450","0.008","2014-02-04 01:08:45","NGR System","SECT5336091","56041271","CRACKED LINER","",""
"349","U1431","D","34","X","2","50.0","305.900","305.900","55.701","0.450","0.008","2014-02-04 01:08:45","NGR System","SECT5336091","56041271","CRACKED LINER","",""
"349","U1431","D","34","X","2","60.0","306.000","306.000","55.384","0.449","0.008","2014-02-04 01:08:45","NGR System","SECT5336091","56041271","CRACKED LINER","",""
"349","U1431","D","34","X","2","70.0","306.100","306.100","56.781","0.454","0.008","2014-02-04 01:08:45","NGR System","SECT5336091","56041271","CRACKED LINER","",""
"349","U1431","D","34","X","2","80.0","306.200","306.200","57.386","0.456","0.008","2014-02-04 01:08:45","NGR System","SECT5336091","56041271","CRACKED LINER","",""
"349","U1431","D","34","X","2","90.0","306.300","306.300","57.679","0.457","0.008","2014-02-04 01:08:45","NGR System","SECT5336091","56041271","CRACKED LINER","",""
"349","U1431","D","34","X","2","100.0","306.400","306.400","59.690","0.464","0.008","2014-02-04 01:08:45","NGR System","SECT5336091","56041271","CRACKED LINER","",""
"349","U1431","D","34","X","2","110.0","306.500","306.500","60.093","0.465","0.008","2014-02-04 01:08:45","NGR System","SECT5336091","56041271","CRACKED LINER","",""
"349","U1431","D","34","X","2","120.0","306.600","306.600","58.839","0.455","0.008","2014-02-04 01:08:45","NGR System","SECT5336091","56041271","CRACKED LINER","",""
"349","U1431","D","34","X","2","130.0","306.700","306.700","59.066","0.456","0.008","2014-02-04 01:08:45","NGR System","SECT5336091","56041271","CRACKED LINER","",""
"349","U1431","D","34","X","2","140.0","306.800","306.800","58.034","1.215","0.021","2014-02-04 01:08:45","NGR System","SECT5336091","56041271","CRACKED LINER","",""
"349","U1431","D","34","X","2","150.0","306.900","306.900","58.192","3.225","0.055","2014-02-04 01:08:45","NGR System","SECT5336091","56041271","CRACKED LINER","",""
"349","U1431","D","34","X","3","0.0","306.900","306.900","59.552","3.479","0.058","2014-02-04 01:28:12","NGR System","SECT5336121","56042981","CRACKED LINER","",""
"349","U1431","D","34","X","3","10.0","307.000","307.000","56.195","1.082","0.019","2014-02-04 01:28:12","NGR System","SECT5336121","56042981","CRACKED LINER","",""
"349","U1431","D","34","X","3","20.0","307.100","307.100","53.089","0.434","0.008","2014-02-04 01:28:12","NGR System","SECT5336121","56042981","CRACKED LINER","",""
"349","U1431","D","34","X","3","30.0","307.200","307.200","45.829","0.406","0.009","2014-02-04 01:28:12","NGR System","SECT5336121","56042981","CRACKED LINER","",""
"349","U1431","D","34","X","3","40.0","307.300","307.300","51.178","0.433","0.008","2014-02-04 01:28:12","NGR System","SECT5336121","56042981","CRACKED LINER","",""
"349","U1431","D","34","X","3","50.0","307.400","307.400","56.678","0.454","0.008","2014-02-04 01:28:12","NGR System","SECT5336121","56042981","CRACKED LINER","",""
"349","U1431","D","34","X","3","60.0","307.500","307.500","55.004","0.447","0.008","2014-02-04 01:28:12","NGR System","SECT5336121","56042981","CRACKED LINER","",""
"349","U1431","D","34","X","3","70.0","307.600","307.600","55.734","0.450","0.008","2014-02-04 01:28:12","NGR System","SECT5336121","56042981","CRACKED LINER","",""
"349","U1431","D","34","X","3","80.0","307.700","307.700","57.522","0.457","0.008","2014-02-04 01:28:12","NGR System","SECT5336121","56042981","CRACKED LINER","",""
"349","U1431","D","34","X","3","90.0","307.800","307.800","56.716","0.454","0.008","2014-02-04 01:28:12","NGR System","SECT5336121","56042981","CRACKED LINER","",""
"349","U1431","D","34","X","3","100.0","307.900","307.900","49.730","0.427","0.009","2014-02-04 01:28:12","NGR System","SECT5336121","56042981","CRACKED LINER","",""
"349","U1431","D","34","X","3","110.0","308.000","308.000","46.403","0.413","0.009","2014-02-04 01:28:12","NGR System","SECT5336121","56042981","CRACKED LINER","",""
"349","U1431","D","34","X","3","120.0","308.100","308.100","47.603","0.637","0.013","2014-02-04 01:28:12","NGR System","SECT5336121","56042981","CRACKED LINER","",""
"349","U1431","D","34","X","3","130.0","308.200","308.200","54.821","0.788","0.014","2014-02-04 01:28:12","NGR System","SECT5336121","56042981","CRACKED LINER","",""
"349","U1431","D","34","X","4","0.0","308.400","308.400","58.339","3.410","0.058","2014-02-04 01:39:54","NGR System","SECT5336151","56043331","CRACKED LINER","",""
"349","U1431","D","34","X","4","10.0","308.500","308.500","55.029","1.062","0.019","2014-02-04 01:39:54","NGR System","SECT5336151","56043331","CRACKED LINER","",""
"349","U1431","D","34","X","4","20.0","308.600","308.600","56.103","0.446","0.008","2014-02-04 01:39:54","NGR System","SECT5336151","56043331","CRACKED LINER","",""
"349","U1431","D","34","X","4","30.0","308.700","308.700","55.896","0.445","0.008","2014-02-04 01:39:54","NGR System","SECT5336151","56043331","CRACKED LINER","",""
"349","U1431","D","34","X","4","40.0","308.800","308.800","56.568","0.453","0.008","2014-02-04 01:39:54","NGR System","SECT5336151","56043331","CRACKED LINER","",""
"349","U1431","D","34","X","4","50.0","308.900","308.900","55.154","0.448","0.008","2014-02-04 01:39:54","NGR System","SECT5336151","56043331","CRACKED LINER","",""
"349","U1431","D","34","X","4","60.0","309.000","309.000","53.708","0.443","0.008","2014-02-04 01:39:54","NGR System","SECT5336151","56043331","CRACKED LINER","",""
"349","U1431","D","34","X","4","70.0","309.100","309.100","51.901","0.436","0.008","2014-02-04 01:39:54","NGR System","SECT5336151","56043331","CRACKED LINER","",""
"349","U1431","D","34","X","4","80.0","309.200","309.200","50.349","0.430","0.009","2014-02-04 01:39:54","NGR System","SECT5336151","56043331","CRACKED LINER","",""
"349","U1431","D","34","X","4","90.0","309.300","309.300","46.056","0.413","0.009","2014-02-04 01:39:54","NGR System","SECT5336151","56043331","CRACKED LINER","",""
"349","U1431","D","34","X","4","100.0","309.400","309.400","42.050","0.396","0.009","2014-02-04 01:39:54","NGR System","SECT5336151","56043331","CRACKED LINER","",""
"349","U1431","D","34","X","4","110.0","309.500","309.500","44.410","0.405","0.009","2014-02-04 01:39:54","NGR System","SECT5336151","56043331","CRACKED LINER","",""
"349","U1431","D","34","X","4","120.0","309.600","309.600","53.192","0.434","0.008","2014-02-04 01:39:54","NGR System","SECT5336151","56043331","CRACKED LINER","",""
"349","U1431","D","34","X","4","130.0","309.700","309.700","56.526","0.446","0.008","2014-02-04 01:39:54","NGR System","SECT5336151","56043331","CRACKED LINER","",""
"349","U1431","D","34","X","4","140.0","309.800","309.800","56.387","1.085","0.019","2014-02-04 01:39:54","NGR System","SECT5336151","56043331","CRACKED LINER","",""
"349","U1431","D","34","X","4","150.0","309.900","309.900","56.548","3.308","0.058","2014-02-04 01:39:54","NGR System","SECT5336151","56043331","CRACKED LINER","",""
"349","U1431","D","34","X","5","0.0","309.900","309.900","59.378","3.469","0.058","2014-02-04 01:52:02","NGR System","SECT5336181","56043861","CRACKED LINER","",""
"349","U1431","D","34","X","5","10.0","310.000","310.000","56.731","1.091","0.019","2014-02-04 01:52:02","NGR System","SECT5336181","56043861","CRACKED LINER","",""
"349","U1431","D","34","X","5","20.0","310.100","310.100","58.669","0.455","0.008","2014-02-04 01:52:02","NGR System","SECT5336181","56043861","CRACKED LINER","",""
"349","U1431","D","34","X","5","30.0","310.200","310.200","59.076","0.457","0.008","2014-02-04 01:52:02","NGR System","SECT5336181","56043861","CRACKED LINER","",""
"349","U1431","D","34","X","5","40.0","310.300","310.300","55.561","0.450","0.008","2014-02-04 01:52:02","NGR System","SECT5336181","56043861","CRACKED LINER","",""
"349","U1431","D","34","X","5","50.0","310.400","310.400","52.618","0.439","0.008","2014-02-04 01:52:02","NGR System","SECT5336181","56043861","CRACKED LINER","",""
"349","U1431","D","34","X","5","60.0","310.500","310.500","46.374","0.414","0.009","2014-02-04 01:52:02","NGR System","SECT5336181","56043861","CRACKED LINER","",""
"349","U1431","D","34","X","5","70.0","310.600","310.600","44.498","0.406","0.009","2014-02-04 01:52:02","NGR System","SECT5336181","56043861","CRACKED LINER","",""
"349","U1431","D","34","X","5","80.0","310.700","310.700","42.262","0.397","0.009","2014-02-04 01:52:02","NGR System","SECT5336181","56043861","CRACKED LINER","",""
"349","U1431","D","34","X","5","90.0","310.800","310.800","41.172","0.392","0.010","2014-02-04 01:52:02","NGR System","SECT5336181","56043861","CRACKED LINER","",""
"349","U1431","D","34","X","5","100.0","310.900","310.900","39.773","0.386","0.010","2014-02-04 01:52:02","NGR System","SECT5336181","56043861","CRACKED LINER","",""
"349","U1431","D","34","X","5","110.0","311.000","311.000","39.520","0.385","0.010","2014-02-04 01:52:02","NGR System","SECT5336181","56043861","CRACKED LINER","",""
"349","U1431","D","34","X","5","120.0","311.100","311.100","37.982","0.371","0.010","2014-02-04 01:52:02","NGR System","SECT5336181","56043861","CRACKED LINER","",""
"349","U1431","D","34","X","5","130.0","311.200","311.200","37.869","0.370","0.010","2014-02-04 01:52:02","NGR System","SECT5336181","56043861","CRACKED LINER","",""
"349","U1431","D","34","X","5","140.0","311.300","311.300","36.522","0.803","0.022","2014-02-04 01:52:02","NGR System","SECT5336181","56043861","CRACKED LINER","",""
"349","U1431","D","34","X","5","150.0","311.400","311.400","36.572","2.059","0.056","2014-02-04 01:52:02","NGR System","SECT5336181","56043861","CRACKED LINER","",""
"349","U1431","D","34","X","6","0.0","311.400","311.400","43.224","2.549","0.059","2014-02-04 02:05:04","NGR System","SECT5336211","56044291","CRACKED LINER","",""
"349","U1431","D","34","X","6","10.0","311.500","311.500","40.634","0.815","0.020","2014-02-04 02:05:04","NGR System","SECT5336211","56044291","CRACKED LINER","",""
"349","U1431","D","34","X","6","20.0","311.600","311.600","39.542","0.379","0.010","2014-02-04 02:05:04","NGR System","SECT5336211","56044291","CRACKED LINER","",""
"349","U1431","D","34","X","6","30.0","311.700","311.700","39.186","0.377","0.010","2014-02-04 02:05:04","NGR System","SECT5336211","56044291","CRACKED LINER","",""
"349","U1431","D","34","X","6","40.0","311.800","311.800","37.961","0.379","0.010","2014-02-04 02:05:04","NGR System","SECT5336211","56044291","CRACKED LINER","",""
"349","U1431","D","34","X","6","50.0","311.900","311.900","37.897","0.379","0.010","2014-02-04 02:05:04","NGR System","SECT5336211","56044291","CRACKED LINER","",""
"349","U1431","D","34","X","6","60.0","312.000","312.000","37.874","0.378","0.010","2014-02-04 02:05:04","NGR System","SECT5336211","56044291","CRACKED LINER","",""
"349","U1431","D","34","X","6","70.0","312.100","312.100","37.988","0.379","0.010","2014-02-04 02:05:04","NGR System","SECT5336211","56044291","CRACKED LINER","",""
"349","U1431","D","34","X","6","80.0","312.200","312.200","37.656","0.377","0.010","2014-02-04 02:05:04","NGR System","SECT5336211","56044291","CRACKED LINER","",""
"349","U1431","D","34","X","6","90.0","312.300","312.300","38.132","0.379","0.010","2014-02-04 02:05:04","NGR System","SECT5336211","56044291","CRACKED LINER","",""
"349","U1431","D","34","X","6","100.0","312.400","312.400","37.566","0.376","0.010","2014-02-04 02:05:04","NGR System","SECT5336211","56044291","CRACKED LINER","",""
"349","U1431","D","34","X","6","110.0","312.500","312.500","37.523","0.376","0.010","2014-02-04 02:05:04","NGR System","SECT5336211","56044291","CRACKED LINER","",""
"349","U1431","D","34","X","6","120.0","312.600","312.600","38.159","0.529","0.014","2014-02-04 02:05:04","NGR System","SECT5336211","56044291","CRACKED LINER","",""
"349","U1431","D","34","X","6","130.0","312.700","312.700","35.011","1.114","0.032","2014-02-04 02:05:04","NGR System","SECT5336211","56044291","CRACKED LINER","",""
"349","U1431","D","34","X","7","0.0","312.710","312.710","35.754","2.125","0.059","2014-02-04 02:16:21","NGR System","SECT5336241","56045491","CRACKED LINER","",""
